mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
4	3	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5		55
4	3	19/2	19/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		78
4	3	19/2	19/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		71
4	3	10	10	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		2	38	D2	2		79
4	3	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3		72
4	3	10	10	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4		62
4	3	10	10	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4		56
4	3	21/2	21/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		7	37	C#2	2		80
4	3	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3		73
4	3	21/2	21/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		63
4	3	21/2	21/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5		57
4	3	11	11	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		5	35	B1	1		81
4	3	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		5	47	B2	2		74
4	3	11	11	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4		64
4	3	11	11	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74	D5	5		58
4	3	23/2	23/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		3	33	A1	1		82
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		3	45	A2	2		75
4	3	23/2	23/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		65
4	3	23/2	23/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5		59
4	3	12	12	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		8	32	G#1	1		83
4	3	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		8	44	G#2	2		76
4	3	12	12	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		68
4	3	12	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		66
4	3	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		60
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		69
5	4	13	13	0.5	0	0	4/4	3	2	1/8	1/8	1		7	37	C#2	2		101
5	4	13	13	0.5	0	0	4/4	2	2	1/8	1/8	1		7	49	C#3	3		97
5	4	13	13	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4		87
5	4	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4		92
5	4	13	13	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4		84
5	4	27/2	27/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		3	33	A1	1		102
5	4	27/2	27/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		3	45	A2	2		98
5	4	27/2	27/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		2	62	D4	4		93
5	4	27/2	27/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4		88
5	4	55/4	55/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		7	61	C#4	4		94
5	4	14	14	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		4	40	E2	2		103
5	4	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3		99
5	4	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		95
5	4	14	14	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		8	68	G#4	4		89
5	4	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		85
5	4	29/2	29/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4		90
5	4	15	15	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		3	33	A1	1		104
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2		100
5	4	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	C#4	4		96
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		91
5	4	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		86
6	4	16	16	1.0	0	3/4	4/4	3	2	1/4	1/4	1		3	33	A1	1		109
6	4	16	16	1.0	0	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2		108
6	4	16	16	1.0	0	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4		107
6	4	16	16	1.0	0	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		106
6	4	16	16	1.0	0	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		105
7	5	17	17	1.0	0	0	4/4	3	2	1/4	1/4	1		4	40	E2	2		129
7	5	17	17	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3		123
7	5	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		8	56	G#3	3		119
7	5	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4		114
7	5	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4		110
7	5	18	18	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		2	38	D2	2		130
7	5	18	18	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3		124
7	5	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3		120
7	5	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		115
7	5	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5		111
7	5	37/2	37/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		7	37	C#2	2		131
7	5	37/2	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3		125
7	5	19	19	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		5	35	B1	1		132
7	5	19	19	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2		126
7	5	19	19	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3		121
7	5	19	19	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4		116
7	5	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5		112
7	5	39/2	39/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		117
7	5	20	20	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		4	40	E2	2		133
7	5	20	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3		127
7	5	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3		122
7	5	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		118
7	5	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5		113
7	5	41/2	41/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		6	42	F#2	2		134
7	5	41/2	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3		128
8	6	21	21	1.0	0	0	4/4	3	2	1/4	1/4	1		1	43	G2	2		157
8	6	21	21	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3		150
8	6	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3		146
8	6	21	21	1.0	0	0	4/4	2	3	1/4	1/4	1		5	59	B3	3		154
8	6	21	21	0.5	0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4		139
8	6	21	21	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4		135
8	6	43/2	43/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		140
8	6	22	22	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		6	42	F#2	2		158
8	6	22	22	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3		151
8	6	22	22	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3		147
8	6	22	22	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4		141
8	6	22	22	1.0	1/4	1/4	4/4	2	3	1/4	1/4	1		6	66	F#4	4		155
8	6	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5		136
8	6	45/2	45/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		2	62	D4	4		142
8	6	91/4	91/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		7	61	C#4	4		143
8	6	23	23	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		5	35	B1	1		159
8	6	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2		152
8	6	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3		148
8	6	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4		144
8	6	23	23	1.0	1/2	1/2	4/4	2	3	1/4	1/4	1		6	66	F#4	4		156
8	6	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4		137
8	6	24	24	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		8	44	G#2	2		160
8	6	24	24	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		8	56	G#3	3		153
8	6	24	24	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		149
8	6	24	24	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		145
8	6	24	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		138
9	7	25	25	0.5	0	0	4/4	3	2	1/8	1/8	1		3	45	A2	2		180
9	7	25	25	0.5	0	0	4/4	2	2	1/8	1/8	1		3	57	A3	3		174
9	7	25	25	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3		169
9	7	25	25	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4		165
9	7	25	25	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5		161
9	7	51/2	51/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		8	44	G#2	2		181
9	7	51/2	51/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3		175
9	7	26	26	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		6	42	F#2	2		182
9	7	26	26	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3		176
9	7	26	26	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		170
9	7	26	26	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		166
9	7	26	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		162
9	7	27	27	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		4	40	E2	2		183
9	7	27	27	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3		177
9	7	27	27	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3		171
9	7	27	27	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		8	68	G#4	4		167
9	7	27	27	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5		163
9	7	28	28	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		6	42	F#2	2		184
9	7	28	28	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3		178
9	7	28	28	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3		172
9	7	28	28	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		168
9	7	28	28	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		164
9	7	57/2	57/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		8	44	G#2	2		185
9	7	57/2	57/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3		179
9	7	57/2	57/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		173
10	8	29	29	1.0	0	0	4/4	3	2	1/4	1/4	1		3	45	A2	2		210
10	8	29	29	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3		200
10	8	29	29	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4		196
10	8	29	29	1.0	0	0	4/4	2	3	1/4	1/4	1		7	61	C#4	4		206
10	8	29	29	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4		190
10	8	29	29	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5		186
10	8	30	30	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		6	42	F#2	2		211
10	8	30	30	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3		201
10	8	30	30	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		197
10	8	30	30	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		191
10	8	30	30	1.0	1/4	1/4	4/4	2	3	1/4	1/4	1		2	62	D4	4		207
10	8	30	30	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		187
10	8	61/2	61/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		8	44	G#2	2		212
10	8	61/2	61/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3		202
10	8	61/2	61/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		6	66	F#4	4		192
10	8	123/4	123/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		11	65	E#4	4		193
10	8	31	31	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		6	42	F#2	2		213
10	8	31	31	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		6	54	F#3	3		203
10	8	31	31	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3		198
10	8	31	31	1.0	1/2	1/2	4/4	2	3	1/4	1/4	1		3	57	A3	3		208
10	8	31	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4		194
10	8	31	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73	C#5	5		188
10	8	32	32	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		6	42	F#2	2		214
10	8	32	32	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3		204
10	8	32	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4		199
10	8	32	32	1.0	3/4	3/4	4/4	2	3	1/4	1/4	1		7	61	C#4	4		209
10	8	32	32	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		195
10	8	32	32	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		189
10	8	65/2	65/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		215
10	8	65/2	65/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		205
11	9	33	33	1.0	0	0	4/4	3	2	1/4	1/4	1		2	38	D2	2		237
11	9	33	33	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3		230
11	9	33	33	0.5	0	0	4/4	2	1	1/8	1/8	1		6	54	F#3	3		225
11	9	33	33	1.0	0	0	4/4	2	3	1/4	1/4	1		2	62	D4	4		235
11	9	33	33	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4		221
11	9	33	33	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4		216
11	9	67/2	67/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3		226
11	9	34	34	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		7	37	C#2	2		238
11	9	34	34	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		7	49	C#3	3		231
11	9	34	34	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		227
11	9	34	34	1.0	1/4	1/4	4/4	2	3	1/4	1/4	1		3	57	A3	3		236
11	9	34	34	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		222
11	9	34	34	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5		217
11	9	35	35	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		5	35	B1	1		239
11	9	35	35	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		5	47	B2	2		232
11	9	35	35	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3		228
11	9	35	35	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4		223
11	9	35	35	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74	D5	5		218
11	9	71/2	71/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		7	37	C#2	2		240
11	9	71/2	71/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3		233
11	9	71/2	71/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5		219
11	9	36	36	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		241
11	9	36	36	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		234
11	9	36	36	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		8	56	G#3	3		229
11	9	36	36	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		224
11	9	36	36	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		220
12	10	37	37	0.5	0	0	4/4	3	2	1/8	1/8	1		7	37	C#2	2		258
12	10	37	37	0.5	0	0	4/4	2	2	1/8	1/8	1		7	49	C#3	3		254
12	10	37	37	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3		250
12	10	37	37	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4		246
12	10	37	37	0.5	0	0	4/4	1	1	1/8	1/8	1		3	69	A4	4		242
12	10	75/2	75/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		259
12	10	75/2	75/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		255
12	10	75/2	75/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4		251
12	10	75/2	75/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4		243
12	10	75/2	75/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4		247
12	10	38	38	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		4	40	E2	2		260
12	10	38	38	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3		256
12	10	38	38	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		252
12	10	38	38	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		248
12	10	38	38	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		8	68	G#4	4		244
12	10	39	39	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		3	33	A1	1		261
12	10	39	39	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2		257
12	10	39	39	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	C#4	4	3.3	253
12	10	39	39	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		249
12	10	39	39	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		245
