mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
3	3	10	10	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4		44
3	3	10	10	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4		41
3	3	21/2	21/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3		51
3	3	11	11	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3		52
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4		48
3	3	11	11	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4		45
3	3	11	11	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5		42
4	4	12	12	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3		74
4	4	12	12	0.5	0	0	4/4	2	1	1/8	1/8	1		-1	65	F4	4		65
4	4	12	12	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4		57
4	4	12	12	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5		53
4	4	25/2	25/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		75
4	4	25/2	25/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64	E4	4		66
4	4	25/2	25/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4		58
4	4	13	13	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3		76
4	4	13	13	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		67
4	4	13	13	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4		59
4	4	13	13	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		54
4	4	14	14	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		5	47	B2	2		77
4	4	14	14	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	D4	4		68
4	4	14	14	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		-1	65	F4	4		60
4	4	14	14	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		55
4	4	29/2	29/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		78
4	4	29/2	29/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		0	60	C4	4		69
4	4	29/2	29/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1	1	4	64	E4	4		61
4	4	59/4	59/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3		70
4	4	15	15	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		79
4	4	15	15	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3		71
4	4	15	15	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1	-1	4	64	E4	4		62
4	4	15	15	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		56
4	4	31/2	31/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		5	59	B3	3		72
4	4	31/2	31/2	0.25	7/8	7/8	4/4	1	2	1/16	1/16	1		2	62	D4	4		63
4	4	63/4	63/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		3	57	A3	3		73
4	4	63/4	63/4	0.25	15/16	15/16	4/4	1	2	1/16	1/16	1		0	60	C4	4		64
5	5	16	16	4.0	0	0	4/4	2	2	1	1	1		4	52	E3	3		83
5	5	16	16	4.0	0	0	4/4	2	1	1	1	1		8	56	G#3	3		82
5	5	16	16	4.0	0	0	4/4	1	2	1	1	1		5	59	B3	3		81
5	5	16	16	4.0	0	0	4/4	1	1	1	1	1		4	64	E4	4		80
6	6	21	21	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3		95
6	6	21	21	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3		91
6	6	21	21	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		5	59	B3	3		87
6	6	21	21	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	62	D4	4		84
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3		96
6	6	22	22	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3		97
6	6	22	22	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3		92
6	6	22	22	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		0	60	C4	4		88
6	6	22	22	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4		85
6	6	45/2	45/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		5	59	B3	3		89
6	6	23	23	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3		98
6	6	23	23	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4		93
6	6	23	23	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4		90
6	6	23	23	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		86
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		94
7	7	24	24	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3		117
7	7	24	24	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3		111
7	7	24	24	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4		103
7	7	24	24	1.5	0	0	4/4	1	1	3/8	1/4	3/2		1	67	G4	4		99
7	7	49/2	49/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		1	43	G2	2		118
7	7	49/2	49/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		104
7	7	25	25	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		3	45	A2	2		119
7	7	25	25	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4		112
7	7	25	25	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4		105
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		5	47	B2	2		120
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		1	55	G3	3		113
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4		106
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		-1	65	F4	4		100
7	7	26	26	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3		121
7	7	26	26	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1	1	1	55	G3	3		114
7	7	26	26	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4		107
7	7	26	26	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4		101
7	7	53/2	53/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1	1	0	60	C4	4		108
7	7	27	27	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	43	G2	2		122
7	7	27	27	0.75	3/4	3/4	4/4	2	1	3/16	1/8	3/2	-1	1	55	G3	3		115
7	7	27	27	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1	-1	0	60	C4	4		109
7	7	27	27	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62	D4	4		102
7	7	55/2	55/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		5	59	B3	3		110
7	7	111/4	111/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		-1	53	F3	3		116
8	8	28	28	2.0	0	0	4/4	2	2	1/2	1/2	1		0	36	C2	2	-0.05	129
8	8	28	28	2.0	0	0	4/4	2	1	1/2	1/2	1		4	52	E3	3		127
8	8	28	28	2.0	0	0	4/4	1	2	1/2	1/2	1		1	55	G3	3		125
8	8	28	28	2.0	0	0	4/4	1	1	1/2	1/2	1		0	60	C4	4		123
8	8	31	31	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3		130
8	8	31	31	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	55	G3	3		126
8	8	31	31	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3		128
8	8	31	31	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	60	C4	4		124
8	8	63/2	63/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3		131
9	9	32	32	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3		147
9	9	32	32	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3		142
9	9	32	32	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4		136
9	9	32	32	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		132
9	9	65/2	65/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		148
9	9	33	33	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3		149
9	9	33	33	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		0	60	C4	4		137
9	9	33	33	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4		143
9	9	33	33	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		133
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		150
9	9	67/2	67/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		138
9	9	34	34	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3		151
9	9	34	34	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	C4	4		144
9	9	34	34	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4		139
9	9	34	34	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		134
9	9	69/2	69/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4		145
9	9	35	35	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		8	44	G#2	2		152
9	9	35	35	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		146
9	9	35	35	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4		140
9	9	35	35	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		135
9	9	71/2	71/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		141
10	10	36	36	0.5	0	0	4/4	2	2	1/8	1/8	1		3	45	A2	2		171
10	10	36	36	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4		164
10	10	36	36	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4		156
10	10	36	36	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5		153
10	10	73/2	73/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		5	47	B2	2		172
10	10	73/2	73/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4		165
10	10	73/2	73/2	0.25	1/8	1/8	4/4	1	2	1/16	1/16	1		3	69	A4	4		157
10	10	147/4	147/4	0.25	3/16	3/16	4/4	1	2	1/16	1/16	1		8	68	G#4	4		158
10	10	37	37	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		0	48	C3	3		173
10	10	37	37	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4		166
10	10	37	37	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		159
10	10	37	37	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5		154
10	10	75/2	75/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		174
10	10	38	38	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		4	52	E3	3		175
10	10	38	38	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4		167
10	10	38	38	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69	A4	4		160
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		5	71	B4	4		155
10	10	77/2	77/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		168
10	10	77/2	77/2	0.25	5/8	5/8	4/4	1	2	1/16	1/16	1		8	68	G#4	4		161
10	10	155/4	155/4	0.25	11/16	11/16	4/4	1	2	1/16	1/16	1		6	66	F#4	4		162
10	10	39	39	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64	E4	4		169
10	10	39	39	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4		163
10	10	79/2	79/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62	D4	4		170
11	11	40	40	2.0	0	0	4/4	2	2	1/2	1/2	1		3	45	A2	2		185
11	11	40	40	2.0	0	0	4/4	2	1	1/2	1/2	1		0	60	C4	4		182
11	11	40	40	2.0	0	0	4/4	1	2	1/2	1/2	1		4	64	E4	4		179
11	11	40	40	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4		176
11	11	42	42	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3		186
11	11	42	42	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4		183
11	11	42	42	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		8	68	G#4	4		180
11	11	42	42	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4		177
11	11	43	43	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		3	57	A3	3		187
11	11	43	43	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4		184
11	11	43	43	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		181
11	11	43	43	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5		178
11	11	87/2	87/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	55	G3	3		188
12	12	44	44	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3		204
12	12	44	44	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4		199
12	12	44	44	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4		193
12	12	44	44	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5		189
12	12	89/2	89/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		205
12	12	89/2	89/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4		194
12	12	45	45	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		206
12	12	45	45	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		200
12	12	45	45	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4		195
12	12	45	45	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		190
12	12	91/2	91/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4		201
12	12	46	46	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3		207
12	12	46	46	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3		202
12	12	46	46	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		196
12	12	46	46	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		191
12	12	93/2	93/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3		208
12	12	47	47	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3		209
12	12	47	47	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		203
12	12	47	47	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4		197
12	12	47	47	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		192
12	12	95/2	95/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3		210
12	12	95/2	95/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	D4	4		198
13	13	48	48	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3		216
13	13	48	48	2.0	0	0	4/4	2	2	1/2	1/2	1		3	57	A3	3		218
13	13	48	48	2.0	0	0	4/4	1	2	1/2	1/2	1		7	61	C#4	4		213
13	13	48	48	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		211
13	13	51	51	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	41	F2	2		219
13	13	51	51	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4		217
13	13	51	51	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4		214
13	13	51	51	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		212
13	13	103/2	103/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		215
14	14	52	52	1.0	0	0	4/4	2	2	1/4	1/4	1		1	43	G2	2		236
14	14	52	52	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4		230
14	14	52	52	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4		225
14	14	52	52	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		220
14	14	105/2	105/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		231
14	14	53	53	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	45	A2	2		237
14	14	53	53	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		232
14	14	53	53	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		226
14	14	53	53	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4		221
14	14	107/2	107/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		0	60	C4	4		227
14	14	54	54	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3		238
14	14	54	54	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3		233
14	14	54	54	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4		228
14	14	54	54	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4		222
14	14	109/2	109/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		239
14	14	55	55	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		5	47	B2	2		240
14	14	55	55	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55	G3	3		234
14	14	55	55	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		229
14	14	55	55	0.75	3/4	3/4	4/4	1	1	3/16	1/8	3/2		1	67	G4	4		223
14	14	111/2	111/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	43	G2	2		241
14	14	111/2	111/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		235
14	14	223/4	223/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4		224
15	15	56	56	2.0	0	0	4/4	2	2	1/2	1/2	1		3	45	A2	2		248
15	15	56	56	2.0	0	0	4/4	1	2	1/2	1/2	1		0	60	C4	4		244
15	15	56	56	2.0	0	0	4/4	2	1	1/2	1/2	1		0	60	C4	4		246
15	15	56	56	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		242
15	15	59	59	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2		249
15	15	59	59	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4		247
15	15	59	59	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		245
15	15	59	59	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		243
16	16	60	60	1.0	0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2		267
16	16	60	60	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3		261
16	16	60	60	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4		254
16	16	60	60	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		250
16	16	61	61	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3		268
16	16	61	61	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3		262
16	16	61	61	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		255
16	16	61	61	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4		251
16	16	123/2	123/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		0	60	C4	4		256
16	16	247/4	247/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		5	59	B3	3		257
16	16	62	62	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3		269
16	16	62	62	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53	F3	3		263
16	16	62	62	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	57	A3	3		258
16	16	62	62	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4		252
16	16	125/2	125/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52	E3	3		264
16	16	63	63	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		5	47	B2	2		270
16	16	63	63	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50	D3	3		265
16	16	63	63	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		259
16	16	63	63	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		253
16	16	127/2	127/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	43	G2	2		271
16	16	127/2	127/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3		266
16	16	127/2	127/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		5	59	B3	3		260
17	17	64	64	2.0	0	0	4/4	2	2	1/2	1/2	1		0	48	C3	3		281
17	17	64	64	2.0	0	0	4/4	2	1	1/2	1/2	1		1	55	G3	3		278
17	17	64	64	2.0	0	0	4/4	1	2	1/2	1/2	1		0	60	C4	4		275
17	17	64	64	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		272
17	17	66	66	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	45	A2	2		282
17	17	66	66	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4		279
17	17	66	66	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		276
17	17	66	66	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		273
