mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
5	4	10	10	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	55
5	4	10	10	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-1	65	F4	4	52
5	4	10	10	1.0	0	0	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	49
5	4	10	10	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	47
5	4	11	11	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		3	69	A4	4	50
5	4	23/2	23/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	53
5	4	12	12	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	46	Bb2	2	56
5	4	12	12	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	54
5	4	12	12	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	51
5	4	12	12	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	48
6	5	13	13	0.5	0	0	3/4	2	2	1/8		1/8	1		3	57	A3	3	68
6	5	13	13	0.5	0	0	3/4	2	1	1/8		1/8	1		0	60	C4	4	63
6	5	13	13	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	60
6	5	13	13	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	57
6	5	27/2	27/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	69
6	5	27/2	27/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		-2	58	Bb3	3	64
6	5	14	14	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		3	57	A3	3	70
6	5	14	14	0.5	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	C4	4	65
6	5	14	14	1.5	1/4	1/4	3/4	1	2	3/8		1/4	3/2		-1	65	F4	4	61
6	5	14	14	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75	Eb5	5	58
6	5	29/2	29/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	71
6	5	29/2	29/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	A3	3	66
6	5	15	15	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	67
6	5	15	15	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-2	58	Bb3	3	72
6	5	15	15	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	59
6	5	31/2	31/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		-1	65	F4	4	62
7	6	16	16	1.0	0	0	3/4	2	2	1/4		1/4	1		-1	53	F3	3	85
7	6	16	16	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	82
7	6	16	16	1.0	0	0	3/4	1	2	1/4		1/4	1		3	69	A4	4	78
7	6	16	16	1.0	0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	73
7	6	17	17	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	86
7	6	17	17	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	83
7	6	17	17	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	79
7	6	17	17	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	74
7	6	35/2	35/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		3	69	A4	4	80
7	6	35/2	35/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	75
7	6	18	18	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		2	50	D3	3	87
7	6	18	18	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	84
7	6	18	18	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	81
7	6	18	18	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	D5	5	76
7	6	37/2	37/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	77
8	7	19	19	1.0	0	0	3/4	2	2	1/4		1/4	1		0	48	C3	3	101
8	7	19	19	1.0	0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	97
8	7	19	19	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	92
8	7	19	19	0.5	0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	88
8	7	39/2	39/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	89
8	7	20	20	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		2	50	D3	3	102
8	7	20	20	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	98
8	7	20	20	0.5	1/4	1/4	3/4	1	2	1/8		1/8	1		-1	65	F4	4	93
8	7	20	20	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		-2	70	Bb4	4	90
8	7	41/2	41/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		0	48	C3	3	103
8	7	41/2	41/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	94
8	7	21	21	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		2	50	D3	3	104
8	7	21	21	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	F3	3	99
8	7	21	21	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-1	65	F4	4	95
8	7	43/2	43/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	105
8	7	43/2	43/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	G3	3	100
8	7	43/2	43/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		4	64	E4	4	96
8	7	43/2	43/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	91
9	8	22	22	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	41	F2	2	109
9	8	22	22	2.0	0	0	3/4	2	1	1/2		1/2	1		3	57	A3	3	108
9	8	22	22	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	107
9	8	22	22	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	106
10	8	24	24	0.5	0	1/2	3/4	2	2	1/8		1/8	1		-1	53	F3	3	113
10	8	24	24	1.0	0	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	112
10	8	24	24	1.0	0	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	111
10	8	24	24	1.0	0	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	110
10	8	49/2	49/2	0.5	1/8	5/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	114
11	9	25	25	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	123
11	9	25	25	1.0	0	0	3/4	2	1	1/4		1/4	1		-1	53	F3	3	120
11	9	25	25	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	118
11	9	25	25	1.0	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	115
11	9	26	26	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	124
11	9	26	26	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	121
11	9	26	26	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	C5	5	116
11	9	53/2	53/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	125
11	9	27	27	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		0	48	C3	3	126
11	9	27	27	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	122
11	9	27	27	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	119
11	9	27	27	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	117
11	9	55/2	55/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	127
12	10	28	28	1.5	0	0	3/4	2	2	3/8		1/4	3/2		-3	51	Eb3	3	140
12	10	28	28	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-2	58	Bb3	3	137
12	10	28	28	1.5	0	0	3/4	1	2	3/8		1/4	3/2		-3	63	Eb4	4	133
12	10	28	28	1.0	0	0	3/4	1	1	1/4		1/4	1		1	67	G4	4	128
12	10	29	29	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79	G5	5	129
12	10	59/2	59/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	141
12	10	59/2	59/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	138
12	10	59/2	59/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		1	67	G4	4	134
12	10	59/2	59/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	130
12	10	30	30	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1	1	-4	56	Ab3	3	142
12	10	30	30	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	139
12	10	30	30	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	135
12	10	30	30	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	131
12	10	61/2	61/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		2	62	D4	4	136
12	10	61/2	61/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	132
13	11	31	31	0.5	0	0	3/4	2	2	1/8		1/8	1	-1	-4	56	Ab3	3	154
13	11	31	31	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	0	60	C4	4	150
13	11	31	31	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	147
13	11	31	31	0.5	0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	143
13	11	63/2	63/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	155
13	11	63/2	63/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	151
13	11	63/2	63/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	144
13	11	32	32	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-1	53	F3	3	156
13	11	32	32	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	152
13	11	32	32	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		-4	68	Ab4	4	148
13	11	32	32	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	145
13	11	33	33	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	G3	3	157
13	11	33	33	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	153
13	11	33	33	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	149
13	11	67/2	67/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	146
14	12	34	34	2.0	0	0	3/4	2	2	1/2		1/2	1		0	48	C3	3	164
14	12	34	34	2.0	0	0	3/4	2	1	1/2		1/2	1		0	60	C4	4	162
14	12	34	34	2.0	0	0	3/4	1	2	1/2		1/2	1		1	67	G4	4	160
14	12	34	34	2.0	0	0	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	158
14	12	36	36	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	165
14	12	36	36	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	163
14	12	36	36	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	161
14	12	36	36	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	159
15	13	37	37	0.0	0	0	3/4	1	1	0	appoggiatura	1/8	1		-2	70	Bb4	4	166
15	13	37	37	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	177
15	13	37	37	2.0	0	0	3/4	2	1	1/2		1/2	1		0	60	C4	4	175
15	13	37	37	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	172
15	13	37	37	1.0	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	167
15	13	38	38	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		1	67	G4	4	173
15	13	38	38	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	168
15	13	77/2	77/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	169
15	13	39	39	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	178
15	13	39	39	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	176
15	13	39	39	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	G4	4	170
15	13	39	39	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69	A4	4	174
15	13	79/2	79/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	171
16	14	40	40	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	188
16	14	40	40	1.5	0	0	3/4	2	1	3/8		1/4	3/2		2	62	D4	4	185
16	14	40	40	1.5	0	0	3/4	1	2	3/8		1/4	3/2		-2	70	Bb4	4	182
16	14	40	40	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-1	77	F5	5	179
16	14	41	41	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		1	55	G3	3	189
16	14	83/2	83/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	190
16	14	83/2	83/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	186
16	14	83/2	83/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	180
16	14	83/2	83/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	183
16	14	42	42	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	191
16	14	42	42	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	187
16	14	42	42	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1	1	-2	70	Bb4	4	184
16	14	42	42	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	1	79	G5	5	181
16	14	85/2	85/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	192
17	15	43	43	1.0	0	0	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	207
17	15	43	43	1.0	0	0	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	203
17	15	43	43	0.5	0	0	3/4	1	2	1/8		1/8	1	-1	-2	70	Bb4	4	199
17	15	43	43	0.5	0	0	3/4	1	1	1/8		1/8	1	-1	1	79	G5	5	193
17	15	87/2	87/2	0.5	1/8	1/8	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	200
17	15	87/2	87/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	194
17	15	44	44	0.0	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	195
17	15	44	44	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-1	53	F3	3	208
17	15	44	44	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	204
17	15	44	44	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	201
17	15	44	44	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	196
17	15	45	45	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	41	F2	2	209
17	15	45	45	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	205
17	15	45	45	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69	A4	4	202
17	15	45	45	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	197
17	15	91/2	91/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	206
17	15	91/2	91/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	198
18	16	46	46	2.0	0	0	3/4	2	2	1/2		1/2	1		-2	46	Bb2	2	213
18	16	46	46	2.0	0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	212
18	16	46	46	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	211
18	16	46	46	2.0	0	0	3/4	1	1	1/2		1/2	1		-2	70	Bb4	4	210
