mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
10	8	30	34	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	117
10	8	61/2	69/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	126
10	8	31	35	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	131
10	8	31	35	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3	127
10	8	31	35	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		3	57	A3	3	122
10	8	31	35	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		6	66	F#4	4	118
10	8	32	36	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	132
10	8	32	36	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	128
10	8	32	36	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	123
10	8	32	36	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	119
11	9	33	37	1.0		0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	148
11	9	33	37	1.0		0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	143
11	9	33	37	1.0		0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	139
11	9	33	37	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	133
11	9	34	38	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	149
11	9	34	38	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	144
11	9	34	38	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	140
11	9	34	38	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		7	73	C#5	5	134
11	9	69/2	77/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	135
11	9	35	39	0.5		1/2	1/2	4/4	2	2	1/8	1/8	1		6	54	F#3	3	150
11	9	35	39	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	D4	4	145
11	9	35	39	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	141
11	9	35	39	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	136
11	9	71/2	79/2	0.5		5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	151
11	9	71/2	79/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	146
11	9	36	40	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	152
11	9	36	40	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	142
11	9	36	40	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	147
11	9	36	40	0.5		3/4	3/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	137
11	9	73/2	81/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	153
11	9	73/2	81/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	138
12	10	37	41	1.0		0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2	169
12	10	37	41	0.5		0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	158
12	10	37	41	0.5		0	0	4/4	2	1	1/8	1/8	1		6	66	F#4	4	163
12	10	37	41	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	154
12	10	75/2	83/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	164
12	10	75/2	83/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		5	71	B4	4	159
12	10	38	42	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	170
12	10	38	42	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	165
12	10	38	42	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		5	71	B4	4	160
12	10	38	42	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	155
12	10	77/2	85/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	166
12	10	39	43	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2	171
12	10	39	43	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4	167
12	10	39	43	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	161
12	10	39	43	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		7	73	C#5	5	156
12	10	40	44	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	172
12	10	40	44	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	168
12	10	40	44	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	162
12	10	40	44	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		6	78	F#5	5	157
13	11	41	45	1.0		0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	190
13	11	41	45	0.5		0	0	4/4	2	1	1/8	1/8	1		7	61	C#4	4	184
13	11	41	45	1.0		0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	178
13	11	41	45	1.0		0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5	173
13	11	83/2	91/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		6	66	F#4	4	185
13	11	42	46	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		3	45	A2	2	191
13	11	42	46	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		4	64	E4	4	186
13	11	42	46	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	179
13	11	42	46	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		7	73	C#5	5	174
13	11	85/2	93/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	192
13	11	85/2	93/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	187
13	11	85/2	93/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	175
13	11	43	47	0.5		1/2	1/2	4/4	2	2	1/8	1/8	1		7	49	C#3	3	193
13	11	43	47	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	C#4	4	188
13	11	43	47	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	180
13	11	43	47	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	176
13	11	87/2	95/2	0.5		5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	194
13	11	87/2	95/2	0.5		5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	181
13	11	44	48	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	195
13	11	44	48	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	189
13	11	44	48	0.5		3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	182
13	11	44	48	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	177
13	11	89/2	97/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	196
13	11	89/2	97/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	183
14	12	45	49	0.5		0	0	4/4	2	2	1/8	1/8	1		7	49	C#3	3	210
14	12	45	49	1.0		0	0	4/4	2	1	1/4	1/4	1		4	52	E3	3	206
14	12	45	49	0.5		0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	201
14	12	45	49	1.0		0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	197
14	12	91/2	99/2	0.5		1/8	1/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	211
14	12	91/2	99/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	202
14	12	46	50	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		7	49	C#3	3	212
14	12	46	50	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	207
14	12	46	50	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	203
14	12	46	50	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	198
14	12	93/2	101/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	213
14	12	47	51	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	214
14	12	47	51	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	208
14	12	47	51	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	204
14	12	47	51	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		6	66	F#4	4	199
14	12	48	52	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	215
14	12	48	52	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	209
14	12	48	52	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	205
14	12	48	52	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	200
14	12	97/2	105/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	216
15	13	49	53	1.0		0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3	235
15	13	49	53	1.0		0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	229
15	13	49	53	0.5		0	0	4/4	1	2	1/8	1/8	1		7	61	C#4	4	222
15	13	49	53	1.0		0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	217
15	13	99/2	107/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	223
15	13	50	54	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	236
15	13	50	54	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		4	64	E4	4	230
15	13	50	54	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		8	68	G#4	4	224
15	13	50	54	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	218
15	13	101/2	109/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	237
15	13	101/2	109/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	231
15	13	101/2	109/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	225
15	13	51	55	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	238
15	13	51	55	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	226
15	13	51	55	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4	232
15	13	51	55	0.5		1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5	219
15	13	103/2	111/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	233
15	13	103/2	111/2	0.5		5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	227
15	13	103/2	111/2	0.5		5/8	5/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	220
15	13	52	56	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		10	46	A#2	2	239
15	13	52	56	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	234
15	13	52	56	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	228
15	13	52	56	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	221
16	14	53	57	1.0		0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2	255
16	14	53	57	0.5		0	0	4/4	2	1	1/8	1/8	1		7	61	C#4	4	249
16	14	53	57	0.5		0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	244
16	14	53	57	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	240
16	14	107/2	115/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	250
16	14	107/2	115/2	1.0		1/8	1/8	4/4	1	2	1/4	1/4	1		5	71	B4	4	245
16	14	54	58	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		6	42	F#2	2	256
16	14	54	58	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		7	61	C#4	4	251
16	14	54	58	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	241
16	14	109/2	117/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	252
16	14	109/2	117/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		10	70	A#4	4	246
16	14	55	59	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	257
16	14	55	59	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	253
16	14	55	59	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	247
16	14	55	59	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	242
16	14	56	60	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		8	44	G#2	2	258
16	14	56	60	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	254
16	14	56	60	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		5	71	B4	4	248
16	14	56	60	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	243
17	15	57	61	1.0		0	0	4/4	2	2	1/4	1/4	1		3	45	A2	2	277
17	15	57	61	1.0		0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	272
17	15	57	61	0.5		0	0	4/4	1	2	1/8	1/8	1		5	71	B4	4	264
17	15	57	61	1.0		0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	259
17	15	115/2	123/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	265
17	15	58	62	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	278
17	15	58	62	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	273
17	15	58	62	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	266
17	15	58	62	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	260
17	15	117/2	125/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	267
17	15	59	63	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		7	49	C#3	3	279
17	15	59	63	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4	274
17	15	59	63	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	G4	4	268
17	15	59	63	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	261
17	15	119/2	127/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	275
17	15	119/2	127/2	0.25		5/8	5/8	4/4	1	2	1/16	1/16	1		6	66	F#4	4	269
17	15	239/4	255/4	0.25		11/16	11/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	270
17	15	60	64	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	280
17	15	60	64	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	276
17	15	60	64	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1	1	2	62	D4	4	271
17	15	60	64	0.5		3/4	3/4	4/4	1	1	1/8	1/8	1		6	66	F#4	4	262
