mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		1	43	G2	2	5
1	0	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	3
1	0	0	0	0.5	0	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	1
1	0	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	0
1	0	1/2	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	6
1	0	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	4
1	0	1/2	1/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	2
2	1	1	1	0.5	0	0	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	25
2	1	1	1	0.5	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	17
2	1	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	11
2	1	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	7
2	1	3/2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	26
2	1	3/2	3/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		0	60	C4	4	18
2	1	7/4	7/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	19
2	1	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	27
2	1	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	20
2	1	2	2	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	12
2	1	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	8
2	1	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	28
2	1	5/2	5/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	13
2	1	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		6	54	F#3	3	29
2	1	3	3	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	21
2	1	3	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69	A4	4	14
2	1	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	9
2	1	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	30
2	1	7/2	7/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	22
2	1	7/2	7/2	1.0	5/8	5/8	4/4	1	2	1/4	1/4	1		1	67	G4	4	15
2	1	4	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	31
2	1	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	23
2	1	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	10
2	1	9/2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	32
2	1	9/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	24
2	1	9/2	9/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	16
3	2	5	5	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3	45
3	2	5	5	2.0	0	0	4/4	2	1	1/2	1/2	1		2	62	D4	4	41
3	2	5	5	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	36
3	2	5	5	2.0	0	0	4/4	1	1	1/2	1/2	1		-2	70	Bb4	4	33
3	2	11/2	11/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	46
3	2	11/2	11/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	37
3	2	6	6	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	47
3	2	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	38
3	2	13/2	13/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		0	60	C4	4	48
3	2	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	42
3	2	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	62	D4	4	49
3	2	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	39
3	2	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	34
3	2	8	8	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-2	58	Bb3	3	50
3	2	8	8	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	43
3	2	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	40
3	2	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	35
3	2	17/2	17/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	51
3	2	17/2	17/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	44
4	3	9	9	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3	68
4	3	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	61
4	3	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	57
4	3	9	9	0.5	0	0	4/4	1	1	1/8	1/8	1		2	74	D5	5	52
4	3	19/2	19/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	69
4	3	19/2	19/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	53
4	3	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	70
4	3	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	62
4	3	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	58
4	3	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-1	77	F5	5	54
4	3	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	71
4	3	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	72
4	3	11	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	63
4	3	11	11	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		0	72	C5	5	59
4	3	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	55
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	73
4	3	23/2	23/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		3	57	A3	3	64
4	3	47/4	47/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	65
4	3	12	12	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	74
4	3	12	12	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	66
4	3	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	56
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	75
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-1	65	F4	4	67
4	3	25/2	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	60
5	4	13	13	0.5	0	0	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	84
5	4	13	13	1.0	0	0	4/4	2	1	1/4	1/4	1		1	67	G4	4	81
5	4	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	78
5	4	13	13	2.0	0	0	4/4	1	1	1/2	1/2	1		0	72	C5	5	76
5	4	27/2	27/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	85
5	4	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	86
5	4	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	82
5	4	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	79
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	87
5	4	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65	F4	4	83
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	80
5	4	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	77
6	4	16	16	1.0	0	3/4	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	92
6	4	16	16	1.0	0	3/4	4/4	2	1	1/4	1/4	1		1	67	G4	4	91
6	4	16	16	0.5	0	3/4	4/4	1	2	1/8	1/8	1		-2	70	Bb4	4	89
6	4	16	16	1.0	0	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	88
6	4	33/2	33/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	90
7	5	17	17	1.5	0	0	4/4	2	2	3/8	1/4	3/2		0	48	C3	3	111
7	5	17	17	0.5	0	0	4/4	2	1	1/8	1/8	1		-3	63	Eb4	4	102
7	5	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	97
7	5	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	93
7	5	35/2	35/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	103
7	5	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	104
7	5	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	98
7	5	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	94
7	5	37/2	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	112
7	5	19	19	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	113
7	5	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	105
7	5	19	19	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	G4	4	99
7	5	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	95
7	5	39/2	39/2	0.25	5/8	5/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	106
7	5	39/2	39/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	100
7	5	79/4	79/4	0.25	11/16	11/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	107
7	5	20	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	114
7	5	20	20	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	108
7	5	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	96
7	5	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	101
7	5	41/2	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	115
7	5	41/2	41/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		0	60	C4	4	109
7	5	83/4	83/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	110
8	6	21	21	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3	134
8	6	21	21	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	126
8	6	21	21	0.5	0	0	4/4	1	2	1/8	1/8	1		0	60	C4	4	120
8	6	21	21	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	116
8	6	43/2	43/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	135
8	6	43/2	43/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		2	62	D4	4	127
8	6	43/2	43/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	121
8	6	87/4	87/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		0	60	C4	4	128
8	6	22	22	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	136
8	6	22	22	0.25	1/4	1/4	4/4	2	1	1/16	1/16	1		-2	58	Bb3	3	129
8	6	22	22	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	122
8	6	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	117
