mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
10	5	41/2	47/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		-4	68	Ab4	4	99
11	6	21	24	1.0		0	0	4/4	2	2	1/4	1/4	1		-3	51	Eb3	3	122
11	6	21	24	2.0		0	0	4/4	2	1	1/2	1/2	1		-2	58	Bb3	3	119
11	6	21	24	1.0		0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	115
11	6	21	24	0.5		0	0	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	110
11	6	43/2	49/2	0.5		1/8	1/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	111
11	6	22	25	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	123
11	6	22	25	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	116
11	6	22	25	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	112
11	6	23	26	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	124
11	6	23	26	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	120
11	6	23	26	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	117
11	6	23	26	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	113
11	6	24	27	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	125
11	6	24	27	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	121
11	6	24	27	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	118
11	6	24	27	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	114
12	7	25	28	1.0		0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	140
12	7	25	28	1.5		0	0	4/4	2	1	3/8	1/4	3/2		0	60	C4	4	136
12	7	25	28	1.0		0	0	4/4	1	2	1/4	1/4	1		-3	63	Eb4	4	130
12	7	25	28	1.0		0	0	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	126
12	7	26	29	0.5		1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	141
12	7	26	29	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-4	68	Ab4	4	131
12	7	26	29	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	127
12	7	53/2	59/2	0.5		3/8	3/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	142
12	7	53/2	59/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	137
12	7	53/2	59/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	132
12	7	27	30	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-4	56	Ab3	3	143
12	7	27	30	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	138
12	7	27	30	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		1	67	G4	4	133
12	7	27	30	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	128
12	7	55/2	61/2	0.5		5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	134
12	7	28	31	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	144
12	7	28	31	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	139
12	7	28	31	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	135
12	7	28	31	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	129
13	8	29	32	3.0		0	0	4/4	2	2	3/4	1/2	3/2		0	48	C3	3	151
13	8	29	32	3.0		0	0	4/4	2	1	3/4	1/2	3/2		-3	63	Eb4	4	149
13	8	29	32	3.0		0	0	4/4	1	2	3/4	1/2	3/2		1	67	G4	4	147
13	8	29	32	3.0		0	0	4/4	1	1	3/4	1/2	3/2		0	72	C5	5	145
13	8	32	35	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		-3	51	Eb3	3	152
13	8	32	35	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	150
13	8	32	35	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	148
13	8	32	35	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4	146
14	9	33	36	1.0		0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	168
14	9	33	36	1.0		0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	163
14	9	33	36	1.0		0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	157
14	9	33	36	1.0		0	0	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	153
14	9	34	37	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	169
14	9	34	37	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		-3	51	Eb3	3	164
14	9	34	37	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	158
14	9	34	37	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	154
14	9	69/2	75/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	159
14	9	35	38	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	170
14	9	35	38	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53	F3	3	165
14	9	35	38	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	160
14	9	35	38	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	155
14	9	71/2	77/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		-1	65	F4	4	166
14	9	36	39	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	171
14	9	36	39	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-3	63	Eb4	4	167
14	9	36	39	0.5		3/4	3/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	161
14	9	36	39	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	156
14	9	73/2	79/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	162
15	10	37	40	1.0		0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	187
15	10	37	40	0.5		0	0	4/4	2	1	1/8	1/8	1		-3	63	Eb4	4	181
15	10	37	40	1.0		0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	177
15	10	37	40	1.0		0	0	4/4	1	1	1/4	1/4	1		-1	77	F5	5	172
15	10	75/2	81/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	182
15	10	38	41	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		-3	51	Eb3	3	188
15	10	38	41	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	183
15	10	38	41	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	178
15	10	38	41	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	173
15	10	77/2	83/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	184
15	10	77/2	83/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	174
15	10	39	42	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	189
15	10	39	42	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65	F4	4	185
15	10	39	42	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	179
15	10	39	42	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	175
15	10	40	43	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	190
15	10	40	43	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	186
15	10	40	43	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	180
15	10	40	43	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	176
16	11	41	44	1.0		0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	206
16	11	41	44	1.0		0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	201
16	11	41	44	1.0		0	0	4/4	1	2	1/4	1/4	1		-4	68	Ab4	4	196
16	11	41	44	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	191
16	11	42	45	2.0		1/4	1/4	4/4	2	2	1/2	1/2	1		-3	51	Eb3	3	207
16	11	42	45	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	202
16	11	42	45	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	197
16	11	42	45	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	192
16	11	85/2	91/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	203
16	11	43	46	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	204
16	11	43	46	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1	1	-1	65	F4	4	198
16	11	43	46	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		-1	77	F5	5	193
16	11	44	47	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	208
16	11	44	47	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	205
16	11	44	47	0.5		3/4	3/4	4/4	1	2	1/8	1/8	1	-1	-1	65	F4	4	199
16	11	44	47	0.5		3/4	3/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	194
16	11	89/2	95/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	209
16	11	89/2	95/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	200
16	11	89/2	95/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	195
17	12	45	48	1.0		0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	221
17	12	45	48	1.0		0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	218
17	12	45	48	0.5		0	0	4/4	1	2	1/8	1/8	1		-1	65	F4	4	213
17	12	45	48	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	210
17	12	91/2	97/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	214
17	12	46	49	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		-1	41	F2	2	222
17	12	46	49	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	219
17	12	46	49	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	215
17	12	46	49	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	211
17	12	93/2	99/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	216
17	12	47	50	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	223
17	12	47	50	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-1	53	F3	3	220
17	12	47	50	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	217
17	12	47	50	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	212
