mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2.0	-3	4/4	1/2	1/2		1			firstMeasure	2
2	1	2	4.0	-3	4/4	1	0						3
3	2	6	4.0	-3	4/4	1	0						4
4	3	10	4.0	-3	4/4	1	0						5
5	4	14	2.0	-3	4/4	1/2	0				line	end	1, 6
6	4	16	2.0	-3	4/4	1/2	1/2		1				7
7	5	18	4.0	-3	4/4	1	0						8
8	6	22	4.0	-3	4/4	1	0						9
9	7	26	4.0	-3	4/4	1	0						10
10	8	30	2.0	-3	4/4	1/2	0			end	line	lastMeasure	-1
