mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5	0	3/4	4/4	3	2	1/8	1/8	1		2	50	D3	3	6
1	0	0	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		2	62	D4	4	4
1	0	0	0	0.5	0	3/4	4/4	5	2	1/8	1/8	1		2	62	D4	4	12
1	0	0	0	0.5	0	3/4	4/4	7	2	1/8	1/8	1		2	62	D4	4	18
1	0	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		6	66	F#4	4	2
1	0	0	0	0.5	0	3/4	4/4	5	1	1/8	1/8	1		6	66	F#4	4	10
1	0	0	0	0.5	0	3/4	4/4	7	1	1/8	1/8	1		6	66	F#4	4	16
1	0	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	1
1	0	0	0	1.0	0	3/4	4/4	4	2	1/4	1/4	1		3	69	A4	4	9
1	0	0	0	1.0	0	3/4	4/4	6	2	1/4	1/4	1		3	69	A4	4	15
1	0	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	0
1	0	0	0	1.0	0	3/4	4/4	4	1	1/4	1/4	1		2	74	D5	5	8
1	0	0	0	1.0	0	3/4	4/4	6	1	1/4	1/4	1		2	74	D5	5	14
1	0	1/2	1/2	0.5	1/8	7/8	4/4	3	2	1/8	1/8	1		7	49	C#3	3	7
1	0	1/2	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		7	61	C#4	4	5
1	0	1/2	1/2	0.5	1/8	7/8	4/4	5	2	1/8	1/8	1		7	61	C#4	4	13
1	0	1/2	1/2	0.5	1/8	7/8	4/4	7	2	1/8	1/8	1		7	61	C#4	4	19
1	0	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	3
1	0	1/2	1/2	0.5	1/8	7/8	4/4	5	1	1/8	1/8	1		4	64	E4	4	11
1	0	1/2	1/2	0.5	1/8	7/8	4/4	7	1	1/8	1/8	1		4	64	E4	4	17
2	1	1	1	1.0	0	0	4/4	3	2	1/4	1/4	1		5	47	B2	2	43
2	1	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		5	59	B3	3	38
2	1	1	1	1.0	0	0	4/4	5	2	1/4	1/4	1		5	59	B3	3	66
2	1	1	1	1.0	0	0	4/4	7	2	1/4	1/4	1		5	59	B3	3	89
2	1	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	33
2	1	1	1	1.0	0	0	4/4	5	1	1/4	1/4	1		2	62	D4	4	61
2	1	1	1	1.0	0	0	4/4	7	1	1/4	1/4	1		2	62	D4	4	84
2	1	1	1	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4	25
2	1	1	1	0.5	0	0	4/4	4	2	1/8	1/8	1		3	69	A4	4	53
2	1	1	1	0.5	0	0	4/4	6	2	1/8	1/8	1		3	69	A4	4	76
2	1	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	20
2	1	1	1	1.0	0	0	4/4	4	1	1/4	1/4	1		2	74	D5	5	48
2	1	1	1	1.0	0	0	4/4	6	1	1/4	1/4	1		2	74	D5	5	71
2	1	3/2	3/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	26
2	1	3/2	3/2	0.5	1/8	1/8	4/4	4	2	1/8	1/8	1		1	67	G4	4	54
2	1	3/2	3/2	0.5	1/8	1/8	4/4	6	2	1/8	1/8	1		1	67	G4	4	77
2	1	2	2	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		3	45	A2	2	44
2	1	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	39
2	1	2	2	0.5	1/4	1/4	4/4	5	2	1/8	1/8	1		3	57	A3	3	67
2	1	2	2	0.5	1/4	1/4	4/4	7	2	1/8	1/8	1		3	57	A3	3	90
