mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
15	15	97/2	101/2	0.5		1/8	1/8	4/4	2	2	1/8		1/8	1		5	59	B3	3	273
15	15	49	51	1.0		1/4	1/4	4/4	3	2	1/4		1/4	1		7	49	C#3	3	279
15	15	49	51	1.0		1/4	1/4	4/4	2	2	1/4		1/4	1		7	61	C#4	4	274
15	15	49	51	1.0		1/4	1/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	266
15	15	49	51	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		8	68	G#4	4	261
15	15	99/2	103/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	262
15	15	50	52	1.0		1/2	1/2	4/4	3	2	1/4		1/4	1		8	44	G#2	2	280
15	15	50	52	1.0		1/2	1/2	4/4	2	2	1/4		1/4	1		8	56	G#3	3	275
15	15	50	52	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1	1	5	59	B3	3	271
15	15	50	52	0.5		1/2	1/2	4/4	1	2	1/8		1/8	1		9	63	D#4	4	267
15	15	50	52	1.5		1/2	1/2	4/4	1	1	3/8		1/4	3/2		5	71	B4	4	263
15	15	101/2	105/2	0.5		5/8	5/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	268
15	15	51	53	1.0		3/4	3/4	4/4	3	2	1/4		1/4	1		9	39	D#2	2	281
15	15	51	53	1.0		3/4	3/4	4/4	2	2	1/4		1/4	1		9	51	D#3	3	276
15	15	51	53	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1	1	6	66	F#4	4	269
15	15	103/2	107/2	0.5		7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	264
16	16	52	54	1.0		0	0	4/4	3	2	1/4		1/4	1		4	40	E2	2	300
16	16	52	54	1.0		0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	297
16	16	52	54	1.0		0	0	4/4	2	1	1/4		1/4	1	-1	5	59	B3	3	293
16	16	52	54	0.5		0	0	4/4	1	2	1/8		1/8	1	-1	6	66	F#4	4	287
16	16	52	54	1.0		0	0	4/4	1	1	1/4		1/4	1		8	68	G#4	4	282
16	16	105/2	109/2	0.5		1/8	1/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	288
16	16	53	55	2.0		1/4	1/4	4/4	3	2	1/2		1/2	1		3	33	A1	1	301
16	16	53	55	2.0		1/4	1/4	4/4	2	2	1/2		1/2	1		3	45	A2	2	298
16	16	53	55	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	294
16	16	53	55	0.5		1/4	1/4	4/4	1	2	1/8		1/8	1		9	63	D#4	4	289
16	16	53	55	0.5		1/4	1/4	4/4	1	1	1/8		1/8	1		6	66	F#4	4	283
16	16	107/2	111/2	0.5		3/8	3/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	284
16	16	107/2	111/2	0.5		3/8	3/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	290
16	16	54	56	1.0		1/2	1/2	4/4	2	1	1/4		1/4	1		6	54	F#3	3	295
16	16	54	56	1.0		1/2	1/2	4/4	1	2	1/4		1/4	1		5	59	B3	3	291
16	16	54	56	1.0		1/2	1/2	4/4	1	1	1/4		1/4	1		9	63	D#4	4	285
16	16	55	57	1.0		3/4	3/4	4/4	3	2	1/4		1/4	1		10	34	A#1	1	302
16	16	55	57	1.0		3/4	3/4	4/4	2	2	1/4		1/4	1		10	46	A#2	2	299
16	16	55	57	1.0		3/4	3/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	296
16	16	55	57	1.0		3/4	3/4	4/4	1	2	1/4		1/4	1		7	61	C#4	4	292
16	16	55	57	1.0		3/4	3/4	4/4	1	1	1/4		1/4	1	1	4	64	E4	4	286
17	17	56	58	2.0		0	0	4/4	3	2	1/2		1/2	1		5	35	B1	1	315
17	17	56	58	2.0		0	0	4/4	2	2	1/2		1/2	1		5	47	B2	2	312
17	17	56	58	0.5		0	0	4/4	2	1	1/8		1/8	1		6	54	F#3	3	308
17	17	56	58	2.0		0	0	4/4	1	2	1/2		1/2	1		5	59	B3	3	306
17	17	56	58	1.0		0	0	4/4	1	1	1/4		1/4	1	-1	4	64	E4	4	303
17	17	113/2	117/2	0.5		1/8	1/8	4/4	2	1	1/8		1/8	1		4	52	E3	3	309
17	17	57	59	1.0		1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	310
17	17	57	59	1.0		1/4	1/4	4/4	1	1	1/4		1/4	1		9	63	D#4	4	304
17	17	58	60	2.0		1/2	1/2	4/4	3	3	1/2		1/2	1		4	28	E1	1	316
17	17	58	60	2.0		1/2	1/2	4/4	2	3	1/2		1/2	1		4	40	E2	2	314
17	17	58	60	2.0		1/2	1/2	4/4	2	2	1/2		1/2	1		4	52	E3	3	313
17	17	58	60	2.0		1/2	1/2	4/4	2	1	1/2		1/2	1		8	56	G#3	3	311
17	17	58	60	2.0		1/2	1/2	4/4	1	2	1/2		1/2	1		5	59	B3	3	307
17	17	58	60	2.0		1/2	1/2	4/4	1	1	1/2		1/2	1		4	64	E4	4	305
