mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	1	4	4	0.5		3/4	3/4	4/4	6	1	1/8	1/8	1		3	57	A3	3	33
2	1	4	4	0.5		3/4	3/4	4/4	7	1	1/8	1/8	1		3	57	A3	3	42
2	1	4	4	1.0		3/4	3/4	4/4	4	2	1/4	1/4	1		3	69	A4	4	19
2	1	4	4	1.0		3/4	3/4	4/4	5	2	1/4	1/4	1		3	69	A4	4	29
2	1	4	4	0.5		3/4	3/4	4/4	3	1	1/8	1/8	1		7	73	C#5	5	13
2	1	4	4	0.5		3/4	3/4	4/4	5	1	1/8	1/8	1		7	73	C#5	5	23
2	1	9/2	9/2	0.5		7/8	7/8	4/4	6	1	1/8	1/8	1		5	59	B3	3	34
2	1	9/2	9/2	0.5		7/8	7/8	4/4	7	1	1/8	1/8	1		5	59	B3	3	43
2	1	9/2	9/2	0.5		7/8	7/8	4/4	3	1	1/8	1/8	1		2	74	D5	5	14
2	1	9/2	9/2	0.5		7/8	7/8	4/4	5	1	1/8	1/8	1		2	74	D5	5	24
3	2	5	5	1.0		0	0	4/4	10	2	1/4	1/4	1		4	40	E2	2	104
3	2	5	5	1.0		0	0	4/4	6	2	1/4	1/4	1		4	52	E3	3	87
3	2	5	5	1.0		0	0	4/4	8	2	1/4	1/4	1		4	52	E3	3	96
3	2	5	5	1.0		0	0	4/4	9	2	1/4	1/4	1		4	52	E3	3	100
3	2	5	5	1.0		0	0	4/4	6	1	1/4	1/4	1		7	61	C#4	4	82
3	2	5	5	1.0		0	0	4/4	7	1	1/4	1/4	1		7	61	C#4	4	91
3	2	5	5	1.0		0	0	4/4	4	2	1/4	1/4	1		1	67	G4	4	68
3	2	5	5	1.0		0	0	4/4	5	2	1/4	1/4	1		1	67	G4	4	77
3	2	5	5	1.0		0	0	4/4	3	1	1/4	1/4	1		4	76	E5	5	64
3	2	5	5	1.0		0	0	4/4	5	1	1/4	1/4	1		4	76	E5	5	73
3	2	6	6	1.0		1/4	1/4	4/4	10	2	1/4	1/4	1		2	38	D2	2	105
3	2	6	6	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		2	50	D3	3	61
3	2	6	6	1.0		1/4	1/4	4/4	6	2	1/4	1/4	1		2	50	D3	3	88
3	2	6	6	1.0		1/4	1/4	4/4	8	2	1/4	1/4	1		2	50	D3	3	97
3	2	6	6	1.0		1/4	1/4	4/4	9	2	1/4	1/4	1		2	50	D3	3	101
3	2	6	6	1.0		1/4	1/4	4/4	6	1	1/4	1/4	1		2	62	D4	4	83
3	2	6	6	1.0		1/4	1/4	4/4	7	1	1/4	1/4	1		2	62	D4	4	92
3	2	6	6	0.5		1/4	1/4	4/4	4	2	1/8	1/8	1		6	66	F#4	4	69
3	2	6	6	0.5		1/4	1/4	4/4	5	2	1/8	1/8	1		6	66	F#4	4	78
3	2	6	6	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		2	74	D5	5	58
3	2	6	6	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		6	78	F#5	5	58
3	2	6	6	1.0		1/4	1/4	4/4	3	1	1/4	1/4	1		6	78	F#5	5	65
3	2	6	6	1.0		1/4	1/4	4/4	5	1	1/4	1/4	1		6	78	F#5	5	74
3	2	6	6	2.0		1/4	1/4	4/4	1	1	1/2	1/2	1		3	81	A5	5	56
3	2	13/2	13/2	0.5		3/8	3/8	4/4	4	2	1/8	1/8	1		8	68	G#4	4	70
3	2	13/2	13/2	0.5		3/8	3/8	4/4	5	2	1/8	1/8	1		8	68	G#4	4	79
3	2	7	7	1.0		1/2	1/2	4/4	10	2	1/4	1/4	1		7	37	C#2	2	106
3	2	7	7	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	45	A2	2	62
3	2	7	7	1.0		1/2	1/2	4/4	6	2	1/4	1/4	1		7	49	C#3	3	89
3	2	7	7	1.0		1/2	1/2	4/4	8	2	1/4	1/4	1		7	49	C#3	3	98
3	2	7	7	1.0		1/2	1/2	4/4	9	2	1/4	1/4	1		7	49	C#3	3	102
3	2	7	7	0.5		1/2	1/2	4/4	6	1	1/8	1/8	1		4	64	E4	4	84
3	2	7	7	0.5		1/2	1/2	4/4	7	1	1/8	1/8	1		4	64	E4	4	93
3	2	7	7	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	59
3	2	7	7	1.0		1/2	1/2	4/4	4	2	1/4	1/4	1		3	69	A4	4	71
3	2	7	7	1.0		1/2	1/2	4/4	5	2	1/4	1/4	1		3	69	A4	4	80
3	2	7	7	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		4	76	E5	5	59
3	2	7	7	1.0		1/2	1/2	4/4	3	1	1/4	1/4	1		4	76	E5	5	66
3	2	7	7	1.0		1/2	1/2	4/4	5	1	1/4	1/4	1		4	76	E5	5	75
3	2	15/2	15/2	0.5		5/8	5/8	4/4	6	1	1/8	1/8	1		6	66	F#4	4	85
3	2	15/2	15/2	0.5		5/8	5/8	4/4	7	1	1/8	1/8	1		6	66	F#4	4	94
3	2	8	8	1.0		3/4	3/4	4/4	10	2	1/4	1/4	1		5	35	B1	1	107
3	2	8	8	1.0		3/4	3/4	4/4	6	2	1/4	1/4	1		5	47	B2	2	90
3	2	8	8	1.0		3/4	3/4	4/4	8	2	1/4	1/4	1		5	47	B2	2	99
3	2	8	8	1.0		3/4	3/4	4/4	9	2	1/4	1/4	1		5	47	B2	2	103
3	2	8	8	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		2	50	D3	3	63
3	2	8	8	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	60
3	2	8	8	1.0		3/4	3/4	4/4	6	1	1/4	1/4	1		8	68	G#4	4	86
3	2	8	8	1.0		3/4	3/4	4/4	7	1	1/4	1/4	1		8	68	G#4	4	95
3	2	8	8	1.0		3/4	3/4	4/4	4	2	1/4	1/4	1		5	71	B4	4	72
3	2	8	8	1.0		3/4	3/4	4/4	5	2	1/4	1/4	1		5	71	B4	4	81
3	2	8	8	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		2	74	D5	5	60
3	2	8	8	1.0		3/4	3/4	4/4	3	1	1/4	1/4	1		2	74	D5	5	67
3	2	8	8	1.0		3/4	3/4	4/4	5	1	1/4	1/4	1		2	74	D5	5	76
3	2	8	8	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		8	80	G#5	5	57
4	3	9	9	2.0		0	0	4/4	10	2	1/2	1/2	1		3	33	A1	1	129
4	3	9	9	2.0		0	0	4/4	2	1	1/2	1/2	1		3	45	A2	2	110
4	3	9	9	2.0		0	0	4/4	6	2	1/2	1/2	1		3	45	A2	2	121
4	3	9	9	2.0		0	0	4/4	8	2	1/2	1/2	1		3	45	A2	2	125
4	3	9	9	2.0		0	0	4/4	9	2	1/2	1/2	1		3	45	A2	2	127
4	3	9	9	2.0		0	0	4/4	6	1	1/2	1/2	1		7	61	C#4	4	119
4	3	9	9	2.0		0	0	4/4	7	1	1/2	1/2	1		7	61	C#4	4	123
4	3	9	9	2.0		0	0	4/4	4	2	1/2	1/2	1		4	64	E4	4	113
4	3	9	9	2.0		0	0	4/4	5	2	1/2	1/2	1		4	64	E4	4	117
4	3	9	9	2.0		0	0	4/4	1	2	1/2	1/2	1		3	69	A4	4	109
4	3	9	9	2.0		0	0	4/4	3	1	1/2	1/2	1		7	73	C#5	5	111
4	3	9	9	2.0		0	0	4/4	5	1	1/2	1/2	1		7	73	C#5	5	115
4	3	9	9	2.0		0	0	4/4	1	2	1/2	1/2	1		4	76	E5	5	109
4	3	9	9	2.0		0	0	4/4	1	1	1/2	1/2	1		3	81	A5	5	108
4	3	12	12	1.0		3/4	3/4	4/4	10	2	1/4	1/4	1		10	34	A#1	1	130
4	3	12	12	1.0		3/4	3/4	4/4	6	2	1/4	1/4	1		10	46	A#2	2	122
4	3	12	12	1.0		3/4	3/4	4/4	8	2	1/4	1/4	1		10	46	A#2	2	126
4	3	12	12	1.0		3/4	3/4	4/4	9	2	1/4	1/4	1		10	46	A#2	2	128
4	3	12	12	1.0		3/4	3/4	4/4	6	1	1/4	1/4	1		7	61	C#4	4	120
4	3	12	12	1.0		3/4	3/4	4/4	7	1	1/4	1/4	1		7	61	C#4	4	124
4	3	12	12	1.0		3/4	3/4	4/4	4	2	1/4	1/4	1		6	66	F#4	4	114
4	3	12	12	1.0		3/4	3/4	4/4	5	2	1/4	1/4	1		6	66	F#4	4	118
4	3	12	12	1.0		3/4	3/4	4/4	3	1	1/4	1/4	1		4	76	E5	5	112
4	3	12	12	1.0		3/4	3/4	4/4	5	1	1/4	1/4	1		4	76	E5	5	116
5	4	13	13	1.0		0	0	4/4	10	2	1/4	1/4	1		5	35	B1	1	173
5	4	13	13	1.0		0	0	4/4	6	2	1/4	1/4	1		5	47	B2	2	155
5	4	13	13	1.0		0	0	4/4	8	2	1/4	1/4	1		5	47	B2	2	165
5	4	13	13	1.0		0	0	4/4	9	2	1/4	1/4	1		5	47	B2	2	169
5	4	13	13	0.5		0	0	4/4	6	1	1/8	1/8	1		5	59	B3	3	149
5	4	13	13	0.5		0	0	4/4	7	1	1/8	1/8	1		5	59	B3	3	159
5	4	13	13	1.0		0	0	4/4	4	2	1/4	1/4	1		6	66	F#4	4	135
5	4	13	13	1.0		0	0	4/4	5	2	1/4	1/4	1		6	66	F#4	4	144
5	4	13	13	1.0		0	0	4/4	3	1	1/4	1/4	1		2	74	D5	5	131
5	4	13	13	1.0		0	0	4/4	5	1	1/4	1/4	1		2	74	D5	5	140
5	4	27/2	27/2	0.5		1/8	1/8	4/4	6	1	1/8	1/8	1		3	57	A3	3	150
5	4	27/2	27/2	0.5		1/8	1/8	4/4	7	1	1/8	1/8	1		3	57	A3	3	160
5	4	14	14	1.0		1/4	1/4	4/4	10	2	1/4	1/4	1		4	40	E2	2	174
5	4	14	14	1.0		1/4	1/4	4/4	6	2	1/4	1/4	1		4	52	E3	3	156
5	4	14	14	1.0		1/4	1/4	4/4	8	2	1/4	1/4	1		4	52	E3	3	166
5	4	14	14	1.0		1/4	1/4	4/4	9	2	1/4	1/4	1		4	52	E3	3	170
5	4	14	14	1.0		1/4	1/4	4/4	6	1	1/4	1/4	1		1	55	G3	3	151
5	4	14	14	1.0		1/4	1/4	4/4	7	1	1/4	1/4	1		1	55	G3	3	161
5	4	14	14	1.0		1/4	1/4	4/4	4	2	1/4	1/4	1		4	64	E4	4	136
5	4	14	14	1.0		1/4	1/4	4/4	5	2	1/4	1/4	1		4	64	E4	4	145
5	4	14	14	1.0		1/4	1/4	4/4	3	1	1/4	1/4	1		7	73	C#5	5	132
5	4	14	14	1.0		1/4	1/4	4/4	5	1	1/4	1/4	1		7	73	C#5	5	141
5	4	15	15	1.0		1/2	1/2	4/4	10	2	1/4	1/4	1		2	38	D2	2	175
5	4	15	15	1.0		1/2	1/2	4/4	6	2	1/4	1/4	1		2	50	D3	3	157
5	4	15	15	1.0		1/2	1/2	4/4	8	2	1/4	1/4	1		2	50	D3	3	167
5	4	15	15	1.0		1/2	1/2	4/4	9	2	1/4	1/4	1		2	50	D3	3	171
5	4	15	15	1.0		1/2	1/2	4/4	6	1	1/4	1/4	1		3	57	A3	3	152
5	4	15	15	1.0		1/2	1/2	4/4	7	1	1/4	1/4	1		3	57	A3	3	162
5	4	15	15	1.0		1/2	1/2	4/4	4	2	1/4	1/4	1		6	66	F#4	4	137
5	4	15	15	1.0		1/2	1/2	4/4	5	2	1/4	1/4	1		6	66	F#4	4	146
5	4	15	15	1.0		1/2	1/2	4/4	3	1	1/4	1/4	1		2	74	D5	5	133
5	4	15	15	1.0		1/2	1/2	4/4	5	1	1/4	1/4	1		2	74	D5	5	142
5	4	16	16	1.0		3/4	3/4	4/4	10	2	1/4	1/4	1		1	43	G2	2	176
5	4	16	16	1.0		3/4	3/4	4/4	6	2	1/4	1/4	1		1	55	G3	3	158
5	4	16	16	1.0		3/4	3/4	4/4	8	2	1/4	1/4	1		1	55	G3	3	168
5	4	16	16	1.0		3/4	3/4	4/4	9	2	1/4	1/4	1		1	55	G3	3	172
5	4	16	16	0.5		3/4	3/4	4/4	6	1	1/8	1/8	1		5	59	B3	3	153
5	4	16	16	0.5		3/4	3/4	4/4	7	1	1/8	1/8	1		5	59	B3	3	163
5	4	16	16	0.5		3/4	3/4	4/4	4	2	1/8	1/8	1		2	62	D4	4	138
5	4	16	16	0.5		3/4	3/4	4/4	5	2	1/8	1/8	1		2	62	D4	4	147
5	4	16	16	1.0		3/4	3/4	4/4	3	1	1/4	1/4	1		5	71	B4	4	134
5	4	16	16	1.0		3/4	3/4	4/4	5	1	1/4	1/4	1		5	71	B4	4	143
5	4	33/2	33/2	0.5		7/8	7/8	4/4	6	1	1/8	1/8	1		7	61	C#4	4	154
5	4	33/2	33/2	0.5		7/8	7/8	4/4	7	1	1/8	1/8	1		7	61	C#4	4	164
5	4	33/2	33/2	0.5		7/8	7/8	4/4	4	2	1/8	1/8	1		4	64	E4	4	139
5	4	33/2	33/2	0.5		7/8	7/8	4/4	5	2	1/8	1/8	1		4	64	E4	4	148
6	5	17	17	1.0		0	0	4/4	10	2	1/4	1/4	1		6	42	F#2	2	219
6	5	17	17	1.0		0	0	4/4	6	2	1/4	1/4	1		6	54	F#3	3	205
6	5	17	17	1.0		0	0	4/4	8	2	1/4	1/4	1		6	54	F#3	3	211
6	5	17	17	1.0		0	0	4/4	9	2	1/4	1/4	1		6	54	F#3	3	215
6	5	17	17	3.0		0	0	4/4	6	1	3/4	1/2	3/2		2	62	D4	4	203
6	5	17	17	3.0		0	0	4/4	7	1	3/4	1/2	3/2		2	62	D4	4	209
6	5	17	17	3.0		0	0	4/4	4	2	3/4	1/2	3/2		6	66	F#4	4	194
6	5	17	17	3.0		0	0	4/4	5	2	3/4	1/2	3/2		6	66	F#4	4	201
6	5	17	17	1.0		0	0	4/4	3	1	1/4	1/4	1		3	69	A4	4	189
6	5	17	17	1.0		0	0	4/4	5	1	1/4	1/4	1		3	69	A4	4	196
6	5	18	18	1.0		1/4	1/4	4/4	10	2	1/4	1/4	1		5	47	B2	2	220
6	5	18	18	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		2	50	D3	3	186
6	5	18	18	1.0		1/4	1/4	4/4	6	2	1/4	1/4	1		5	59	B3	3	206
6	5	18	18	1.0		1/4	1/4	4/4	8	2	1/4	1/4	1		5	59	B3	3	212
6	5	18	18	1.0		1/4	1/4	4/4	9	2	1/4	1/4	1		5	59	B3	3	216
6	5	18	18	0.5		1/4	1/4	4/4	3	1	1/8	1/8	1		6	66	F#4	4	190
6	5	18	18	0.5		1/4	1/4	4/4	5	1	1/8	1/8	1		6	66	F#4	4	197
6	5	18	18	1.0		1/4	1/4	4/4	1	3	1/4	1/4	1		6	66	F#4	4	184
6	5	18	18	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		2	74	D5	5	179
6	5	18	18	2.0		1/4	1/4	4/4	1	1	1/2	1/2	1		2	86	D6	6	177
6	5	37/2	37/2	0.5		3/8	3/8	4/4	3	1	1/8	1/8	1		1	67	G4	4	191
6	5	37/2	37/2	0.5		3/8	3/8	4/4	5	1	1/8	1/8	1		1	67	G4	4	198
6	5	37/2	37/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		4	76	E5	5	180
6	5	19	19	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	45	A2	2	187
6	5	19	19	1.0		1/2	1/2	4/4	10	2	1/4	1/4	1		3	45	A2	2	221
6	5	19	19	1.0		1/2	1/2	4/4	6	2	1/4	1/4	1		3	57	A3	3	207
6	5	19	19	1.0		1/2	1/2	4/4	8	2	1/4	1/4	1		3	57	A3	3	213
6	5	19	19	1.0		1/2	1/2	4/4	9	2	1/4	1/4	1		3	57	A3	3	217
6	5	19	19	1.0		1/2	1/2	4/4	1	3	1/4	1/4	1		3	69	A4	4	185
6	5	19	19	1.0		1/2	1/2	4/4	3	1	1/4	1/4	1		3	69	A4	4	192
6	5	19	19	1.0		1/2	1/2	4/4	5	1	1/4	1/4	1		3	69	A4	4	199
6	5	19	19	0.5		1/2	1/2	4/4	1	2	1/8	1/8	1		6	78	F#5	5	181
6	5	39/2	39/2	0.5		5/8	5/8	4/4	1	2	1/8	1/8	1		1	79	G5	5	182
6	5	20	20	1.0		3/4	3/4	4/4	10	2	1/4	1/4	1		3	33	A1	1	222
6	5	20	20	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		3	45	A2	2	188
6	5	20	20	1.0		3/4	3/4	4/4	6	2	1/4	1/4	1		3	45	A2	2	208
6	5	20	20	1.0		3/4	3/4	4/4	8	2	1/4	1/4	1		3	45	A2	2	214
6	5	20	20	1.0		3/4	3/4	4/4	9	2	1/4	1/4	1		3	45	A2	2	218
6	5	20	20	1.0		3/4	3/4	4/4	6	1	1/4	1/4	1		3	57	A3	3	204
6	5	20	20	1.0		3/4	3/4	4/4	7	1	1/4	1/4	1		3	57	A3	3	210
6	5	20	20	1.0		3/4	3/4	4/4	4	2	1/4	1/4	1		4	64	E4	4	195
6	5	20	20	1.0		3/4	3/4	4/4	5	2	1/4	1/4	1		4	64	E4	4	202
6	5	20	20	1.0		3/4	3/4	4/4	3	1	1/4	1/4	1		1	67	G4	4	193
6	5	20	20	1.0		3/4	3/4	4/4	5	1	1/4	1/4	1		1	67	G4	4	200
6	5	20	20	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		4	76	E5	5	183
6	5	20	20	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		3	81	A5	5	183
6	5	20	20	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		7	85	C#6	6	178
7	6		21	3.0	1	0	0	4/4	10	2	3/4	1/2	3/2		2	38	D2	2	244
7	6		21	3.0	1	0	0	4/4	2	1	3/4	1/2	3/2		2	50	D3	3	225
7	6		21	3.0	1	0	0	4/4	6	2	3/4	1/2	3/2		2	50	D3	3	236
7	6		21	3.0	1	0	0	4/4	8	2	3/4	1/2	3/2		2	50	D3	3	240
7	6		21	3.0	1	0	0	4/4	9	2	3/4	1/2	3/2		2	50	D3	3	242
7	6		21	3.0	1	0	0	4/4	6	1	3/4	1/2	3/2		3	57	A3	3	234
7	6		21	3.0	1	0	0	4/4	7	1	3/4	1/2	3/2		3	57	A3	3	238
7	6		21	3.0	1	0	0	4/4	4	2	3/4	1/2	3/2		2	62	D4	4	228
7	6		21	3.0	1	0	0	4/4	5	2	3/4	1/2	3/2		2	62	D4	4	232
7	6		21	3.0	1	0	0	4/4	3	1	3/4	1/2	3/2		6	66	F#4	4	226
7	6		21	3.0	1	0	0	4/4	5	1	3/4	1/2	3/2		6	66	F#4	4	230
7	6		21	3.0	1	0	0	4/4	1	2	3/4	1/2	3/2		6	78	F#5	5	224
7	6		21	3.0	1	0	0	4/4	1	2	3/4	1/2	3/2		3	81	A5	5	224
7	6		21	3.0	1	0	0	4/4	1	1	3/4	1/2	3/2		2	86	D6	6	223
7	6		24	1.0	1	3/4	3/4	4/4	10	2	1/4	1/4	1		7	37	C#2	2	245
7	6		24	1.0	1	3/4	3/4	4/4	6	2	1/4	1/4	1		7	49	C#3	3	237
7	6		24	1.0	1	3/4	3/4	4/4	8	2	1/4	1/4	1		7	49	C#3	3	241
7	6		24	1.0	1	3/4	3/4	4/4	9	2	1/4	1/4	1		7	49	C#3	3	243
7	6		24	1.0	1	3/4	3/4	4/4	6	1	1/4	1/4	1		10	58	A#3	3	235
7	6		24	1.0	1	3/4	3/4	4/4	7	1	1/4	1/4	1		10	58	A#3	3	239
7	6		24	1.0	1	3/4	3/4	4/4	4	2	1/4	1/4	1		4	64	E4	4	229
7	6		24	1.0	1	3/4	3/4	4/4	5	2	1/4	1/4	1		4	64	E4	4	233
7	6		24	1.0	1	3/4	3/4	4/4	3	1	1/4	1/4	1		7	73	C#5	5	227
7	6		24	1.0	1	3/4	3/4	4/4	5	1	1/4	1/4	1		7	73	C#5	5	231
8	6	21	25	3.0	2	0	0	4/4	10	2	3/4	1/2	3/2		2	38	D2	2	270
8	6	21	25	3.0	2	0	0	4/4	2	1	3/4	1/2	3/2		2	50	D3	3	250
8	6	21	25	3.0	2	0	0	4/4	6	2	3/4	1/2	3/2		2	50	D3	3	262
8	6	21	25	3.0	2	0	0	4/4	8	2	3/4	1/2	3/2		2	50	D3	3	266
8	6	21	25	3.0	2	0	0	4/4	9	2	3/4	1/2	3/2		2	50	D3	3	268
8	6	21	25	3.0	2	0	0	4/4	6	1	3/4	1/2	3/2		3	57	A3	3	260
8	6	21	25	3.0	2	0	0	4/4	7	1	3/4	1/2	3/2		3	57	A3	3	264
8	6	21	25	3.0	2	0	0	4/4	4	2	3/4	1/2	3/2		2	62	D4	4	254
8	6	21	25	3.0	2	0	0	4/4	5	2	3/4	1/2	3/2		2	62	D4	4	258
8	6	21	25	3.0	2	0	0	4/4	3	1	3/4	1/2	3/2		6	66	F#4	4	252
8	6	21	25	3.0	2	0	0	4/4	5	1	3/4	1/2	3/2		6	66	F#4	4	256
8	6	21	25	3.0	2	0	0	4/4	1	2	3/4	1/2	3/2		6	78	F#5	5	248
8	6	21	25	3.0	2	0	0	4/4	1	2	3/4	1/2	3/2		3	81	A5	5	248
8	6	21	25	3.0	2	0	0	4/4	1	1	3/4	1/2	3/2		2	86	D6	6	246
8	6	24	28	1.0	2	3/4	3/4	4/4	10	2	1/4	1/4	1		2	38	D2	2	271
8	6	24	28	1.0	2	3/4	3/4	4/4	2	1	1/4	1/4	1		2	50	D3	3	251
8	6	24	28	1.0	2	3/4	3/4	4/4	6	2	1/4	1/4	1		2	50	D3	3	263
8	6	24	28	1.0	2	3/4	3/4	4/4	8	2	1/4	1/4	1		2	50	D3	3	267
8	6	24	28	1.0	2	3/4	3/4	4/4	9	2	1/4	1/4	1		2	50	D3	3	269
8	6	24	28	1.0	2	3/4	3/4	4/4	6	1	1/4	1/4	1		3	57	A3	3	261
8	6	24	28	1.0	2	3/4	3/4	4/4	7	1	1/4	1/4	1		3	57	A3	3	265
8	6	24	28	1.0	2	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	249
8	6	24	28	1.0	2	3/4	3/4	4/4	4	2	1/4	1/4	1		6	66	F#4	4	255
8	6	24	28	1.0	2	3/4	3/4	4/4	5	2	1/4	1/4	1		6	66	F#4	4	259
8	6	24	28	1.0	2	3/4	3/4	4/4	3	1	1/4	1/4	1		3	69	A4	4	253
8	6	24	28	1.0	2	3/4	3/4	4/4	5	1	1/4	1/4	1		3	69	A4	4	257
8	6	24	28	1.0	2	3/4	3/4	4/4	1	2	1/4	1/4	1		2	74	D5	5	249
8	6	24	28	1.0	2	3/4	3/4	4/4	1	1	1/4	1/4	1		3	81	A5	5	247
9	7	25	29	0.5		0	0	4/4	10	2	1/8	1/8	1		2	38	D2	2	326
9	7	25	29	1.0		0	0	4/4	2	1	1/4	1/4	1		3	45	A2	2	278
9	7	25	29	0.5		0	0	4/4	6	2	1/8	1/8	1		2	50	D3	3	304
