mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
13	13	51	51	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		-1	41	F2	2		277
13	13	51	51	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4		275
13	13	51	51	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4		272
13	13	51	51	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		270
13	13	103/2	103/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		273
14	14	52	52	1.0	0	0	4/4	3	2	1/4	1/4	1		1	31	G1	1		302
14	14	52	52	1.0	0	0	4/4	2	2	1/4	1/4	1		1	43	G2	2		296
14	14	52	52	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4		290
14	14	52	52	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4		285
14	14	52	52	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		280
14	14	105/2	105/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		291
14	14	53	53	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		3	33	A1	1		303
14	14	53	53	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	45	A2	2		297
14	14	53	53	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		292
14	14	53	53	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		286
14	14	53	53	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4		281
14	14	107/2	107/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		0	60	C4	4		287
14	14	54	54	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		2	38	D2	2		304
14	14	54	54	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3		298
14	14	54	54	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3		293
14	14	54	54	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4		288
14	14	54	54	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4		282
14	14	109/2	109/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		0	36	C2	2		305
14	14	109/2	109/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		299
14	14	55	55	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		5	35	B1	1		306
14	14	55	55	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		5	47	B2	2		300
14	14	55	55	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55	G3	3		294
14	14	55	55	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		289
14	14	55	55	0.75	3/4	3/4	4/4	1	1	3/16	1/8	3/2		1	67	G4	4		283
14	14	111/2	111/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		1	31	G1	1		307
14	14	111/2	111/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	43	G2	2		301
14	14	111/2	111/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		295
14	14	223/4	223/4	0.25	15/16	15/16	4/4	1	1	1/16	1/16	1		-1	65	F4	4		284
15	15	56	56	2.0	0	0	4/4	3	2	1/2	1/2	1		3	33	A1	1		316
15	15	56	56	2.0	0	0	4/4	2	2	1/2	1/2	1		3	45	A2	2		314
15	15	56	56	2.0	0	0	4/4	1	2	1/2	1/2	1		0	60	C4	4		310
15	15	56	56	2.0	0	0	4/4	2	1	1/2	1/2	1		0	60	C4	4		312
15	15	56	56	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		308
15	15	59	59	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		3	33	A1	1		317
15	15	59	59	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2		315
15	15	59	59	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4		313
15	15	59	59	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		311
15	15	59	59	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		309
16	16	60	60	1.0	0	0	4/4	3	2	1/4	1/4	1		5	35	B1	1		340
16	16	60	60	1.0	0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2		335
16	16	60	60	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3		329
16	16	60	60	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4		322
16	16	60	60	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		318
16	16	61	61	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		0	36	C2	2		341
16	16	61	61	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3		336
16	16	61	61	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3		330
16	16	61	61	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		323
16	16	61	61	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4		319
16	16	123/2	123/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		0	60	C4	4		324
16	16	247/4	247/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		5	59	B3	3		325
16	16	62	62	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		2	38	D2	2		342
16	16	62	62	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3		337
16	16	62	62	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53	F3	3		331
16	16	62	62	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	57	A3	3		326
16	16	62	62	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4		320
16	16	125/2	125/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52	E3	3		332
16	16	63	63	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		5	35	B1	1		343
16	16	63	63	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		5	47	B2	2		338
16	16	63	63	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	50	D3	3		333
16	16	63	63	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		327
16	16	63	63	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		321
16	16	127/2	127/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		1	31	G1	1		344
16	16	127/2	127/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	43	G2	2		339
16	16	127/2	127/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3		334
16	16	127/2	127/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		5	59	B3	3		328
17	17	64	64	2.0	0	0	4/4	3	2	1/2	1/2	1		0	36	C2	2		359
17	17	64	64	2.0	0	0	4/4	2	2	1/2	1/2	1		0	48	C3	3		354
17	17	64	64	2.0	0	0	4/4	2	1	1/2	1/2	1		1	55	G3	3		351
17	17	64	64	2.0	0	0	4/4	1	2	1/2	1/2	1		0	60	C4	4		348
17	17	64	64	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		345
17	17	66	66	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		3	33	A1	1		360
17	17	66	66	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	45	A2	2		355
17	17	66	66	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4		352
17	17	66	66	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		349
17	17	66	66	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		346
17	17	133/2	133/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		0	36	C2	2		361
17	17	133/2	133/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		356
17	17	67	67	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		4	40	E2	2		362
17	17	67	67	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3		357
17	17	67	67	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		353
17	17	67	67	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		350
17	17	67	67	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		347
17	17	135/2	135/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		363
17	17	135/2	135/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		358
18	18	68	68	0.5	0	0	4/4	3	2	1/8	1/8	1		0	36	C2	2		385
18	18	68	68	0.5	0	0	4/4	2	2	1/8	1/8	1		0	48	C3	3		379
18	18	68	68	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4		375
18	18	68	68	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4		369
18	18	68	68	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4		364
18	18	137/2	137/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		5	35	B1	1		386
18	18	137/2	137/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		5	47	B2	2		380
18	18	69	69	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		3	33	A1	1		387
18	18	69	69	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		3	45	A2	2		381
18	18	69	69	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		376
18	18	69	69	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		370
18	18	69	69	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		365
18	18	139/2	139/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		8	32	G#1	1		388
18	18	139/2	139/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		8	44	G#2	2		382
18	18	70	70	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		3	33	A1	1		389
18	18	70	70	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2		383
18	18	70	70	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3		377
18	18	70	70	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4		371
18	18	70	70	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5		366
18	18	141/2	141/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4		372
18	18	71	71	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		5	35	B1	1		390
18	18	71	71	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	47	B2	2		384
18	18	71	71	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		378
18	18	71	71	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4		373
18	18	71	71	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71	B4	4		367
18	18	143/2	143/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4		374
18	18	143/2	143/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		3	69	A4	4		368
19	19	72	72	1.0	0	0	4/4	3	2	1/4	1/4	1		0	36	C2	2		414
19	19	72	72	1.0	0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3		410
19	19	72	72	0.5	0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3		402
19	19	72	72	0.5	0	0	4/4	1	2	1/8	1/8	1		-1	65	F4	4		395
19	19	72	72	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		391
19	19	145/2	145/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		0	60	C4	4		403
19	19	145/2	145/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1	1	4	64	E4	4		396
19	19	291/4	291/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		5	59	B3	3		404
19	19	73	73	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		415
19	19	73	73	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		411
19	19	73	73	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3		405
19	19	73	73	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1	-1	4	64	E4	4		397
19	19	73	73	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		392
19	19	147/2	147/2	0.25	3/8	3/8	4/4	2	1	1/16	1/16	1		5	59	B3	3		406
19	19	147/2	147/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		2	62	D4	4		398
19	19	295/4	295/4	0.25	7/16	7/16	4/4	2	1	1/16	1/16	1		3	57	A3	3		407
19	19	295/4	295/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		0	60	C4	4		399
19	19	74	74	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		4	40	E2	2		416
19	19	74	74	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3		412
19	19	74	74	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		8	56	G#3	3		408
19	19	74	74	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		5	59	B3	3		400
19	19	74	74	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4		393
19	19	75	75	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		1	43	G2	2		417
19	19	75	75	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3		409
19	19	75	75	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3		413
19	19	75	75	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-2	58	Bb3	3		401
19	19	75	75	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62	D4	4		394
20	20	76	76	0.5	0	0	4/4	3	2	1/8	1/8	1		-1	41	F2	2		439
20	20	76	76	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3		431
20	20	76	76	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3		426
20	20	76	76	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4		421
20	20	76	76	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4		418
20	20	153/2	153/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		440
20	20	153/2	153/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		432
20	20	77	77	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		2	38	D2	2		441
20	20	77	77	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3		433
20	20	77	77	1.5	1/4	1/4	4/4	2	1	3/8	1/4	3/2		2	62	D4	4		427
20	20	77	77	1.5	1/4	1/4	4/4	1	2	3/8	1/4	3/2		-1	65	F4	4		422
20	20	155/2	155/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		0	36	C2	2		442
20	20	155/2	155/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		434
20	20	78	78	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		5	35	B1	1		443
20	20	78	78	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		5	47	B2	2		435
20	20	78	78	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		419
20	20	157/2	157/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		1	31	G1	1		444
20	20	157/2	157/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		1	43	G2	2		436
20	20	157/2	157/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		428
20	20	157/2	157/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		423
20	20	79	79	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		3	33	A1	1		445
20	20	79	79	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		3	45	A2	2		437
20	20	79	79	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4		429
20	20	79	79	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4		424
20	20	79	79	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		420
20	20	159/2	159/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		5	35	B1	1		446
20	20	159/2	159/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	B2	2		438
20	20	159/2	159/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3		430
20	20	159/2	159/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	D4	4		425
21	21	80	80	2.0	0	0	4/4	3	2	1/2	1/2	1		0	36	C2	2		462
21	21	80	80	2.0	0	0	4/4	2	2	1/2	1/2	1		0	48	C3	3		458
21	21	80	80	2.0	0	0	4/4	2	1	1/2	1/2	1		1	55	G3	3		454
21	21	80	80	2.0	0	0	4/4	1	2	1/2	1/2	1		0	60	C4	4	-0.13	450
21	21	80	80	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		447
21	21	82	82	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		0	36	C2	2		463
21	21	82	82	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3		459
21	21	82	82	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4		455
21	21	82	82	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		451
21	21	82	82	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		448
21	21	165/2	165/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		464
21	21	165/2	165/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		460
21	21	83	83	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		4	40	E2	2		465
21	21	83	83	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3		461
21	21	83	83	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4		456
21	21	83	83	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4		452
21	21	83	83	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		449
21	21	167/2	167/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3		457
21	21	167/2	167/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	D4	4		453
22	22	84	84	0.5	0	0	4/4	3	2	1/8	1/8	1		-1	41	F2	2		489
22	22	84	84	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3		484
22	22	84	84	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3		476
22	22	84	84	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4		471
22	22	84	84	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4		466
22	22	169/2	169/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		490
22	22	169/2	169/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		485
22	22	169/2	169/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3		477
22	22	85	85	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		491
22	22	85	85	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		486
22	22	85	85	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	53	F3	3		478
22	22	85	85	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		472
22	22	85	85	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		467
22	22	86	86	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		0	36	C2	2		492
22	22	86	86	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3		487
22	22	86	86	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3		479
22	22	86	86	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4		473
22	22	86	86	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5		468
22	22	173/2	173/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		4	64	E4	4		480
22	22	173/2	173/2	1.0	5/8	5/8	4/4	1	2	1/4	1/4	1		1	67	G4	4		474
22	22	173/2	173/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71	B4	4		469
22	22	87	87	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		493
22	22	87	87	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		488
22	22	87	87	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3		481
22	22	87	87	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		470
22	22	175/2	175/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		2	62	D4	4		482
22	22	175/2	175/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4		475
22	22	351/4	351/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		0	60	C4	4		483
23	23	88	88	2.0	0	0	4/4	3	2	1/2	1/2	1		4	40	E2	2		508
23	23	88	88	2.0	0	0	4/4	2	2	1/2	1/2	1		4	52	E3	3		504
23	23	88	88	2.0	0	0	4/4	2	1	1/2	1/2	1		5	59	B3	3		500
23	23	88	88	2.0	0	0	4/4	1	1	1/2	1/2	1		1	67	G4	4		494
23	23	88	88	2.0	0	0	4/4	1	2	1/2	1/2	1		1	67	G4	4		497
23	23	90	90	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		4	40	E2	2		509
23	23	90	90	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	E3	3		505
23	23	90	90	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4		501
23	23	90	90	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4		498
23	23	90	90	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5		495
23	23	181/2	181/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		-1	41	F2	2		510
23	23	181/2	181/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3		506
23	23	91	91	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		1	43	G2	2		511
23	23	91	91	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3		507
23	23	91	91	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		502
23	23	91	91	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4		499
23	23	91	91	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		496
23	23	183/2	183/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64	E4	4		503
24	24	92	92	0.5	0	0	4/4	3	2	1/8	1/8	1		2	38	D2	2		539
24	24	92	92	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3		532
24	24	92	92	0.5	0	0	4/4	2	1	1/8	1/8	1		-1	65	F4	4		524
24	24	92	92	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4		516
24	24	92	92	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5		512
24	24	185/2	185/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		540
24	24	185/2	185/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		533
24	24	185/2	185/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64	E4	4		525
24	24	185/2	185/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4		517
24	24	93	93	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		-1	41	F2	2		541
24	24	93	93	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3		534
24	24	93	93	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		526
24	24	93	93	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4		518
24	24	93	93	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		513
24	24	187/2	187/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4		527
24	24	187/2	187/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		519
24	24	94	94	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		-1	41	F2	2		542
24	24	94	94	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		-1	53	F3	3		535
24	24	94	94	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3		528
24	24	94	94	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4		520
24	24	94	94	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		514
24	24	189/2	189/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		543
24	24	189/2	189/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		536
24	24	189/2	189/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4		529
24	24	189/2	189/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		521
24	24	95	95	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		2	38	D2	2		544
24	24	95	95	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3		537
24	24	95	95	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		3	57	A3	3		522
24	24	95	95	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		530
24	24	95	95	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		-1	65	F4	4		515
24	24	191/2	191/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		-1	41	F2	2		545
24	24	191/2	191/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3		538
24	24	191/2	191/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		531
24	24	191/2	191/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		2	62	D4	4		523
25	25	96	96	2.0	0	0	4/4	3	2	1/2	1/2	1		3	45	A2	2		556
25	25	96	96	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3		550
25	25	96	96	2.0	0	0	4/4	2	2	1/2	1/2	1		3	57	A3	3		553
25	25	96	96	2.0	0	0	4/4	1	2	1/2	1/2	1		7	61	C#4	4		548
25	25	96	96	2.0	0	0	4/4	1	1	1/2	1/2	1		4	64	E4	4		546
25	25	99	99	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		-1	41	F2	2		557
25	25	99	99	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3		554
25	25	99	99	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3		551
25	25	99	99	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	62	D4	4		547
25	25	99	99	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		549
