mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	7	7	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	41									5
4	3	9	9	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	42									
5	4	10	10	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	43	ge,	-gen,							
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	44	du	zu							
5	4	10	10	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	45									
5	4	12	12	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	46									
5	4	25/2	25/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	47									
5	4	10	10	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	48									
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	49									
5	4	10	10	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	50									
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	51									
5	4	10	10	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	52									
5	4	12	12	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	53									
6	5	13	13	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	54		ed-	Lob						
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	55		-ler	dem						
6	5	13	13	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	56	ed-	Lob							6
6	5	27/2	27/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	57									6
6	5	14	14	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	58									6
6	5	13	13	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	59									7
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	60									7
6	5	15	15	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	61									7
6	5	31/2	31/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	62									7
6	5	13	13	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	63									
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	64									
6	5	13	13	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	65									
6	5	15	15	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	66									
7	6	16	16	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	67		Schö-	Na-						
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	68		-pfer	-men						
7	6	16	16	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	69									6
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	70									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	71	-ler	dem							
7	6	16	16	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	72									7
7	6	33/2	33/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	73									7
7	6	17	17	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	74									7
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	75									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	76									
7	6	16	16	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	77									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	78									
7	6	16	16	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	79									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	80									
8	7	19	19	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	81	mein,	dein,							8
8	7	21	21	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=82.5	82.0	𝅘𝅥	82.5	0.0	8
8	7	19	19	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	82	Schö-	Na-							
8	7	21	21	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	83	-pfer	-men							
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	84									9
8	7	20	20	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	85									9
8	7	41/2	41/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	86									
8	7	21	21	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	87									
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	88									
8	7	19	19	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	89									
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	90									
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	91									
8	7	19	19	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	92									
8	7	20	20	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	93									
8	7	21	21	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	94									
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	95									
9	8	22	22	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	96	mein,	dein,							
9	8	22	22	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	97									
9	8	22	22	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	98									
9	8	22	22	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	99									
10	8	24	24	0.0	0	1/2	Tempo	3/4	1	1	0							𝅘𝅥=85.6	86.0	𝅘𝅥	85.6	0.0	
10	8	24	24	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	100	dass								
10	8	24	24	1.0	0	1/2	Chord	3/4	1	2	1/4	1/4	1	101									10
10	8	24	24	0.5	0	1/2	Chord	3/4	2	1	1/8	1/8	1	102									
10	8	49/2	49/2	0.5	1/8	5/8	Chord	3/4	2	1	1/8	1/8	1	103									
10	8	24	24	1.0	0	1/2	Chord	3/4	2	2	1/4	1/4	1	104									
10	8	24	24	1.0	0	1/2	Chord	3/4	3	2	1/4	1/4	1	105									
11	9	25	25	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	106	ich								
11	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	107	mag								
11	9	25	25	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	108									10
11	9	51/2	51/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	109									
11	9	26	26	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	110									
11	9	53/2	53/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	111									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	112									11
11	9	25	25	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	113									
11	9	26	26	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	114									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	115									12
11	9	25	25	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	116									
11	9	26	26	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	117									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	118									
11	9	25	25	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	119									
11	9	26	26	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	120									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	121									
12	10	28	28	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	122	fröh-								
12	10	30	30	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	123	-lich								
12	10	28	28	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	124									11
12	10	57/2	57/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	125									
12	10	29	29	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	126									
12	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	127									
12	10	30	30	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	128									
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	129									
12	10	28	28	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	130									
12	10	29	29	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	131									
12	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	132									
12	10	28	28	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	133									
12	10	30	30	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	134									
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	135									
12	10	28	28	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	136									
12	10	30	30	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	137									
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	138									
13	11	31	31	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0	
13	11	31	31	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	139	he-								13
13	11	32	32	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	140									
13	11	33	33	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	141	-ben								
13	11	31	31	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	142									
13	11	33	33	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	143									
13	11	67/2	67/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	144									
13	11	31	31	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	145									
13	11	33	33	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	146									
13	11	67/2	67/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	147									
13	11	31	31	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	148									14
13	11	63/2	63/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	149									14
13	11	32	32	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	150									
13	11	33	33	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	151									
13	11	31	31	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	152									15
13	11	63/2	63/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	153									15
13	11	32	32	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	154									
13	11	33	33	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	155									
14	12	34	34	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	156	an								
14	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	157	von								
14	12	34	34	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	158									
14	12	36	36	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	159									
14	12	34	34	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	160									
14	12	36	36	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	161									
14	12	73/2	73/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	162									
14	12	34	34	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	163									
14	12	36	36	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	164									
14	12	73/2	73/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	165									
14	12	34	34	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	166									
14	12	36	36	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	167									
14	12	73/2	73/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	168									
15	13	37	37	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	169	dei-								
15	13	39	39	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
15	13	39	39	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	170	-nem								
15	13	37	37	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	171									
15	13	39	39	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	172									
15	13	37	37	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	173									16
15	13	75/2	75/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	174									16
15	13	38	38	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	175									
15	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	176									
15	13	37	37	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	177									17
15	13	38	38	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	178									
15	13	39	39	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	179									
15	13	37	37	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	180									18
15	13	38	38	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	181									
15	13	39	39	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	182									
16	14	40	40	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	183	Wort								
16	14	42	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	184	zu								
16	14	40	40	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	185									19
16	14	81/2	81/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	186									19
16	14	41	41	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	187									
16	14	42	42	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	188									
16	14	40	40	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	189									
16	14	42	42	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	190									
16	14	40	40	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	191									20
16	14	41	41	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	192									20
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	193									
16	14	42	42	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	194									
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	195									
16	14	40	40	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	196									21
16	14	41	41	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	197									21
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	198									
16	14	42	42	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	199									
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	200									
17	15	43	43	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	201	sin-								22
17	15	45	45	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	202									22
17	15	43	43	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	203									23
17	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	204									23
17	15	44	44	1.5	1/4	1/4	Chord	3/4	1	2	3/8	1/4	3/2	205									23
17	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	206									23
17	15	43	43	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	207									24
17	15	44	44	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	208									24
17	15	89/2	89/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	209									24
17	15	45	45	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	210									24
17	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	211									24
17	15	43	43	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	212									25
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	213									25
17	15	45	45	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	214									25
17	15	43	43	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	215									26
17	15	44	44	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	216									26
17	15	45	45	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	217									26
18	16	46	46	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	218									22
18	16	95/2	95/2	0.0	3/8	3/8	Tempo	3/4	1	1	0							𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	22
18	16	95/2	95/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	219									22
18	16	48	48	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	220									
18	16	46	46	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	221									23
18	16	47	47	1.5	1/4	1/4	Chord	3/4	1	2	3/8	1/4	3/2	222									23
18	16	97/2	97/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	223									
18	16	46	46	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	224									24
18	16	93/2	93/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	225									24
18	16	47	47	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	226									24
18	16	95/2	95/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	227									24
18	16	48	48	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	228									
18	16	46	46	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	229									25
18	16	47	47	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	230									25
18	16	48	48	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	231									
18	16	46	46	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	232									26
18	16	47	47	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	233									26
18	16	48	48	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	234									
19	17	49	49	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	235	-gen,								
19	17	51	51	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	236	Herr								
19	17	49	49	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	237									
19	17	51	51	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	238									
19	17	49	49	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	239									
19	17	51	51	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	240									27
19	17	49	49	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	241									
19	17	51	51	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	242									
19	17	49	49	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	243									
19	17	51	51	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	244									
20	18	52	52	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	245									
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	246									
20	18	52	52	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	247									
20	18	54	54	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	248									
20	18	52	52	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	249									
20	18	105/2	105/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	250									
20	18	53	53	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	251									
20	18	54	54	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	252									28
20	18	109/2	109/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	253									28
20	18	52	52	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	254									29
20	18	107/2	107/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	255									
20	18	54	54	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	256									30
20	18	52	52	1.5	0	0	Chord	3/4	3	2	3/8	1/4	3/2	257									31
20	18	107/2	107/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	258									
20	18	54	54	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	259									32
21	19	55	55	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	260									
21	19	56	56	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
21	19	57	57	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
21	19	57	57	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	261									
21	19	55	55	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	262									
21	19	111/2	111/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	263									
21	19	56	56	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	264									
21	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	265									
21	19	57	57	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	266									
21	19	55	55	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	267									
21	19	56	56	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	268									
21	19	113/2	113/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	269									
21	19	57	57	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	270									
21	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	271									
21	19	55	55	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	272									
21	19	56	56	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	273									
21	19	57	57	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	274									
21	19	55	55	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	275									
21	19	56	56	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	276									
21	19	57	57	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	277									
22	20	58	58	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	278									33
22	20	60	60	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	33
22	20	121/2	121/2	0.0	5/8	5/8	Tempo	3/4	1	1	0							𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	33
22	20	58	58	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	279									34
22	20	60	60	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	280									34
22	20	58	58	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	281									35
22	20	117/2	117/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	282									35
22	20	59	59	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	283									35
22	20	119/2	119/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	284									35
22	20	60	60	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	285									35
22	20	121/2	121/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	286									35
