mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	lyrics_5	lyrics_6	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	23												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	24												
2	1	1	1	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	25												
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	26												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	27												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	28												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	29												
2	1	1	1	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	30												
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	31												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	32												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	33												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	34												
2	1	1	1	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	35	A-	-selb'	er	für	ist	Va-						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	36	-dams	Gift	uns	uns	der	-ters						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	37	Fall	ist	denn	ist	Weg,	Rat						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	38	ist	auf	sein	anz	das	un						
2	1	1	1	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	39												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	40												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	41												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	42												
2	1	1	1	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	43												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	44												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	45												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	46												
2	1	1	1	0.5	0	0	Chord	4/4	5	2	1/8	1/8	1	47												
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	48												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	49												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	50												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	51												
2	1	1	1	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	52	A-	-selb'	er	für	ist	Va-						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	53	-dams	Gift	uns	uns	der	-ters						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	54	Fall	ist	denn	ist	Weg,	Rat						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	55	ist	auf	sein	anz	das	un						
2	1	1	1	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	56												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	57												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	58												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	59												
2	1	1	1	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	60												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	61												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	62												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	63												
2	1	1	1	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	64												
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	65												
2	1	2	2	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	66												
2	1	3	3	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	67												
2	1	4	4	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	68												
3	2	5	5	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	69	ganz	uns	Sohn	Kreuz	Licht,	E-						
3	2	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	70	ver-	ge	ge-	ge-	die	-wigs						
3	2	7	7	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=71.85	72.0	𝅘𝅥	71.85	0.0	
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	71	derbt	erbt,	-schenkt,	-henkt,	Pfort,	Wort,						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	72	mensch-	dass	da	ge-	Die	den						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	73												
3	2	5	5	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	74												
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	75												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	76												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	77												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	78												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	79												
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	80												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	81												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	82												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	83												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	84												
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	85												
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	86												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	87												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	88												
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	89												
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	90												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	91												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	92												
3	2	5	5	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	93	ganz	uns	Sohn	Kreuz	Licht,	E-						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	94	ver-	ge	ge-	ge-	die	-wigs						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	95	derbt	erbt,	-schenkt,	-henkt,	Pfort,	Wort,						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	96	mensch-	dass	da	ge-	Die	den						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	97												
3	2	5	5	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	98												
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	99												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	100												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	101												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	102												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	103												
3	2	5	5	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	104												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	105												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	106												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	107												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	108												
3	2	5	5	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	109												
3	2	6	6	1.0	1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	110												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	111												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	112												
3	2	5	5	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	113	ganz	uns	Sohn	Kreuz	Licht,	E-						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	114	ver-	ge	ge-	ge-	die	-wigs						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	115	derbt	erbt,	-schenkt,	-henkt,	Pfort,	Wort,						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	6	1	1/8	1/8	1	116	mensch-	dass	da	ge-	Die	den						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	6	1	1/8	1/8	1	117												
3	2	5	5	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	118												
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	119												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	120												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	121												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	122												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	123												
3	2	5	5	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	124												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	125												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	126												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	127												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	128												
3	2	5	5	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	129												
3	2	6	6	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	130												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	131												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	132												
4	3	9	9	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	133	-lich'	wir	wir	-töt,	Wahr-	er						
4	3	10	10	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	134	Na-	nicht	sein	gen	-heit	uns						
4	3	11	11	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	135	-tur	konnt' n	Feind	Him-	und	hat						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	136	und	ge-	noch	-mel	das	ge-						
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	137												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	138												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	139												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	140												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	141												
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	142												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	143												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	144												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	145												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	146												
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	147												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	148												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	149												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	150												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	151												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	152												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	153												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	154												
4	3	9	9	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	155												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	156												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	157												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	158												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	159												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	160												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	161												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	162												
4	3	9	9	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	163	-lich'	wir	wir	-töt,	Wahr-	er						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	164	Na-	nicht	sein	gen	-heit	uns						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	165	-tur	konnt' n	Feind	Him-	und	hat						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	166	und	ge-	noch	-mel	das	ge-						
4	3	9	9	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	167												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	168												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	169												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	170												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	171												
4	3	9	9	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	172												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	173												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	174												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	175												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	176												
4	3	9	9	0.5	0	0	Chord	4/4	5	2	1/8	1/8	1	177												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	178												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	5	2	1/8	1/8	1	179												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	5	2	1/8	1/8	1	180												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	5	2	1/8	1/8	1	181												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	5	2	1/8	1/8	1	182												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	5	2	1/8	1/8	1	183												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	5	2	1/8	1/8	1	184												
4	3	9	9	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	185	-lich'	wir	wir	-töt,	Wahr-	er						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	186	Na-	nicht	sein	gen	-heit	uns						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	187	-tur	konnt' n	Feind	Him-	und	hat						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	188	und	ge-	noch	-mel	das	ge-						
4	3	9	9	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	189												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	190												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	191												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	192												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	193												
4	3	9	9	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	194												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	195												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	196												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	197												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	198												
4	3	9	9	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	199												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	200												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	201												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	202												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	203												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	204												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	205												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	206												
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	207	We-	-ne-	wa-	g' fah-	Le-	-ge-						0
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	208												
5	4	29/2	29/2	0.0	3/8	3/8	Tempo	4/4	1	1	0										𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0	
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	209	-sen,	-sen	-ren,	-ren,	-ben,	-ben						
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	210												1
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	211												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	212												
5	4	13	13	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	213												2
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	214												2
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	215												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	216												
5	4	13	13	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	217												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	218												
5	4	13	13	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	219												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	220												
5	4	13	13	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	221	We-	-ne-	wa-	g' fah-	Le-	-ge-						3
5	4	14	14	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	222												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	223	-sen,	-sen	-ren,	-ren,	-ben,	-ben						
5	4	13	13	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	224												4
5	4	14	14	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	225												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	226												
5	4	13	13	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	227												5
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	5	1	1/4	1/4	1	228												5
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	229												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	230												
5	4	13	13	2.0	0	0	Chord	4/4	5	2	1/2	1/2	1	231												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	232												
5	4	13	13	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	233	We-	-ne-	wa-	g' fah-	Le-	-ge-						6
5	4	14	14	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	234												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	235	-sen,	-sen	-ren,	-ren,	-ben,	-ben						
5	4	13	13	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	236												7
5	4	14	14	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	237												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	238												
5	4	13	13	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	239												8
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	7	1	1/4	1/4	1	240												8
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	241												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	242												
5	4	13	13	2.0	0	0	Chord	4/4	7	2	1/2	1/2	1	243												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	244												
6	5	16	16	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
6	5	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	245		ohn'		da-		zu						
6	5	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	246												
6	5	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	247												
6	5	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	248												
6	5	16	16	1.0	0	3/4	Chord	4/4	3	2	1/4	1/4	1	249												
6	5	16	16	1.0	0	3/4	Chord	4/4	4	1	1/4	1/4	1	250		ohn'		da-		zu						
6	5	16	16	1.0	0	3/4	Chord	4/4	4	2	1/4	1/4	1	251												
6	5	16	16	1.0	0	3/4	Chord	4/4	5	1	1/4	1/4	1	252												
6	5	16	16	1.0	0	3/4	Chord	4/4	5	2	1/4	1/4	1	253												
6	5	16	16	1.0	0	3/4	Chord	4/4	6	1	1/4	1/4	1	254		ohn'		da-		zu						
6	5	16	16	1.0	0	3/4	Chord	4/4	6	2	1/4	1/4	1	255												
6	5	16	16	1.0	0	3/4	Chord	4/4	7	1	1/4	1/4	1	256												
6	5	16	16	1.0	0	3/4	Chord	4/4	7	2	1/4	1/4	1	257												
7	6	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	258		Got-		-durch		sei-						
7	6	18	18	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	259		-tes		wir		-nem						
7	6	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	260												
7	6	19	19	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
7	6	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	261		Trost,		sein		Schutz,						
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	262												
