mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
2	1	3	3	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	39						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	40						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	41						
2	1	1	1	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	42						
2	1	2	2	0.5	1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	43						
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	44						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	45						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	6	1	1/8	1/8	1	46						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	6	1	1/8	1/8	1	47						
2	1	1	1	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	48						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	49						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	50						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	51						
2	1	1	1	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	52						
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	53						
2	1	2	2	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	54						
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	55						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	56						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	57						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	58						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	59						
2	1	1	1	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	60						
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	61						
2	1	2	2	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	62						
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	63						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	64						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	65						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	66						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	67						
2	1	1	1	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	68						
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	69						
2	1	2	2	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	70						
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	71						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	72						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	73						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	74						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	75						
2	1	1	1	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	76						
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	77						
2	1	2	2	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	78						
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	79						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	80						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	81						
2	1	4	4	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	82						
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	83						
3	2	5	5	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	84	Welt					
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	85	und					
3	2	5	5	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	86						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	87						
3	2	5	5	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	88						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	89						
3	2	5	5	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	90						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	91						
3	2	5	5	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	92						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	93						
3	2	5	5	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	94						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	95						
3	2	5	5	3.0	0	0	Chord	4/4	6	1	3/4	1/2	3/2	96						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	97						
3	2	5	5	3.0	0	0	Chord	4/4	7	1	3/4	1/2	3/2	98						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	99						
3	2	5	5	3.0	0	0	Chord	4/4	7	2	3/4	1/2	3/2	100						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	101						
3	2	5	5	3.0	0	0	Chord	4/4	8	2	3/4	1/2	3/2	102						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	103						
3	2	5	5	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	104						
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	105						
3	2	6	6	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	106						
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	107						
3	2	7	7	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	108						
3	2	15/2	15/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	109						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	110						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	111						
3	2	5	5	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	112						
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	113						
3	2	6	6	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	114						
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	115						
3	2	7	7	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	116						
3	2	15/2	15/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	117						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	118						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	119						
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	120	al-					
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	121	-len					
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	122	ih-					
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123	-ren					
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	124						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	125						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	126						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	127						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	128						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	129						
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	130						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	131						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	132						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	133						
4	3	9	9	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	134						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	135						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	136						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	137						
4	3	9	9	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	138						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	139						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	140						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	141						
4	3	9	9	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	142						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	143						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	144						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	145						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	146						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	147						
4	3	9	9	0.5	0	0	Chord	4/4	6	1	1/8	1/8	1	148						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	6	1	1/8	1/8	1	149						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	150						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	151						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	152						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	153						
4	3	9	9	1.5	0	0	Chord	4/4	7	1	3/8	1/4	3/2	154						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	155						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	156						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	157						
4	3	9	9	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	158						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	159						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	160						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	161						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	162						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	163						
4	3	12	12	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	164						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	165						
4	3	9	9	0.5	0	0	Chord	4/4	8	2	1/8	1/8	1	166						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	167						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	168						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	169						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	170						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	171						
4	3	12	12	0.5	3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	172						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	173						
4	3	9	9	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	174						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	175						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	176						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	177						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	178						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	179						
4	3	12	12	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	180						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	181						
4	3	9	9	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	182						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	183						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	184						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	185						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	186						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	187						
4	3	12	12	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	188						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	189						
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	190	Schät-					
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	191	-zen,					
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	192	wenn					
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	193						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	194						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	195						
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	196						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	197						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	198						
5	4	13	13	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	199						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	200						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	201						
5	4	13	13	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	202						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	203						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	204						
5	4	13	13	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	205						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	206						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	207						
5	4	13	13	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	208						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	209						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	210						
5	4	13	13	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	211						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	212						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	213						
5	4	13	13	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	214						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	215						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	216						
5	4	13	13	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	217						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	218						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	219						
5	4	13	13	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	220						
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	221						
5	4	14	14	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	222						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	223						
5	4	15	15	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	224						
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	225						
5	4	16	16	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	226						
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	227						
5	4	13	13	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	228						
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	229						
5	4	14	14	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	230						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	231						
5	4	15	15	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	232						
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	233						
5	4	16	16	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	234						
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	235						
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	236	ich					
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	237	mich					
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	238	nur					
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	239	an					
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	240						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	241						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	242						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	243						
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	244						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	245						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	246						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	247						
6	5	17	17	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	248						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	249						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	250						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	251						
6	5	17	17	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	252						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	253						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	254						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	255						
6	5	17	17	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	256						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	257						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	258						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	259						
6	5	17	17	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	260						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	261						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	262						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	263						
6	5	17	17	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	264						
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	265						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	266						
6	5	19	19	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	267						
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	268						
6	5	20	20	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	269						
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	270						
6	5	17	17	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	271						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	272						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	273						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	274						
6	5	17	17	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	275						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	276						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	277						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	278						
6	5	17	17	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	279						
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	280						
6	5	18	18	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	281						
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	282						
6	5	19	19	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	283						
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	284						
6	5	20	20	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	285						
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	286						
6	5	17	17	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	287						
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	10	1	1/8	1/8	1	288						
6	5	18	18	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	289						
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	290						
6	5	19	19	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	291						
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	292						
6	5	20	20	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	293						
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	294						
7	6	21	21	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	295	dir,					
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	296	mein					
7	6	21	21	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	297						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	298						
7	6	21	21	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	299						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	300						
7	6	21	21	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	301						
