mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	lyrics_5	lyrics_6	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
15	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	261												
15	11	41	41	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	262												
15	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	263												
15	11	42	42	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	264												
15	11	43	43	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	265												
15	11	44	44	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	266												
16	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	267	Gott,											
16	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	268	der											
16	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	269	Herr											15
16	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	270												
16	12	45	45	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	271												
16	12	93/2	93/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	272												
16	12	187/4	187/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	273												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	274												16
16	12	95/2	95/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	275												16
16	12	191/4	191/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	276												16
16	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	277												
16	12	45	45	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	278												17
16	12	91/2	91/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	279												17
16	12	183/4	183/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	280												
16	12	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	281												18
16	12	93/2	93/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	282												18
16	12	187/4	187/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	283												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	284												19
16	12	95/2	95/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	285												19
16	12	191/4	191/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	286												19
16	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	287												
16	12	45	45	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	288												
16	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	289												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	290												20
16	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	291												20
16	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	292												
16	12	45	45	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	293												
16	12	46	46	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	294												
16	12	47	47	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	295												21
16	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	296												21
16	12	48	48	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	297												
17	13	49	49	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
17	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	298	Ze-											
17	13	50	50	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
17	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	299	-ba-											
17	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	300	-oth!											
17	13	49	49	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	301												22
17	13	197/4	197/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	302												22
17	13	99/2	99/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	303												
17	13	101/2	101/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	304												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	305												
17	13	49	49	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	306												
17	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	307												
17	13	50	50	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	308												
17	13	203/4	203/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	309												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	310												
17	13	49	49	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	311												
17	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	312												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	313												
17	13	49	49	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	314												
17	13	50	50	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	315												
17	13	51	51	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	316												
18	13	52	52	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
18	13	52	52	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	317	Dein'	Der	die	Die	Dich,	den						
18	13	52	52	0.5	0	3/4	Chord	4/4	1	2	1/8	1/8	1	318												
18	13	105/2	105/2	0.5	1/8	7/8	Chord	4/4	1	2	1/8	1/8	1	319												
18	13	52	52	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	320												
18	13	52	52	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	321												
18	13	105/2	105/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	322												
18	13	52	52	0.5	0	3/4	Chord	4/4	3	2	1/8	1/8	1	323												
18	13	105/2	105/2	0.5	1/8	7/8	Chord	4/4	3	2	1/8	1/8	1	324												
19	14	53	53	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	325	gött-	hei-	theu-	gan-	Gott	heil'-						
19	14	54	54	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	326	-lich	-li-	-ren	-ze	Va-	-gen						
19	14	55	55	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	327	Macht	-gen	Märt-	wer-	-ter,	Geist						
19	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	328	und	zwölf	-rer	-the	im	und						
19	14	53	53	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	329												
19	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	330												
19	14	54	54	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	331												
19	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	332												
19	14	55	55	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	333												
19	14	111/2	111/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	334												
19	14	56	56	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	335												
19	14	113/2	113/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	336												
19	14	53	53	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	337												
19	14	54	54	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	338												
19	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	339												
19	14	55	55	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	340												
19	14	56	56	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	341												
19	14	53	53	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	342												
19	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	343												
19	14	54	54	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	344												
19	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	345												
19	14	55	55	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	346												
19	14	56	56	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	347												
19	14	53	53	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	348												
19	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	349												
19	14	54	54	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	350												
19	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	351												
19	14	55	55	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	352												
19	14	56	56	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	353												
20	15	57	57	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	354	Herr-	Bo-	all-	Chris-	höch-	Trös-						
20	15	58	58	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	355	-lich-	-ten	-zu-	-ten-	-sten	-ter						
20	15	59	59	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	356	-keit	Zahl,	-mal	-heit	Thron,	werth						
20	15	60	60	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	357	geht	und	lo-	rühmt	dei-	mit						
20	15	57	57	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	358												
20	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	359												
20	15	58	58	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	360												
20	15	59	59	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	361												
20	15	60	60	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	362												
20	15	57	57	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	363												
20	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	364												
20	15	59	59	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	365												
20	15	60	60	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	366												
20	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	367												
20	15	57	57	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	368												
20	15	58	58	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	369												
20	15	59	59	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	370												
20	15	60	60	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	371												
20	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	372												
20	15	57	57	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	373												
20	15	58	58	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	374												
20	15	59	59	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	375												
20	15	60	60	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	376												
20	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	377												
21	16	61	61	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	378	ü-	die	-ben	dich	-nen	rech-						
21	16	62	62	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	379	-ber	lie-	dich,	auf	rech-	-tem						
21	16	63	63	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	380	Himm'l	-ben	Herr,	Er-	-ten	Dienst						
21	16	64	64	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	381	und	Pro-	mit	-den	und	sie						
21	16	61	61	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	382												23
21	16	245/4	245/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	383												23
21	16	123/2	123/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	384												
21	16	62	62	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	385												
21	16	125/2	125/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	386												
21	16	63	63	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	387												24
21	16	127/2	127/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	388												24
21	16	255/4	255/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	389												
21	16	64	64	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	390												
21	16	129/2	129/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	391												
21	16	61	61	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	392												
21	16	123/2	123/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	393												
21	16	62	62	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	394												
21	16	63	63	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	395												
21	16	127/2	127/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	396												
21	16	64	64	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	397												
21	16	61	61	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	398												
21	16	62	62	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	399												
21	16	63	63	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	400												
21	16	64	64	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	401												
21	16	129/2	129/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	402												
21	16	61	61	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	403												
21	16	62	62	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	404												
21	16	63	63	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	405												
21	16	64	64	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	406												
21	16	129/2	129/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	407												
22	17	65	65	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	408	Er-	-phe-	gro-	al-	ein'-	lobt						
22	17	66	66	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
22	17	66	66	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	409	-den	-ten	-ssem	-le-	-gen	und						
22	17	67	67	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	410	weit.	all,	Schall.	-zeit.	Sohn,	ehrt.						
22	17	65	65	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	411												
22	17	133/2	133/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	412												
22	17	67	67	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	413												
22	17	65	65	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	414												
22	17	131/2	131/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	415												
22	17	66	66	0.75	1/4	1/4	Chord	4/4	2	1	3/16	1/8	3/2	416												
22	17	267/4	267/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	417												
22	17	67	67	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	418												
22	17	65	65	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	419												
22	17	131/2	131/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	420												
22	17	66	66	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	421												
22	17	67	67	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	422												
22	17	65	65	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	423												
22	17	131/2	131/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	424												
22	17	66	66	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	425												
22	17	67	67	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	426												
23	17	68	68	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=72.35	72.0	𝅘𝅥	72.35	0.0	
23	17	68	68	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	427	Du	der	du	Du	Ein	Nun						
23	17	68	68	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	428												
23	17	68	68	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	429												
23	17	68	68	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	430												
23	17	68	68	1.0	0	3/4	Chord	4/4	3	2	1/4	1/4	1	431												
24	18	69	69	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	432	Kön'g	Jun-	hast	sitz'st	Rich-	hilf						
24	18	70	70	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	433	der	-frau	dem	zur	-ter	uns,						
24	18	71	71	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=71.5	72.0	𝅘𝅥	71.5	0.0	
24	18	71	71	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	434	Eh-	Leib	Tod	Rech-	du	Herr,						
24	18	72	72	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	435	-ren,	nich	zer-	-ten	zu-	den						
24	18	69	69	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	436												25
24	18	277/4	277/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	437												25
24	18	139/2	139/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	438												
24	18	70	70	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	439												
24	18	141/2	141/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	440												
24	18	71	71	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	441												26
24	18	143/2	143/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	442												26
24	18	287/4	287/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	443												
24	18	72	72	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	444												
24	18	69	69	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	445												
24	18	139/2	139/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	446												
24	18	70	70	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	447												27
24	18	141/2	141/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	448												27
24	18	283/4	283/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	449												
24	18	71	71	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	450												
24	18	72	72	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	451												
24	18	69	69	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	452												
24	18	70	70	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	453												
24	18	71	71	1.5	1/2	1/2	Chord	4/4	2	2	3/8	1/4	3/2	454												
24	18	145/2	145/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	455												
24	18	69	69	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	456												
24	18	70	70	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	457												
24	18	71	71	1.5	1/2	1/2	Chord	4/4	3	2	3/8	1/4	3/2	458												
24	18	145/2	145/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	459												
25	19	73	73	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	460	Je-	hast	-stört	Got-	-künf-	Die-						
25	19	74	74	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	461	-su	ver-	sein	-tes	-tig	-nern						
25	19	75	75	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	462	Christ,	-schmäht,	Macht	gleich	bist	dein,						
25	19	76	76	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	463	Gott	zuer-	und	mit	Al-	die						
25	19	73	73	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	464												
25	19	147/2	147/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	465												
25	19	74	74	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	466												
25	19	75	75	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	467												
25	19	151/2	151/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	468												
25	19	76	76	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	469												28
25	19	153/2	153/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	470												28
25	19	307/4	307/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	471												
25	19	73	73	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	472												
25	19	74	74	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	473												
25	19	75	75	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	474												
25	19	76	76	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	475												
25	19	153/2	153/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	476												
25	19	73	73	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	477												
25	19	74	74	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	478												
25	19	75	75	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	479												
25	19	76	76	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	480												
25	19	73	73	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	481												
25	19	74	74	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	482												
25	19	75	75	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	483												
25	19	76	76	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	484												
26	20	77	77	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
26	20	77	77	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	485	Va-	-lö-	all'	al-	-les,	mit						
26	20	78	78	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	486	-ters	-sen	Chri-	-ler	was	dein'm						
26	20	79	79	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=70.8	71.0	𝅘𝅥	70.8	0.0	
26	20	79	79	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	487	ew'-	das	-sten	Ehr'	todt	Blut						
26	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	488												
26	20	80	80	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	489	-ger	mensch-	zum	in's	und	er-						
26	20	77	77	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	490												
26	20	157/2	157/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	491												
26	20	79	79	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	492												
26	20	80	80	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	493												
26	20	77	77	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	494												
26	20	78	78	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	495												
26	20	79	79	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	496												
26	20	80	80	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	497												
26	20	77	77	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	498												
26	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	499												
26	20	78	78	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	500												
26	20	79	79	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	501												
26	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	502												
26	20	80	80	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	503												
26	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	504												
26	20	77	77	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	505												
26	20	155/2	155/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	506												
26	20	78	78	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	507												
26	20	79	79	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	508												
26	20	159/2	159/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	509												
26	20	80	80	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	510												
26	20	161/2	161/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	511												
27	21	81	81	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
27	21	81	81	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	512	Sohn	-lich'	Him-	Va-	le-	-lö-						
27	21	82	82	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
27	21	82	82	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	513	du	Ge-	-mel	-ters	-bend	-set						
27	21	83	83	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	514	bist,	-schlecht,	bracht.	Reich.	ist.	sein.						
27	21	81	81	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	515												
27	21	163/2	163/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	516												
27	21	82	82	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	517												
27	21	83	83	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	518												
27	21	81	81	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	519												
27	21	165/2	165/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	520												
27	21	83	83	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	521												
27	21	81	81	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	522												
27	21	82	82	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	523												
27	21	83	83	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	524												
27	21	81	81	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	525												
27	21	82	82	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	526												
27	21	83	83	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	527												
28	21	84	84	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=72.55	73.0	𝅘𝅥	72.55	0.0	
28	21	84	84	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	528	Lass											
28	21	84	84	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	529												
28	21	84	84	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	530												
28	21	84	84	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	531												
