mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	258	tel-								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	259	-keit;								
14	14	52	52	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	260	Ei-								
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	261	-tel-								
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	262	-keit;								
14	14	52	52	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	263									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	264									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	265									
14	14	52	52	1.5	0	0	Chord	4/4	3	2	3/8	1/4	3/2	266									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	267									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	268									
14	14	52	52	1.5	0	0	Chord	4/4	4	2	3/8	1/4	3/2	269									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	270									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	271									
15	15	56	56	0.0	0	0	Tempo	3/1	1	1	0							𝅗𝅥=135.824	272.0	𝅗𝅥	135.824	0.0	
15	15	56	56	8.0	0	0	Chord	3/1	1	1	2	2	1	272	in								
15	15	64	64	4.0	2	2	Chord	3/1	1	1	1	1	1	273	dem								
15	15	56	56	8.0	0	0	Chord	3/1	1	2	2	2	1	274									
15	15	64	64	4.0	2	2	Chord	3/1	1	2	1	1	1	275									
15	15	56	56	8.0	0	0	Chord	3/1	2	1	2	2	1	276	in								
15	15	64	64	4.0	2	2	Chord	3/1	2	1	1	1	1	277	dem								
15	15	56	56	8.0	0	0	Chord	3/1	3	1	2	2	1	278									
15	15	64	64	4.0	2	2	Chord	3/1	3	1	1	1	1	279									
15	15	56	56	8.0	0	0	Chord	3/1	3	2	2	2	1	280									
15	15	64	64	4.0	2	2	Chord	3/1	3	2	1	1	1	281									
15	15	56	56	8.0	0	0	Chord	3/1	4	2	2	2	1	282									
15	15	64	64	4.0	2	2	Chord	3/1	4	2	1	1	1	283									
16	16	68	68	8.0	0	0	Chord	3/1	1	1	2	2	1	284	Him-								
16	16	76	76	4.0	2	2	Chord	3/1	1	1	1	1	1	285	-mel								
16	16	68	68	8.0	0	0	Chord	3/1	1	2	2	2	1	286									
16	16	76	76	4.0	2	2	Chord	3/1	1	2	1	1	1	287									
16	16	68	68	8.0	0	0	Chord	3/1	2	1	2	2	1	288	Him-								
16	16	76	76	4.0	2	2	Chord	3/1	2	1	1	1	1	289	-mel								
16	16	68	68	8.0	0	0	Chord	3/1	3	1	2	2	1	290									
16	16	76	76	4.0	2	2	Chord	3/1	3	1	1	1	1	291									
16	16	68	68	8.0	0	0	Chord	3/1	3	2	2	2	1	292									
16	16	76	76	4.0	2	2	Chord	3/1	3	2	1	1	1	293									
16	16	68	68	8.0	0	0	Chord	3/1	4	2	2	2	1	294									
16	16	76	76	4.0	2	2	Chord	3/1	4	2	1	1	1	295									
17	17	80	80	8.0	0	0	Chord	3/1	1	1	2	2	1	296	al-								
17	17	88	88	4.0	2	2	Chord	3/1	1	1	1	1	1	297	-le-								
17	17	80	80	8.0	0	0	Chord	3/1	1	2	2	2	1	298									
17	17	88	88	4.0	2	2	Chord	3/1	1	2	1	1	1	299									
17	17	80	80	4.0	0	0	Chord	3/1	2	1	1	1	1	300	al-								
17	17	84	84	8.0	1	1	Chord	3/1	2	1	2	2	1	301	-le-								
17	17	80	80	8.0	0	0	Chord	3/1	3	1	2	2	1	302									
17	17	88	88	4.0	2	2	Chord	3/1	3	1	1	1	1	303									
17	17	80	80	8.0	0	0	Chord	3/1	3	2	2	2	1	304									
17	17	88	88	4.0	2	2	Chord	3/1	3	2	1	1	1	305									
17	17	80	80	8.0	0	0	Chord	3/1	4	2	2	2	1	306									
17	17	88	88	4.0	2	2	Chord	3/1	4	2	1	1	1	307									
18	18	92	92	12.0	0	0	Chord	3/1	1	1	3	2	3/2	308	-zeit								
18	18	92	92	12.0	0	0	Chord	3/1	1	2	3	2	3/2	309									
18	18	92	92	12.0	0	0	Chord	3/1	2	1	3	2	3/2	310	-zeit								
18	18	92	92	12.0	0	0	Chord	3/1	3	1	3	2	3/2	311									
18	18	92	92	12.0	0	0	Chord	3/1	3	2	3	2	3/2	312									
18	18	92	92	12.0	0	0	Chord	3/1	4	2	3	2	3/2	313									
19	19	104	104	8.0	0	0	Chord	3/1	1	1	2	2	1	314	Frie-								
19	19	112	112	4.0	2	2	Chord	3/1	1	1	1	1	1	315	-de,								
19	19	104	104	8.0	0	0	Chord	3/1	1	2	2	2	1	316									
19	19	112	112	4.0	2	2	Chord	3/1	1	2	1	1	1	317									
19	19	104	104	8.0	0	0	Chord	3/1	2	1	2	2	1	318	Frie-								
19	19	112	112	4.0	2	2	Chord	3/1	2	1	1	1	1	319	-de,								
19	19	104	104	8.0	0	0	Chord	3/1	3	1	2	2	1	320									
19	19	112	112	4.0	2	2	Chord	3/1	3	1	1	1	1	321									
19	19	104	104	8.0	0	0	Chord	3/1	3	2	2	2	1	322									
19	19	112	112	4.0	2	2	Chord	3/1	3	2	1	1	1	323									
19	19	104	104	8.0	0	0	Chord	3/1	4	2	2	2	1	324									
19	19	112	112	4.0	2	2	Chord	3/1	4	2	1	1	1	325									
20	20	116	116	12.0	0	0	Chord	3/1	1	1	3	2	3/2	326	Freud'								
20	20	116	116	8.0	0	0	Chord	3/1	1	2	2	2	1	327									
20	20	124	124	4.0	2	2	Chord	3/1	1	2	1	1	1	328	und								
20	20	116	116	12.0	0	0	Chord	3/1	2	1	3	2	3/2	329	Freud'								
20	20	116	116	8.0	0	0	Chord	3/1	3	1	2	2	1	330									
20	20	124	124	4.0	2	2	Chord	3/1	3	1	1	1	1	331	und								
20	20	116	116	12.0	0	0	Chord	3/1	3	2	3	2	3/2	332									
20	20	116	116	12.0	0	0	Chord	3/1	4	2	3	2	3/2	333									
21	21	128	128	0.0	0	0	Tempo	3/1	1	1	0							𝅗𝅥=131	262.0	𝅗𝅥	131.0	0.0	
21	21	128	128	4.0	0	0	Chord	3/1	1	1	1	1	1	334									
21	21	132	132	6.0	1	1	Chord	3/1	1	1	3/2	1	3/2	335									
21	21	136	136	0.0	2	2	Tempo	3/1	1	1	0							𝅗𝅥=120	240.0	𝅗𝅥	120.0	0.0	
21	21	138	138	2.0	5/2	5/2	Chord	3/1	1	1	1/2	1/2	1	336									
21	21	128	128	8.0	0	0	Chord	3/1	1	2	2	2	1	337	See-								
21	21	136	136	4.0	2	2	Chord	3/1	1	2	1	1	1	338	-lig-								
21	21	128	128	4.0	0	0	Chord	3/1	2	1	1	1	1	339	und								
21	21	132	132	6.0	1	1	Chord	3/1	2	1	3/2	1	3/2	340	See-								
21	21	138	138	2.0	5/2	5/2	Chord	3/1	2	1	1/2	1/2	1	341	-lig-								
21	21	128	128	8.0	0	0	Chord	3/1	3	1	2	2	1	342	See-								
21	21	136	136	4.0	2	2	Chord	3/1	3	1	1	1	1	343	-lig-								
21	21	128	128	4.0	0	0	Chord	3/1	3	2	1	1	1	344	und								
21	21	132	132	6.0	1	1	Chord	3/1	3	2	3/2	1	3/2	345	See-								
21	21	138	138	2.0	5/2	5/2	Chord	3/1	3	2	1/2	1/2	1	346	-lig-								
21	21	128	128	4.0	0	0	Chord	3/1	4	2	1	1	1	347	und								
21	21	132	132	6.0	1	1	Chord	3/1	4	2	3/2	1	3/2	348	See-								
21	21	138	138	2.0	5/2	5/2	Chord	3/1	4	2	1/2	1/2	1	349	-lig-								
22	22	140	140	12.0	0	0	Chord	3/1	1	1	3	2	3/2	350									
22	22	140	140	12.0	0	0	Chord	3/1	1	2	3	2	3/2	351	-keit.								
22	22	140	140	12.0	0	0	Chord	3/1	2	1	3	2	3/2	352	-keit.								
22	22	140	140	12.0	0	0	Chord	3/1	3	1	3	2	3/2	353	-keit.								
22	22	140	140	12.0	0	0	Chord	3/1	3	2	3	2	3/2	354	-keit.								
22	22	140	140	12.0	0	0	Chord	3/1	4	2	3	2	3/2	355	-keit.								
