mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	42							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	43							
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	44							
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45							
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	46							
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	47							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	48							
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	49							
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	50							
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	51							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	52							
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	53							
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	54							
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	55							
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	56							
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	57							
3	2	8	8	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	58							
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	59							
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	60	-geg-	leb'					
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	61	-net	und					
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	62	mir	sterb'					
4	3	12	12	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	63	zu	ich					
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	64							
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	65							
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	66							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	67							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	68							
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	69							
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	70							
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	71							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	72							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	73							
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	74							
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	75							
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	76							
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	77							
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	78							
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	79							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	80							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	81							
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	82							
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	83							
4	3	9	9	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	84							
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	85							
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	86							
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	87							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	88							
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	89							
4	3	12	12	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	90							
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	91							
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0
5	4	13	13	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	92	die-	dir					
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	93							
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	94	-ser	al-					
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	95	Zeit.	-lein.					
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	96	Der	Je-					
5	4	13	13	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	97							
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	98							
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	99							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	100							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	101							
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	102							
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	103							
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	104							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	105							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	106							
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	107							
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	108							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	109							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	110							
5	4	13	13	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	111							
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	112							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	113							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	114							
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	115	schma-	-su,					
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	116	-le	mein					
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	117	Weg	Trost,					
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	118							
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	119	ist	hör'					
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	120							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	121							
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	122							
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	123							
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	124							
6	5	17	17	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	125							
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	126							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	127							
6	5	19	19	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	128							
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	129							
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	130							
6	5	17	17	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	131							
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	132							
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	133							
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	134							
6	5	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	135							
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	136							
6	5	20	20	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	137							
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	138							
6	5	17	17	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	139							
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	140							
6	5	18	18	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	141							
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	142							
6	5	19	19	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	143							
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	144							
6	5	20	20	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	145							
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	146							
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	147	trüb-	mein					
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	148	-sal-	Be-					
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	149	-voll,	-gier':					
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	150	den	o					
7	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	151							
7	6	22	22	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	152							
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	153							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	154							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	155							
7	6	21	21	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	156							
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	157							
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	158							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	159							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	160							
7	6	21	21	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	161							
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	162							
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	163							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	164							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	165							
7	6	21	21	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	166							
7	6	22	22	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	167							
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	168							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	169							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	170							
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	171	ich	mein					
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	172	zum	Hei-					
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	173	Him-	-land,					
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	174	-mel	wär'					
8	7	25	25	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	175							
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	176							
8	7	26	26	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	177							
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	178							
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	179							
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	180							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	181							
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	182							
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	183							
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	184							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	185							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	186							
8	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	187							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	188							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	189							
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	190							
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	191							
8	7	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	192							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	193							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	194							
8	7	28	28	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	195							
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	196							
9	8	29	29	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	197	wan-	ich					
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	198	-dern	bei					
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	199	soll.	dir!					
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	200							
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	201							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	202							
9	8	29	29	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	203							
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	204							
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	205							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	206							
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	207							
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	208							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	209							
9	8	29	29	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	210							
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	211							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	212							
