mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0	O						
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1	Her-						
1	1	2	2	0.0	1/2	1/2	Tempo	3/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2	-zens-						
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	3							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	4							
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	5							
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	6							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	7							
1	1	2	2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	8							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	9							
1	1	0	0	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	10							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	11							
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	12							
1	1	0	0	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	13							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	14							
1	1	2	2	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	15							
2	2	3	3	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	16	-angst,						
2	2	5	5	0.0	1/2	1/2	Tempo	3/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	17	o						
2	2	3	3	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	18							
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	19							
2	2	3	3	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	20							
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	21							
2	2	3	3	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	22							
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	23							
2	2	3	3	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	24							
