mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	197						
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	198						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	199						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	200						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	201						
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	202						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	203						
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	204						
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	205						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	206						
10	9	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	207						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	208						
10	9	35	35	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	209						
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	210						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	211						
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
11	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	212	Je-					
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	213	-su					
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	214	Christ,					
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	215	und					
11	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	216						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	217						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	218						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	219						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	220						
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	221						
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	222						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	223						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	224						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	225						
11	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	226						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	227						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	228						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	229						
11	10	37	37	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	230						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	231						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	232						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	233						
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	234	seg-					
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	235	-ne					
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	236	was					
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	237	dein					
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	238						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	239						
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	240						
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	241						
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	242						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	243						
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	244						
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	245						
12	11	41	41	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	246						
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	247						
12	11	42	42	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	248						
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	249						
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	250						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	251						
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	252						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	253						
12	11	41	41	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	254						
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	255						
12	11	42	42	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	256						
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	257						
12	11	43	43	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	258						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	259						
12	11	44	44	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	260						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	261						
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
13	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	262	Erdb-					
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	263	-theil					
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	264	ist,					
13	12	48	48	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	265	wart'					
13	12	45	45	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	266						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	267						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	268						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	269						
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	270						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	271						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	272						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	273						
13	12	45	45	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	274						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	275						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	276						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	277						
13	12	45	45	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	278						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	279						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	280						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	281						
14	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	282	und					
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	283	pfleg'					
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	284	ihr'r					
14	13	52	52	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	285	zu					
14	13	49	49	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	286						
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	287						
