mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	1/2	Tempo	3/4	1	1	0							𝅘𝅥=86.3	86.0	𝅘𝅥	86.3	0.0	
1	0	0	0	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	0	1. Ein	2. Die	articTenutoStaccatoAbove						
1	0	0	0	1.0	0	1/2	Chord	3/4	1	2	1/4	1/4	1	1			articTenutoStaccatoBelow						
1	0	0	0	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	2			articTenutoStaccatoAbove						
1	0	0	0	1.0	0	1/2	Chord	3/4	2	2	1/4	1/4	1	3			articTenutoStaccatoBelow						
1	0	0	0	1.0	0	1/2	Chord	3/4	3	2	1/4	1/4	1	4			articTenutoStaccatoAbove						
2	1	1	1	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=87	87.0	𝅘𝅥	87.0	0.0	
2	1	1	1	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	5	Kind	Kön'-							
2	1	2	2	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=87.55	88.0	𝅘𝅥	87.55	0.0	
2	1	2	2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	6		-ge							
2	1	3	3	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	
2	1	3	3	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	7	ge-	aus							
2	1	1	1	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	8									
2	1	2	2	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	9									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	10									
2	1	1	1	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	11									
2	1	2	2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	12									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	13									
2	1	1	1	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	14									0
2	1	2	2	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	15									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	16									
2	1	1	1	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	17									1
2	1	2	2	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	18									
2	1	3	3	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	19									
3	2	4	4	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=89.15	89.0	𝅘𝅥	89.15	0.0	
3	2	4	4	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	20	-born	Sa-	articTenutoStaccatoAbove						
3	2	6	6	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=85.	85.0	𝅘𝅥	85.0	0.0	
3	2	6	6	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	21	zu	-ba							
3	2	4	4	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	22			articTenutoStaccatoBelow						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	23									
3	2	4	4	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	24			articTenutoStaccatoAbove						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	25									
3	2	4	4	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	26									2
3	2	5	5	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	27			articTenutoStaccatoBelow						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	28									
3	2	4	4	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	29			articTenutoStaccatoAbove						3
3	2	5	5	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	30									
3	2	6	6	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	31			articTenutoStaccatoAbove						
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	32	Beth-	ka-							4
4	3	8	8	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	33									
4	3	9	9	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	34	-le-	-men							
4	3	7	7	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	35									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	36									
4	3	7	7	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	37									
4	3	8	8	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	38									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	39									
4	3	7	7	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	40									5
4	3	8	8	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	41									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	42									
4	3	7	7	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	43									6
4	3	8	8	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	44									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	45			articTenutoStaccatoAbove						
5	4	10	10	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=88	88.0	𝅘𝅥	88.0	0.0	
5	4	10	10	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	46	-hem,	dar,	articTenutoStaccatoAbove						
5	4	10	10	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	47			articTenutoStaccatoBelow						
5	4	10	10	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	48			articTenutoStaccatoAbove						
5	4	10	10	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	49			articTenutoStaccatoBelow						
5	4	10	10	3.0	0	0	Chord	3/4	3	2	3/4	1/2	3/2	50									
6	5	13	13	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=86	86.0	𝅘𝅥	86.0	0.0	
6	5	13	13	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	51	Beth-	ka-							7
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	52									7
6	5	13	13	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	53									8
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	54									8
6	5	13	13	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	55									9
6	5	13	13	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	56									10
6	5	14	14	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	57									10
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	58									10
6	5	13	13	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	59			articTenutoStaccatoAbove						11
6	5	14	14	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	60			articTenutoStaccatoAbove						11
6	5	15	15	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	61									11
7	6	16	16	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	62									
7	6	17	17	0.0	1/4	1/4	Tempo	3/4	1	1	0							𝅘𝅥=83.1	83.0	𝅘𝅥	83.1	0.0	
7	6	18	18	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=77.2	77.0	𝅘𝅥	77.2	0.0	
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	63	-le-	-men							
7	6	16	16	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	64									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	65									
7	6	16	16	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	66									9
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	67									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	68									
7	6	16	16	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	69									10
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	70									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	71									
7	6	16	16	1.0	0	0	Chord	3/4	3	2	1/4	1/4	1	72									11
7	6	17	17	1.0	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	73									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	74									
8	7	19	19	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
8	7	19	19	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	75	-hem,	dar,	articTenutoStaccatoAbove						
8	7	21	21	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
8	7	21	21	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	76	des	Gold,	articTenutoStaccatoAbove						
8	7	19	19	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	77			articTenutoStaccatoBelow						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	78			articTenutoStaccatoBelow						
8	7	19	19	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	79			articTenutoStaccatoAbove						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	80			articTenutoStaccatoAbove						
8	7	19	19	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	81			articTenutoStaccatoBelow						
8	7	21	21	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	82			articTenutoStaccatoBelow						
8	7	19	19	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	83									
8	7	21	21	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	84			articTenutoStaccatoAbove						
9	8	22	22	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=87	87.0	𝅘𝅥	87.0	0.0	
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	85	freu-	Weih-							
9	8	24	24	0.0	1/2	1/2	Tempo	3/4	1	1	0							𝅘𝅥=85.27	85.0	𝅘𝅥	85.27	0.0	
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	86	-et	-rauch	articTenutoStaccatoAbove						
9	8	22	22	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	87									
9	8	24	24	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	88			articTenutoStaccatoBelow						
9	8	22	22	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	89									12
9	8	23	23	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	90									
