mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	3/4	Tempo	4/4	1	1	0							𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
1	1	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0									
1	1	0	0	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	1									
1	1	0	0	1.0	0	3/4	Chord	4/4	3	1	1/4	1/4	1	2									
1	1	0	0	1.0	0	3/4	Chord	4/4	4	1	1/4	1/4	1	3									
1	1	0	0	1.0	0	3/4	Chord	4/4	5	1	1/4	1/4	1	4									
1	1	0	0	1.0	0	3/4	Chord	4/4	6	1	1/4	1/4	1	5									
1	1	0	0	1.0	0	3/4	Chord	4/4	7	1	1/4	1/4	1	6									
1	1	0	0	1.0	0	3/4	Chord	4/4	8	1	1/4	1/4	1	7	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	9	1	1/4	1/4	1	8	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	10	1	1/4	1/4	1	9	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	11	1	1/4	1/4	1	10	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	12	1	1/4	1/4	1	11									
1	1	0	0	1.0	0	3/4	Chord	4/4	13	1	1/4	1/4	1	12	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	14	1	1/4	1/4	1	13	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	15	1	1/4	1/4	1	14									
1	1	0	0	1.0	0	3/4	Chord	4/4	16	1	1/4	1/4	1	15	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	17	1	1/4	1/4	1	16	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	18	1	1/4	1/4	1	17	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	19	1	1/4	1/4	1	18	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	20	1	1/4	1/4	1	19	Wie	Er							
1	1	0	0	1.0	0	3/4	Chord	4/4	21	1	1/4	1/4	1	20	Wie	Er							
2	2	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	21									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	22									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	23									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	24									
2	2	1	1	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	25									
2	2	3/2	3/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	26									
2	2	2	2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	27									
2	2	5/2	5/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	28									
2	2	3	3	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	29									
2	2	7/2	7/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	30									
2	2	4	4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	31									
2	2	9/2	9/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	32									
2	2	1	1	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	33									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	34									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	35									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	36									
2	2	1	1	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	37									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	38									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	39									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	40									
2	2	1	1	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	41									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	42									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	43									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	44									
2	2	1	1	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	45									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	46									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	47									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	48									
2	2	1	1	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	49									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	50									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	51									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	52									
2	2	1	1	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	53	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	54	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	55	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	56	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	57	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	58	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	59	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	60	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	61	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	62	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	63	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	64	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	65	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	66	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	67	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	68	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	69									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	70									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	71									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	12	1	1/4	1/4	1	72									
2	2	1	1	1.0	0	0	Chord	4/4	13	1	1/4	1/4	1	73	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	13	1	1/4	1/4	1	74	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	13	1	1/4	1/4	1	75	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	13	1	1/4	1/4	1	76	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	77	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	78	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	79	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	80	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	15	1	1/4	1/4	1	81									
2	2	2	2	1.0	1/4	1/4	Chord	4/4	15	1	1/4	1/4	1	82									
2	2	3	3	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	83									
2	2	4	4	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	84									
2	2	1	1	1.0	0	0	Chord	4/4	16	1	1/4	1/4	1	85	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	16	1	1/4	1/4	1	86	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	16	1	1/4	1/4	1	87	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	16	1	1/4	1/4	1	88	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	17	1	1/4	1/4	1	89	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	17	1	1/4	1/4	1	90	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	17	1	1/4	1/4	1	91	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	17	1	1/4	1/4	1	92	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	18	1	1/4	1/4	1	93	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	18	1	1/4	1/4	1	94	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	18	1	1/4	1/4	1	95	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	18	1	1/4	1/4	1	96	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	19	1	1/4	1/4	1	97	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	19	1	1/4	1/4	1	98	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	19	1	1/4	1/4	1	99	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	19	1	1/4	1/4	1	100	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	20	1	1/4	1/4	1	101	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	20	1	1/4	1/4	1	102	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	20	1	1/4	1/4	1	103	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	20	1	1/4	1/4	1	104	so	zu							
2	2	1	1	1.0	0	0	Chord	4/4	21	1	1/4	1/4	1	105	bin	wird							
2	2	2	2	1.0	1/4	1/4	Chord	4/4	21	1	1/4	1/4	1	106	ich	mich							
2	2	3	3	1.0	1/2	1/2	Chord	4/4	21	1	1/4	1/4	1	107	doch	doch							
2	2	4	4	1.0	3/4	3/4	Chord	4/4	21	1	1/4	1/4	1	108	so	zu							
3	3	5	5	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
3	3	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	109									
3	3	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
3	3	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	110									
3	3	7	7	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0	
3	3	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	111									
3	3	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
3	3	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	112									
3	3	5	5	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	113									
3	3	21/4	21/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	114									
3	3	11/2	11/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	115									
3	3	23/4	23/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	116									
3	3	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	117									
3	3	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	118									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	119									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	120									
3	3	5	5	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	121									
3	3	6	6	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	122									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	123									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	124									
3	3	5	5	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	125									
3	3	6	6	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	126									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	127									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	128									
3	3	5	5	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	129									
3	3	6	6	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	130									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	131									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	132									
3	3	5	5	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	133									
3	3	6	6	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	134									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	135									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	136									
3	3	5	5	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	137									
3	3	6	6	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	138									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	139									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	140									
3	3	5	5	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	141	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	142	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	143	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	144	dass	auf-							
3	3	5	5	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	145	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	146	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	147	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	148	dass	auf-							
3	3	5	5	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	149	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	150	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	151	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	152	dass	auf-							
3	3	5	5	0.5	0	0	Chord	4/4	11	1	1/8	1/8	1	153	herz-	sei-							0
3	3	11/2	11/2	0.5	1/8	1/8	Chord	4/4	11	1	1/8	1/8	1	154									
3	3	6	6	0.5	1/4	1/4	Chord	4/4	11	1	1/8	1/8	1	155	-lich	-nem							1
3	3	13/2	13/2	0.5	3/8	3/8	Chord	4/4	11	1	1/8	1/8	1	156									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	157	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	158	dass	auf-							
3	3	5	5	0.5	0	0	Chord	4/4	12	1	1/8	1/8	1	159									
3	3	11/2	11/2	0.5	1/8	1/8	Chord	4/4	12	1	1/8	1/8	1	160									
3	3	6	6	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	161									
3	3	13/2	13/2	0.5	3/8	3/8	Chord	4/4	12	1	1/8	1/8	1	162									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	163									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	12	1	1/4	1/4	1	164									
3	3	5	5	1.0	0	0	Chord	4/4	13	1	1/4	1/4	1	165	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	13	1	1/4	1/4	1	166	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	13	1	1/4	1/4	1	167	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	13	1	1/4	1/4	1	168	dass	auf-							
3	3	5	5	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	169	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	170	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	171	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	172	dass	auf-							
3	3	5	5	0.5	0	0	Chord	4/4	15	1	1/8	1/8	1	173									
3	3	11/2	11/2	0.5	1/8	1/8	Chord	4/4	15	1	1/8	1/8	1	174									
3	3	6	6	0.5	1/4	1/4	Chord	4/4	15	1	1/8	1/8	1	175									
3	3	13/2	13/2	0.5	3/8	3/8	Chord	4/4	15	1	1/8	1/8	1	176									
3	3	7	7	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	177									
3	3	8	8	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	178									
3	3	5	5	1.0	0	0	Chord	4/4	16	1	1/4	1/4	1	179	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	16	1	1/4	1/4	1	180	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	16	1	1/4	1/4	1	181	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	16	1	1/4	1/4	1	182	dass	auf-							
3	3	5	5	1.0	0	0	Chord	4/4	17	1	1/4	1/4	1	183	herz-	sei-							
3	3	6	6	1.0	1/4	1/4	Chord	4/4	17	1	1/4	1/4	1	184	-lich	-nem							
3	3	7	7	1.0	1/2	1/2	Chord	4/4	17	1	1/4	1/4	1	185	froh,	Preis							
3	3	8	8	1.0	3/4	3/4	Chord	4/4	17	1	1/4	1/4	1	186	dass	auf-							
