mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	12	12	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	288	-ner	-nem										
4	3	9	9	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	289												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	290												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	291												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	292												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	293												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	294												
4	3	9	9	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	295												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	296												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	297												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	298												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	299												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	300												
4	3	9	9	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	301												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	302												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	303												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	304												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	305												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	306												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	307												
4	3	9	9	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	308	mich	-gend										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	8	1	1/8	1/8	1	309	in	an										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	8	1	1/8	1/8	1	310												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	311	sei-	ei-										
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	8	1	1/8	1/8	1	312												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	313	-ner	-nem										
4	3	9	9	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	314												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	315												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	316												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	317												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	318												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	319												
4	3	9	9	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	320												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	321												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	9	1	1/8	1/8	1	322												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	9	1	1/8	1/8	1	323												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	9	1	1/8	1/8	1	324												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	325												
4	3	9	9	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	326												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	327												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	328												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	9	2	1/8	1/8	1	329												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	9	2	1/8	1/8	1	330												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	331												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	332												
4	3	9	9	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	333												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	334												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	335												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	336												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	10	1	1/8	1/8	1	337												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	338												
4	3	9	9	1.0	0	0	Chord	4/4	11	2	1/4	1/4	1	339												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	340												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	341												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	11	2	1/8	1/8	1	342												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	11	2	1/8	1/8	1	343												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	11	2	1/4	1/4	1	344												
4	3	9	9	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	345												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	346												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	12	1	1/8	1/8	1	347												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	12	1	1/8	1/8	1	348												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	12	1	1/8	1/8	1	349												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	12	1	1/8	1/8	1	350												
4	3	9	9	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	351												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	352												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	353												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	13	2	1/8	1/8	1	354												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	13	2	1/8	1/8	1	355												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	13	2	1/8	1/8	1	356												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	13	2	1/8	1/8	1	357												
4	3	9	9	0.5	0	0	Chord	4/4	14	2	1/8	1/8	1	358												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	14	2	1/8	1/8	1	359												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	14	2	1/4	1/4	1	360												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	14	2	1/8	1/8	1	361												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	14	2	1/8	1/8	1	362												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	14	2	1/8	1/8	1	363												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	14	2	1/8	1/8	1	364												
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71.43	71.0	𝅘𝅥	71.43	0.0	
5	4	13	13	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	365												
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	366												
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	367					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	368												
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	369												
5	4	29/2	29/2	0.125	3/8	3/8	Chord	4/4	1	2	1/32	1/32	1	370												
5	4	117/8	117/8	0.125	13/32	13/32	Chord	4/4	1	2	1/32	1/32	1	371												
5	4	59/4	59/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	372												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	373												
5	4	13	13	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	374	Gü-	Gu-	Le-	e-								0
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	375												0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	376					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	377	-te,	-te	-ben,	-ben:								
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	378												1
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	379												1
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	380												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	381												
5	4	13	13	1.5	0	0	Chord	4/4	2	3	3/8	1/4	3/2	382												
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	3	1/8	1/8	1	383												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	3	1/4	1/4	1	384												
5	4	13	13	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	385												2
5	4	14	14	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	386												2
5	4	29/2	29/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	387												2
5	4	59/4	59/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	388												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	389												
5	4	13	13	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	390												3
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	391												3
5	4	14	14	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	392												3
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	393												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	394												
5	4	13	13	0.75	0	0	Chord	4/4	4	1	3/16	1/8	3/2	395												4
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	396												4
5	4	14	14	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	397					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	398												
5	4	13	13	1.5	0	0	Chord	4/4	5	3	3/8	1/4	3/2	399												
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	5	3	1/8	1/8	1	400												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	5	3	1/4	1/4	1	401												
5	4	13	13	0.75	0	0	Chord	4/4	6	1	3/16	1/8	3/2	402	Gü-	Gu-										5
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	6	1	1/16	1/16	1	403												5
5	4	14	14	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	404					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	405	-te,	-te										
5	4	13	13	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	406												6
5	4	14	14	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	407												6
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	408												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	409												
5	4	13	13	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	410												7
5	4	14	14	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	411												7
5	4	29/2	29/2	0.25	3/8	3/8	Chord	4/4	7	1	1/16	1/16	1	412												7
5	4	59/4	59/4	0.25	7/16	7/16	Chord	4/4	7	1	1/16	1/16	1	413												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	414												
5	4	13	13	0.5	0	0	Chord	4/4	7	2	1/8	1/8	1	415												8
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	7	2	1/8	1/8	1	416												8
5	4	14	14	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	417												8
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	418												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	419												
5	4	13	13	0.75	0	0	Chord	4/4	8	1	3/16	1/8	3/2	420	Gü-	Gu-										9
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	8	1	1/16	1/16	1	421												9
5	4	14	14	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	422					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	423	-te,	-te										
5	4	13	13	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	424												10
5	4	14	14	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	425												10
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	426												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	427												
5	4	13	13	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	428												11
5	4	14	14	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	429												11
5	4	29/2	29/2	0.25	3/8	3/8	Chord	4/4	9	1	1/16	1/16	1	430												11
5	4	59/4	59/4	0.25	7/16	7/16	Chord	4/4	9	1	1/16	1/16	1	431												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	432												
5	4	13	13	0.5	0	0	Chord	4/4	9	2	1/8	1/8	1	433												12
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	434												12
5	4	14	14	0.5	1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	435												12
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	436												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	437												
5	4	13	13	0.75	0	0	Chord	4/4	10	1	3/16	1/8	3/2	438												13
5	4	55/4	55/4	0.25	3/16	3/16	Chord	4/4	10	1	1/16	1/16	1	439												13
5	4	14	14	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	440					ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	441												
5	4	13	13	1.0	0	0	Chord	4/4	11	2	1/4	1/4	1	442												14
5	4	14	14	0.5	1/4	1/4	Chord	4/4	11	2	1/8	1/8	1	443												14
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	11	2	1/8	1/8	1	444												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	445												
5	4	13	13	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	446												15
5	4	14	14	0.5	1/4	1/4	Chord	4/4	12	1	1/8	1/8	1	447												15
5	4	29/2	29/2	0.25	3/8	3/8	Chord	4/4	12	1	1/16	1/16	1	448												15
5	4	59/4	59/4	0.25	7/16	7/16	Chord	4/4	12	1	1/16	1/16	1	449												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	450												
5	4	13	13	0.5	0	0	Chord	4/4	13	2	1/8	1/8	1	451												16
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	13	2	1/8	1/8	1	452												16
5	4	14	14	0.5	1/4	1/4	Chord	4/4	13	2	1/8	1/8	1	453												16
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	13	2	1/8	1/8	1	454												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	455												
5	4	13	13	0.5	0	0	Chord	4/4	14	2	1/8	1/8	1	456												17
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	14	2	1/8	1/8	1	457												17
5	4	14	14	0.5	1/4	1/4	Chord	4/4	14	2	1/8	1/8	1	458												17
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	14	2	1/8	1/8	1	459												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	14	2	1/4	1/4	1	460												
6	5	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	461												
6	5	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	462												
6	5	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	463	Er	auf										
6	5	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	464												
6	5	16	16	1.0	0	3/4	Chord	4/4	2	3	1/4	1/4	1	465												
6	5	16	16	1.0	0	3/4	Chord	4/4	3	1	1/4	1/4	1	466												
6	5	16	16	1.0	0	3/4	Chord	4/4	3	2	1/4	1/4	1	467												
6	5	16	16	1.0	0	3/4	Chord	4/4	4	1	1/4	1/4	1	468												
6	5	16	16	1.0	0	3/4	Chord	4/4	5	3	1/4	1/4	1	469												
6	5	16	16	1.0	0	3/4	Chord	4/4	6	1	1/4	1/4	1	470	Er											
6	5	16	16	1.0	0	3/4	Chord	4/4	6	2	1/4	1/4	1	471												
6	5	16	16	1.0	0	3/4	Chord	4/4	7	1	1/4	1/4	1	472												
6	5	16	16	1.0	0	3/4	Chord	4/4	7	2	1/4	1/4	1	473												
6	5	16	16	1.0	0	3/4	Chord	4/4	8	1	1/4	1/4	1	474	Er											
6	5	16	16	1.0	0	3/4	Chord	4/4	8	2	1/4	1/4	1	475												
6	5	16	16	1.0	0	3/4	Chord	4/4	9	1	1/4	1/4	1	476												
6	5	16	16	1.0	0	3/4	Chord	4/4	9	2	1/4	1/4	1	477												
6	5	16	16	1.0	0	3/4	Chord	4/4	10	1	1/4	1/4	1	478												
6	5	16	16	1.0	0	3/4	Chord	4/4	11	2	1/4	1/4	1	479												
6	5	16	16	1.0	0	3/4	Chord	4/4	12	1	1/4	1/4	1	480												
6	5	16	16	1.0	0	3/4	Chord	4/4	13	2	1/4	1/4	1	481												
6	5	16	16	1.0	0	3/4	Chord	4/4	14	2	1/4	1/4	1	482												
7	6	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	483												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	484												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	485												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	486												
7	6	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	487												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	488												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	489												
7	6	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	490	wei-	Erd'										
7	6	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	491	-det	in										
7	6	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	492	mich	christ-										
7	6	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	493	ohn'	-li-										
7	6	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	494												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	495												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	496												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	497												
7	6	17	17	1.0	0	0	Chord	4/4	2	3	1/4	1/4	1	498												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	2	3	1/4	1/4	1	499												
7	6	19	19	0.5	1/2	1/2	Chord	4/4	2	3	1/8	1/8	1	500												
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	3	1/8	1/8	1	501												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	2	3	1/4	1/4	1	502												
7	6	17	17	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	503												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	504												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	505												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	506												
7	6	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	507												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	508												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	509												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	510												
7	6	17	17	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	511												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	512												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	513												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	514												
7	6	17	17	1.0	0	0	Chord	4/4	5	3	1/4	1/4	1	515												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	5	3	1/4	1/4	1	516												
7	6	19	19	0.5	1/2	1/2	Chord	4/4	5	3	1/8	1/8	1	517												
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	5	3	1/8	1/8	1	518												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	5	3	1/4	1/4	1	519												
7	6	17	17	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	520	wei-											
7	6	18	18	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	521	-det											
7	6	19	19	1.0	1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	522	mich											
7	6	20	20	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	523	ohn'											
7	6	17	17	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	524												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	525												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	526												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	527												
7	6	17	17	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	528												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	529												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	530												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	531												
7	6	17	17	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	532												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	533												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	534												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	535												
7	6	17	17	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	536	wei-											
7	6	18	18	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	537	-det											
7	6	19	19	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	538	mich											
7	6	20	20	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	539	ohn'											
7	6	17	17	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	540												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	541												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	542												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	543												
7	6	17	17	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	544												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	545												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	546												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	547												
7	6	17	17	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	548												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	549												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	550												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	551												
7	6	17	17	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	552												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	553												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	554												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	555												
7	6	17	17	1.0	0	0	Chord	4/4	11	2	1/4	1/4	1	556												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	11	2	1/4	1/4	1	557												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	11	2	1/4	1/4	1	558												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	11	2	1/4	1/4	1	559												
7	6	17	17	1.0	0	0	Chord	4/4	12	1	1/4	1/4	1	560												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	12	1	1/4	1/4	1	561												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	12	1	1/4	1/4	1	562												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	12	1	1/4	1/4	1	563												
7	6	17	17	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	564												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	565												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	566												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	567												
7	6	17	17	1.0	0	0	Chord	4/4	14	2	1/4	1/4	1	568												
7	6	18	18	1.0	1/4	1/4	Chord	4/4	14	2	1/4	1/4	1	569												
7	6	19	19	1.0	1/2	1/2	Chord	4/4	14	2	1/4	1/4	1	570												
7	6	20	20	1.0	3/4	3/4	Chord	4/4	14	2	1/4	1/4	1	571												
8	7	21	21	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	572												
8	7	87/4	87/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	573												
8	7	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	574					ornamentTrill							
8	7	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	575												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	576												
8	7	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	577												
8	7	21	21	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	578	Un-	-cher										
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	579	-ter-	Ge-										
8	7	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	580	-lass,	-mein',										
8	7	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	581	da-	und										
8	7	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	582												
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	583												
8	7	22	22	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	584												
