mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0	1. Ma-	dass	10. Drum	weil							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1	-che	dich	so	die							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2	dich,	nicht	lasst	Angst,							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3	mein	die	uns	Noth							
1	1	0	0	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	4											
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	5											
1	1	2	2	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	6											
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	7											
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	8											
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	9											
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	10											
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	11											
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	12											
1	1	0	0	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	13											
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	14											
1	1	1	1	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	15											
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	16											
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	17											
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	18											
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	19											
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	20											
1	1	0	0	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	21											
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	22											
1	1	1	1	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	23											
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	24											
1	1	2	2	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	25											
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	26											
1	1	3	3	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	27											
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	28											
2	2	4	4	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	29	Geist,	bö-	im-	und							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	30	be-	-se	-mer-	Ge-							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	31	-reit,	Zeit	-dar	-fahr							
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	32											
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	33											
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	34											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	35											
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	36											
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	37											
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	38											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	39											
2	2	4	4	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	40											
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	41											
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	42											
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	43											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	44											
2	2	4	4	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	45											
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	46											
2	2	5	5	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	47											
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	48											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	49											
3	3	8	8	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	50	wa-	un-	wa-	im-							
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	51	-che	-ver-	-chen,	-mer							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	52	fleh'	-hofft	fle-	nä-							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53	und	be-	-hen,	-her							
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	54											
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	55											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	56											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	57											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	58											
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	59											
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	60											
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	61											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62											
3	3	8	8	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	63											
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	64											
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	65											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	66											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	67											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	68											
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	69											
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	70											
3	3	8	8	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	71											
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	72											
3	3	9	9	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	73											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	74											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	75											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	76											
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	77											
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	78											
4	4	12	12	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	79	be-	-tre-	be-	tre-							
4	4	13	13	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	80	-te,	-te:	-ten,	-ten;							
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	81											0
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	82											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	83											
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	84											1
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	85											1
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	86											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	87											
4	4	12	12	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	88											2
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	89											2
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	90											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	91											
4	4	13	13	0.0	1/4	1/4	StaffText	4/4	2	3	0								Cont.						
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	3	1/8	1/8	1	92											
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	3	1/8	1/8	1	93											
4	4	12	12	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	94											3
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	95											3
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	96											
4	4	13	13	0.0	1/4	1/4	StaffText	4/4	3	3	0								Cont.						
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	3	1/8	1/8	1	97											
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	3	1/8	1/8	1	98											
5	5	16	16	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	99	denn	denn									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	100	es	die									
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	101	ist	Zeit									
5	5	16	16	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	102											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	103											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	104											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	105											
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	106											
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	107											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	108											
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	109											
5	5	16	16	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	110											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	111											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	112											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	113											
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	114											
5	5	16	16	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	115											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	116											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	117											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	118											
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	119											
6	6	20	20	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	120											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	121											
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	122											
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	123	Sa-	ist									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	124	-tans	nicht									
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	125	List	weit,									
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	126											
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	127											
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	128											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	129											
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	130											
6	6	20	20	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	131											
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	132											
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	133											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	134											
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	135											
6	6	20	20	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	136											
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	137											
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	138											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	139											
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	140											
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	141	ü-	da									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	142	-ber	uns									
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	143	vie-	Gott									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	144											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	145	-le	wird									
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	146											
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	147											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	148											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	149											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	150											
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	151											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	152											
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	153											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	154											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	155											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	156											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	157											
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	158											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	159											
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	160											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	161											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	162											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	163											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	164											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	165											
7	7	24	24	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	166											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	167											
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	168											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	169											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	170											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	171											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	172											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	173											
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	174	From-	rich-									4
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	175											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	176	-men	-ten,									
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	177											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	178											
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	179											5
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	180											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	181											
8	8	28	28	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	182											6
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	183											6
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	184											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	185											
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	3	1/8	1/8	1	186											
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	3	1/8	1/8	1	187											
8	8	28	28	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	188											7
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	189											7
