mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	61										
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	62	-bei	Tod								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	63	will	und								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	64	ich	E-								
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	65	ver-	-lend								
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	66										
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	67										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	68										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	69										
4	3	9	9	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	70										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	71										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	72										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	73										
4	3	12	12	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	74										
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	75										
4	3	9	9	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	76										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	77										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	78										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	79										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	80										
4	3	9	9	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	81										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	82										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	83										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	84										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	85										
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	86										
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	87										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	88										
5	4	13	13	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	89	-blei-	trei-	ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	90	-ben.	-ben:								
5	4	13	13	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	91										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	92										
5	4	13	13	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	93										0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	94										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	95										
5	4	13	13	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	96										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	97										
5	4	13	13	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	98										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	99										
6	5	16	16	0.0	0	3/4	Tempo	4/4	1	1	0								𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
6	5	16	16	0.5	0	3/4	Chord	4/4	1	1	1/8	1/8	1	100										
6	5	33/2	33/2	0.5	1/8	7/8	Chord	4/4	1	1	1/8	1/8	1	101										
6	5	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	102	so									
6	5	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	103										
6	5	16	16	1.0	0	3/4	Chord	4/4	3	1	1/4	1/4	1	104										
6	5	16	16	1.0	0	3/4	Chord	4/4	3	2	1/4	1/4	1	105										
6	5	16	16	1.0	0	3/4	Chord	4/4	4	2	1/4	1/4	1	106										
7	6	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	107										
7	6	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	108										
7	6	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	109										
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	110										
7	6	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	111										
7	6	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	112										
7	6	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	113	wird									
7	6	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	114	Gott									
7	6	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	115	mich									
7	6	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	116	ganz									
7	6	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	117										
7	6	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	118										
7	6	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	119										
7	6	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	120										
7	6	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	121										
7	6	17	17	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	122										
7	6	35/2	35/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	123										
7	6	18	18	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	124										
7	6	19	19	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	125										
7	6	20	20	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	126										
7	6	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	127										
7	6	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	128										
7	6	19	19	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	129										
7	6	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	130										
7	6	17	17	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	131										
7	6	18	18	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	132										
7	6	19	19	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	133										
7	6	20	20	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	134										
8	7	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	135										
8	7	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	136										
8	7	23	23	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	137										
8	7	47/2	47/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	138										
8	7	24	24	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	139										
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	140										
8	7	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	141	vä-									
8	7	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	142	-ter-									
8	7	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	143	-lich									
8	7	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	144	in									
8	7	21	21	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	145										
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	146										
8	7	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	147										
8	7	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	148										
8	7	21	21	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	149										
8	7	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	150										
8	7	22	22	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	151										
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	152										
8	7	23	23	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	153										
8	7	24	24	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	154										
8	7	49/2	49/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	155										
8	7	21	21	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	156										
8	7	22	22	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	157										
8	7	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	158										
8	7	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	159										
8	7	21	21	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	160										
8	7	22	22	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	161										
8	7	23	23	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	162										
8	7	24	24	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	163										
9	8	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	164										
9	8	26	26	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	165										
9	8	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	166										
9	8	27	27	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	167										
9	8	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	168										
9	8	28	28	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	169										
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	170										
9	8	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	171	sei-									
9	8	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	172	-nen									
9	8	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	173	Ar-									
9	8	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	174	-men									
9	8	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	175										
9	8	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	176										
9	8	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	177										
9	8	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	178										
9	8	25	25	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	179										
9	8	26	26	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	180										
9	8	27	27	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	181										
9	8	55/2	55/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	182										
9	8	28	28	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	183										
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	184										
9	8	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	185										
9	8	26	26	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	186										
9	8	53/2	53/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	187										
9	8	27	27	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	188										
9	8	28	28	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	189										
9	8	25	25	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	190										
9	8	26	26	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	191										
9	8	53/2	53/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	192										
9	8	27	27	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	193										
9	8	28	28	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	194										
10	9	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	195										
10	9	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	196										
10	9	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
10	9	30	30	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	197										
10	9	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	198										
10	9	31	31	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
10	9	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	199										
10	9	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
10	9	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	200										
10	9	29	29	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	201	hal-									
10	9	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	202	-ten.									
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	203	Drum									
10	9	29	29	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	204										
10	9	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	205										
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	206										
10	9	29	29	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	207										1
10	9	30	30	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	208										
10	9	31	31	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	209										
10	9	32	32	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	210										
10	9	29	29	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	211										
10	9	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	212										
10	9	32	32	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	213										
10	9	29	29	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	214										
10	9	31	31	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	215										
10	9	32	32	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	216										
11	10	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	217										
11	10	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
11	10	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	218										
11	10	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
11	10	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	219										
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	220										
11	10	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
11	10	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	221										
11	10	73/2	73/2	0.0	7/8	7/8	Tempo	4/4	1	1	0								𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
11	10	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	222	lass									
11	10	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	223	ich									
11	10	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	224	ihn									
11	10	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	225	nur									
11	10	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	226										
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	227										
11	10	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	228										
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	229										
11	10	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	230										
11	10	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	231										
11	10	33	33	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	232										
11	10	34	34	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	233										
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	234										
11	10	35	35	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	235										
11	10	36	36	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	236										
11	10	33	33	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	237										
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	238										
11	10	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	239										
11	10	35	35	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	240										
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	241										
11	10	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	242										
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	243										
11	10	33	33	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	244										
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	245										
11	10	34	34	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	246										
11	10	35	35	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	247										
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	248										
11	10	36	36	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	249										
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	250										
12	11	37	37	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
12	11	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	251										
12	11	75/2	75/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	252										
12	11	151/4	151/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	253										
12	11	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=55.2	55.0	𝅘𝅥	55.2	0.0	
12	11	38	38	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	254			ornamentTrill							
12	11	155/4	155/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	255										
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	256										
12	11	37	37	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	257	wal-		ornamentTrill							
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	258	-ten.									
12	11	37	37	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	259										
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	260										
12	11	37	37	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	261										2
12	11	38	38	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	262										
12	11	39	39	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	263										
12	11	37	37	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	264										
12	11	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	265										
12	11	37	37	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	266										
12	11	39	39	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	267										
