mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	3/4	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
1	0	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0	Der	denn						
1	0	0	0	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	1								
1	0	0	0	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	2								
1	0	0	0	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	3								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	4								
1	0	0	0	0.5	0	3/4	Chord	4/4	3	2	1/8	1/8	1	5								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	3	2	1/8	1/8	1	6								
2	1	1	1	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
2	1	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	7	Tag,	Got-						
2	1	2	2	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	8	der	-tes						
2	1	3	3	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	9	ist	Sohn						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	10	so	vom						
2	1	1	1	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	11								
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	12								
2	1	3	3	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	13								
