mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	58	mein	euch								
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	59	Er-	nicht								
3	3	8	8	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	60	Schä-	Eh-								
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	61										
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	62	-tzen,	-ren,								
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	63	du,	ich,								
3	3	10	10	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	64	du	ich								
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	65	bist	mag								
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	66										
3	3	8	8	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	67	Schät-	Eh-								
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	68	-zen	-ren,								
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	69	du,	ich,								
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	70	du	ich								
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	71	bist	mag								
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	72	du,	ich,								
3	3	9	9	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	73	du	ich								
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	74	bist	mag								
3	3	10	10	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	75	mein	euch								
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	76	Er-	nicht								
3	3	11	11	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	77	-gö-	hö-								3
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	78										
3	3	9	9	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	79										
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	80										
3	3	10	10	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	81										
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	82										
3	3	11	11	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	83										4
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	84	-gö-	hö-								
4	4	14	14	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=66.5	66.0	𝅘𝅥	66.5	0.0	
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	85	-tzen,	-ren,								
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	86	mein	euch								
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	87	Er-	nicht								
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	88										
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	89	-gö-	hö-	ornamentTrill							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	90	-tzen,	-ren,								
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	91	Je-	bleibt								5
4	4	12	12	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	92	mein	euch								
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	93	Er-	nicht								
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	94										
4	4	13	13	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	95	-gö-	hö-								6
4	4	53/4	53/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	96										6
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	97										
4	4	14	14	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	98	-tzen,	ren,								
4	4	12	12	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	99										3
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16	1/16	1	100										3
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16	1/16	1	101										3
4	4	13	13	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	102										
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	103	-tzen,	-ren,								
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	104	Je-	bleibt								
4	4	15	15	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	105										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	106	-su,	mir,								
4	4	12	12	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	107										4
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	5	1	1/16	1/16	1	108										4
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	5	1	1/16	1/16	1	109										4
4	4	13	13	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	110										
4	4	14	14	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	111										
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	112										
4	4	15	15	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	113										
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	114										
5	5	16	16	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	115	Je-	bleibt								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	116										
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	117	-su,	mir								
5	5	18	18	0.0	1/2	1/2	Tempo	4/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	118	mei-	un-								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	119	-ne	-be-								
5	5	16	16	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	120										5
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	121										
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	122	-su,	mir								
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	123										
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	124	mei-	un-								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	125										
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	126	-ne	-be-								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	127	Je-	bleibt								7
5	5	17	17	1.5	1/4	1/4	Chord	4/4	3	1	3/8	1/4	3/2	128										
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	129	-su,	mir								
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	130	mei-	un-								
5	5	16	16	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	131	Je-	bleibt								
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	132										
5	5	17	17	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	133	-su	mir								
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	134										
5	5	18	18	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	135	mei-	un-								
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	136										
5	5	19	19	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	137	-ne	-be-								
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	138										
5	5	16	16	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	139										
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	140										
5	5	17	17	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	141										
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	142										
5	5	18	18	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	143										
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	144										
5	5	19	19	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	145										
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	146										
6	6	20	20	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	147	Lust!	-wusst!								
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	148	Lust,	-wusst,								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	149	mei-	un-								
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	150										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	151	-ne	-be-								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	152	Lust!	-wusst!								
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	153										
6	6	21	21	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	154	-ne	-be-								8
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	155										8
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	156										
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	157	Lust!	-wusst!								
6	6	20	20	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	158	Lust,	-wusst,								
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	159	mei-	un-								9
6	6	21	21	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	160										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	161	-ne	-be-								
6	6	22	22	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	162	Lust!	-wusst!								
6	6	20	20	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	163										
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	164										10
6	6	21	21	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	165										
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	166										
6	6	22	22	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	167										
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	168	E-									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	169	-lend,									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	170	Noth									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	171	Kreuz,									
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	172	E-									
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	173										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	174	-lend,									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	175										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	176	Noth,									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	177										
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	178	Kreuz,									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	179										
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	180	E-									
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	181										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	182	-lend,									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	183										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	184	Noth,									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	185										
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	186	Kreuz,									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	187										
7	7	24	24	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	188	E-									
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	189										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	1	1/8	1/8	1	190	-lend,									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	191										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	192	Noth,									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	193										
7	7	27	27	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	194	Kreuz,									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	195										
7	7	24	24	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	196										
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	197										
7	7	25	25	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	198										
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	199										
7	7	26	26	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	200										
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	201										
7	7	27	27	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	202										
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	203										
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	204	Schmach									
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	205	und									
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	206	Tod									
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	207	Schmach									
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	208	und									
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	209	Tod,									
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	210	Schmach									11
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	211										
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	212	und									
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	213	Schmach									
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	214	und									
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	215										
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	216	Tod,									
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	217										
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	218	Schmach									
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	219	und									
8	8	28	28	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	220	Schmach									
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	221										
8	8	29	29	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	222	und									
8	8	30	30	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	223	Tod									
8	8	28	28	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	224										
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	225										
8	8	29	29	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	226										
8	8	30	30	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	227										
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=65.3	65.0	𝅘𝅥	65.3	0.0	
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	228	soll									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	229	mich,									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	230	ob									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231	ich									
9	9	32	32	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	232	Tod									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	233	soll									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	234	mich,									
9	9	69/2	69/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	235	ob-									12
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	236										12
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	237										12
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	238	Tod									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	239	soll									
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	240	mich,									
9	9	67/2	67/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	241	ob									
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	242	ich									
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	243										
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	244	viel									
9	9	65/2	65/2	1.0	1/8	1/8	Chord	4/4	4	1	1/4	1/4	1	245	soll									
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	246	mich,									
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	247										
9	9	34	34	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	248	ob									
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	249	ich									
9	9	35	35	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	250	viel									
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	251	muss									
9	9	65/2	65/2	1.0	1/8	1/8	Chord	4/4	5	1	1/4	1/4	1	252										
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	5	1	1/16	1/16	1	253										
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	5	1	1/16	1/16	1	254										
9	9	34	34	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	255										
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	256										
9	9	35	35	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	257										
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	258										
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	259	viel									
10	10	73/2	73/2	0.0	1/8	1/8	Tempo	4/4	1	1	0								𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
