mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	3/4	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
1	0	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0	Das	Er						
1	0	0	0	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	1								
1	0	0	0	0.5	0	3/4	Chord	4/4	2	1	1/8	1/8	1	2								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	2	1	1/8	1/8	1	3								
1	0	0	0	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	4								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	5								
1	0	0	0	0.5	0	3/4	Chord	4/4	3	2	1/8	1/8	1	6								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	3	2	1/8	1/8	1	7								
1	0	0	0	1.0	0	3/4	Chord	4/4	4	1	1/4	1/4	1	8	Das	Er						
1	0	0	0	1.0	0	3/4	Chord	4/4	4	2	1/4	1/4	1	9								
1	0	0	0	0.5	0	3/4	Chord	4/4	5	1	1/8	1/8	1	10								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	5	1	1/8	1/8	1	11								
1	0	0	0	0.5	0	3/4	Chord	4/4	5	2	1/8	1/8	1	12								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	5	2	1/8	1/8	1	13								
1	0	0	0	1.0	0	3/4	Chord	4/4	6	1	1/4	1/4	1	14	Das	Er						
1	0	0	0	1.0	0	3/4	Chord	4/4	6	2	1/4	1/4	1	15								
1	0	0	0	0.5	0	3/4	Chord	4/4	7	1	1/8	1/8	1	16								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	7	1	1/8	1/8	1	17								
1	0	0	0	0.5	0	3/4	Chord	4/4	7	2	1/8	1/8	1	18								
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	7	2	1/8	1/8	1	19								
2	1	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	20	Wort	ist						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	21	sie	bei						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	22	sol-	uns						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	23								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	24	-len	wohl						
2	1	1	1	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	25								
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	26								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	27								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	28								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	29								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	30								
2	1	1	1	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	31								
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	32								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	33								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	34								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	35								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	36								
2	1	1	1	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	37								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	38								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	39								
2	1	3	3	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	40								
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	41								
2	1	4	4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	42								
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	43								
2	1	1	1	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	44								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	45								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	46								
2	1	3	3	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	47								
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	48								
2	1	4	4	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	49								
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	50								
2	1	1	1	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	51	Wort	ist						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	52	sie	bei						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	53	sol-	uns						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	54								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	55	-len	wohl						
2	1	1	1	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	56								
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	57								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	58								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	59								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	60								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	61								
2	1	1	1	0.5	0	0	Chord	4/4	5	1	1/8	1/8	1	62								
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	5	1	1/8	1/8	1	63								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	64								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	65								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	66								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	67								
2	1	1	1	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	68								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	5	2	1/8	1/8	1	69								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	5	2	1/8	1/8	1	70								
2	1	3	3	0.5	1/2	1/2	Chord	4/4	5	2	1/8	1/8	1	71								
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	5	2	1/8	1/8	1	72								
2	1	4	4	0.5	3/4	3/4	Chord	4/4	5	2	1/8	1/8	1	73								
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	5	2	1/8	1/8	1	74								
2	1	1	1	1.0	0	0	Chord	4/4	6	1	1/4	1/4	1	75	Wort	ist						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	76	sie	bei						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	77	sol-	uns						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	78								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	79	-len	wohl						
2	1	1	1	0.5	0	0	Chord	4/4	6	2	1/8	1/8	1	80								
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	81								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	82								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	83								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	84								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	85								
2	1	1	1	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	86								
2	1	3/2	3/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	87								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	88								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	89								
2	1	3	3	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	90								
2	1	4	4	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	91								
2	1	1	1	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	92								
2	1	2	2	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	93								
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	94								
2	1	3	3	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	95								
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	96								
2	1	4	4	0.5	3/4	3/4	Chord	4/4	7	2	1/8	1/8	1	97								
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	7	2	1/8	1/8	1	98								
3	2	5	5	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
3	2	5	5	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	99	las-	auf						
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	100								
3	2	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	101	-sen	dem						
3	2	13/2	13/2	0.0	3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
3	2	7	7	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	102	stahn	Plan						
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	103	und	mit						
3	2	5	5	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	104								0
3	2	11/2	11/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	105								
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	106								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	107								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	108								
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	109								
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	110								
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	111								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	112								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	113								
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	114								
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	115								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	116								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	117								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	118								
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	119								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	120								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	121								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	122								
3	2	5	5	0.5	0	0	Chord	4/4	4	1	1/8	1/8	1	123	las-	auf						
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8	1/8	1	124								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	125	-sen	dem						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	126	stahn	Plan						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	127	und	mit						
3	2	5	5	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	128								1
3	2	11/2	11/2	1.0	1/8	1/8	Chord	4/4	4	2	1/4	1/4	1	129								
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	130								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	131								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	132								
3	2	5	5	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	133								
3	2	6	6	0.5	1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	134								
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	135								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	136								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	137								
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	138								
3	2	5	5	1.0	0	0	Chord	4/4	5	2	1/4	1/4	1	139								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	140								
