mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0	Je-	ach						
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1	-su,	wie						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2	mei-	lang',						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3	-ne	ach						
1	1	0	0	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	4								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	5								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	6								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	7								
1	1	0	0	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	8								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	9								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	10								
1	1	2	2	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	11								
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	12								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	13								
1	1	0	0	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	14								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	15								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	16								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	17								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	18								
1	1	0	0	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	19								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	20								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	21								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	22								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	23								
1	1	0	0	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	24	Je-	ach						
1	1	1	1	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	25	-su,	wie						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	26	mei-	lang',						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	27	-ne	ach						
1	1	0	0	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	28	Je-	ach						
1	1	1	1	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	29	-su,	wie						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	30	mei-	lang',						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	31	-ne	ach						
1	1	0	0	0.5	0	0	Chord	4/4	6	1	1/8	1/8	1	32	Je-	ach						
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	6	1	1/8	1/8	1	33								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	34	-su,	wie						
1	1	2	2	0.5	1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	35	mei-	lang',						
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	36								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	37	-ne	ach						
1	1	0	0	0.5	0	0	Chord	4/4	7	1	1/8	1/8	1	38	Je-	ach						
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	39								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	40	-su	we						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	41	mei-	lang',						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	42	-ne	ach						
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	43	Freu-	lan-						
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	44	-de,	-ge						
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	45								0
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	46								
