mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	1/2	Tempo	3/4	1	1	0					𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
1	0	0	0	1.0	0	1/2	Chord	3/4	1	1	1/4	1/4	1	0	Herr						
1	0	0	0	1.0	0	1/2	Chord	3/4	1	2	1/4	1/4	1	1							
1	0	0	0	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	2							
1	0	0	0	0.5	0	1/2	Chord	3/4	2	2	1/8	1/8	1	3							
1	0	1/2	1/2	0.5	1/8	5/8	Chord	3/4	2	2	1/8	1/8	1	4							
1	0	0	0	0.5	0	1/2	Chord	3/4	3	2	1/8	1/8	1	5							
1	0	1/2	1/2	0.5	1/8	5/8	Chord	3/4	3	2	1/8	1/8	1	6							
2	1	1	1	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	7	Gott,						
2	1	3	3	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	8	dich						
2	1	1	1	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	9							
2	1	3	3	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	10							
2	1	1	1	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	11							
2	1	3	3	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	12							
2	1	1	1	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	13							0
2	1	3/2	3/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	14							0
2	1	2	2	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	15							0
2	1	5/2	5/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	16							
2	1	3	3	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	17							
2	1	7/2	7/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	18							
2	1	1	1	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	19							1
2	1	3/2	3/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	20							1
2	1	2	2	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	21							1
2	1	5/2	5/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	22							
2	1	3	3	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	23							
2	1	7/2	7/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	24							
3	2	4	4	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	25	lo-						
3	2	6	6	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	26	-ben						
3	2	4	4	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	27							
3	2	6	6	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	28							
3	2	4	4	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	29							
3	2	6	6	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	30							
3	2	4	4	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	31							2
3	2	9/2	9/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	32							2
3	2	5	5	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	33							2
3	2	11/2	11/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	34							
3	2	6	6	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	35							
3	2	13/2	13/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	36							
3	2	4	4	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	37							3
3	2	9/2	9/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	38							3
3	2	5	5	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	39							3
3	2	11/2	11/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	40							
3	2	6	6	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	41							
3	2	13/2	13/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	42							
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	43	al-						
4	3	8	8	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	44	le						
4	3	7	7	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	45							4
4	3	8	8	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	46							
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	47							
4	3	7	7	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	48							
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	49							
4	3	7	7	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	50							5
4	3	15/2	15/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	51							5
4	3	8	8	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	52							5
4	3	17/2	17/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	53							
4	3	9	9	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	54							
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	55							
4	3	7	7	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	56							6
4	3	15/2	15/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	57							6
4	3	8	8	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	58							6
4	3	17/2	17/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	59							
4	3	9	9	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	60							
4	3	19/2	19/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	61							
5	4	10	10	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	62	wir						
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	63	und						
5	4	10	10	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	64							
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	65							
5	4	10	10	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	66							
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	67							
5	4	10	10	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	68							
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	69							
5	4	10	10	2.0	0	0	Chord	3/4	3	2	1/2	1/2	1	70							
5	4	12	12	1.0	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	71							
6	5	13	13	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	72	sol-						
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	73	-len						
6	5	13	13	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	74							
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	75							
6	5	13	13	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	76							
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	77							
6	5	13	13	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	78							7
6	5	27/2	27/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	79							7
6	5	14	14	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	80							7
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	81							
6	5	15	15	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	82							
6	5	31/2	31/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	83							
6	5	13	13	0.5	0	0	Chord	3/4	3	2	1/8	1/8	1	84							8
6	5	27/2	27/2	0.5	1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	85							8
6	5	14	14	0.5	1/4	1/4	Chord	3/4	3	2	1/8	1/8	1	86							8
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	87							
6	5	15	15	0.5	1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	88							
6	5	31/2	31/2	0.5	5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	89							
7	6	16	16	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	90	bil-						
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	91	-lig						
7	6	16	16	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	92							9
7	6	17	17	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	93							
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	94							
