mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
34	34	130	134	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	929									
34	34	128	132	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	930									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	931									
34	34	128	132	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	932									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	933									
34	34	128	132	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	934									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	935									
34	34	128	132	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	936									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	937									
34	34	128	132	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	938									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	939									
34	34	128	132	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	940	viel								
34	34	130	134	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	941	zu								
34	34	128	132	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	942									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	943									
34	34	128	132	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	944									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	945									
34	34	128	132	1.0		0	0	Chord	4/4	12	2	1/4		1/4	1	946									18
34	34	129	133	1.0		1/4	1/4	Chord	4/4	12	2	1/4		1/4	1	947									
34	34	130	134	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	948									
34	34	128	132	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	949									
34	34	130	134	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	950									
34	34	128	132	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	951									
34	34	130	134	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	952									
35	35	132	136	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	953									
35	35	265/2	273/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	954									
35	35	133	137	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	955									
35	35	135	139	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	956									
35	35	271/2	279/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	957									
35	35	132	136	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	958									
35	35	134	138	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	959									
35	35	132	136	4.0		0	0	Chord	4/4	3	1	1		1	1	960									
35	35	132	136	4.0		0	0	Chord	4/4	4	1	1		1	1	961									
35	35	132	136	4.0		0	0	Chord	4/4	5	1	1		1	1	962									
35	35	132	136	4.0		0	0	Chord	4/4	6	1	1		1	1	963									
35	35	132	136	4.0		0	0	Chord	4/4	7	1	1		1	1	964									
35	35	132	136	4.0		0	0	Chord	4/4	8	2	1		1	1	965									
35	35	132	136	4.0		0	0	Chord	4/4	9	1	1		1	1	966									
35	35	132	136	4.0		0	0	Chord	4/4	10	1	1		1	1	967									
35	35	132	136	4.0		0	0	Chord	4/4	11	1	1		1	1	968	gut,								
35	35	132	136	4.0		0	0	Chord	4/4	11	2	1		1	1	969									
35	35	132	136	4.0		0	0	Chord	4/4	12	1	1		1	1	970									
35	35	132	136	4.0		0	0	Chord	4/4	12	2	1		1	1	971									
35	35	132	136	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	972									
35	35	134	138	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	973									
35	35	132	136	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	974									
35	35	134	138	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	975									
36	36	136	140	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	976									
36	36	137	141	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	977									
36	36	275/2	283/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	978									
36	36	138	142	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	979									
36	36	139	143	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	980									
36	36	279/2	287/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	981									
36	36	136	140	4.0		0	0	Chord	4/4	1	2	1		1	1	982									
36	36	136	140	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	983									
36	36	138	142	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	984									
36	36	136	140	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	985									
36	36	138	142	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	986									
37	37	140	144	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	987									
37	37	281/2	289/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	988									
37	37	141	145	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	989									
37	37	283/2	291/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	990									
37	37	142	146	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	991									
37	37	285/2	293/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	992									
37	37	143	147	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	993									
37	37	287/2	295/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	994									
37	37	140	144	4.0		0	0	Chord	4/4	1	2	1		1	1	995									
37	37	140	144	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	996									
37	37	142	146	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	997									
37	37	140	144	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	998									
37	37	142	146	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	999									
38	38	144	148	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1000									
38	38	145	149	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1001									
38	38	291/2	299/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1002									
38	38	583/4	599/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1003									
38	38	146	150	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1004									
38	38	147	151	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1005									
38	38	295/2	303/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1006									
38	38	144	148	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1007									
38	38	145	149	1.0		1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	1008									
38	38	146	150	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1009									
38	38	147	151	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1010									
38	38	144	148	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1011									
38	38	145	149	1.0		1/4	1/4	Chord	4/4	13	1	1/4		1/4	1	1012									
38	38	146	150	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1013									
38	38	147	151	1.0		3/4	3/4	Chord	4/4	13	1	1/4		1/4	1	1014									
38	38	144	148	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1015									
38	38	145	149	1.0		1/4	1/4	Chord	4/4	14	1	1/4		1/4	1	1016									
38	38	146	150	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1017									
38	38	147	151	1.0		3/4	3/4	Chord	4/4	14	1	1/4		1/4	1	1018									
39	39	148	152	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1019									
39	39	297/2	305/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1020									
39	39	149	153	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1021									
39	39	299/2	307/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1022									
39	39	150	154	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1023									
39	39	301/2	309/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1024									
39	39	151	155	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1025									
39	39	303/2	311/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1026									
39	39	148	152	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	1027									
39	39	150	154	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1028									
39	39	301/2	309/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1029									
39	39	151	155	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1030									
39	39	303/2	311/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1031									
39	39	301/2	309/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1032									
39	39	151	155	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1033									
39	39	303/2	311/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1034									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1035									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1036									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	1037									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	1038									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	1039									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	1040									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	1041									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	1042									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	1043	und								
39	39	150	154	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	1044									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	1045									
39	39	150	154	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	1046									
39	39	148	152	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1047									
39	39	150	154	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1048									
39	39	148	152	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1049									
39	39	150	154	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1050									
40	40	152	156	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1051									
40	40	153	157	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1052									
40	40	307/2	315/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1053									
40	40	154	158	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1054									
40	40	155	159	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1055									
40	40	311/2	319/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1056									
40	40	152	156	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1057									
40	40	153	157	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1058									
40	40	307/2	315/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1059									
40	40	154	158	1.0		1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	1060									
40	40	155	159	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1061									
40	40	311/2	319/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1062									
40	40	152	156	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	1063									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	1064									
40	40	152	156	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	1065									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1066									
40	40	152	156	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	1067									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1068									
40	40	152	156	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	1069									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	1070									
40	40	152	156	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	1071									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	1072									
40	40	152	156	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	1073									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	1074									
40	40	152	156	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	1075									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	1076									
40	40	152	156	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	1077									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	1078									
40	40	152	156	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	1079									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	1080									
40	40	152	156	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	1081	noch								
40	40	154	158	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	1082	jetz-								
40	40	152	156	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	1083									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	1084									
40	40	152	156	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	1085									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	1086									
40	40	152	156	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	1087									
40	40	154	158	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	1088									
40	40	152	156	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1089									
40	40	154	158	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1090									
40	40	152	156	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1091									
40	40	154	158	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1092									
41	41	156	160	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1093									
41	41	313/2	321/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1094									
41	41	157	161	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1095									
41	41	159	163	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1096									
41	41	319/2	327/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1097									
41	41	156	160	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	1098									
41	41	313/2	321/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1099									
41	41	157	161	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	1100									
41	41	159	163	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1101									
41	41	319/2	327/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1102									
41	41	156	160	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1103									
41	41	158	162	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1104									
41	41	156	160	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	1105									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1106									
41	41	156	160	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	1107									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1108									
41	41	156	160	2.0		0	0	Chord	4/4	5	1	1/2		1/2	1	1109									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	5	1	1/2		1/2	1	1110									
41	41	156	160	2.0		0	0	Chord	4/4	6	1	1/2		1/2	1	1111									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	6	1	1/2		1/2	1	1112									
41	41	156	160	2.0		0	0	Chord	4/4	7	1	1/2		1/2	1	1113									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	7	1	1/2		1/2	1	1114									
41	41	156	160	2.0		0	0	Chord	4/4	8	2	1/2		1/2	1	1115									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	8	2	1/2		1/2	1	1116									
41	41	156	160	2.0		0	0	Chord	4/4	9	1	1/2		1/2	1	1117									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	9	1	1/2		1/2	1	1118									
41	41	156	160	2.0		0	0	Chord	4/4	10	1	1/2		1/2	1	1119									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	10	1	1/2		1/2	1	1120									
41	41	156	160	2.0		0	0	Chord	4/4	11	1	1/2		1/2	1	1121	-und								
41	41	158	162	2.0		1/2	1/2	Chord	4/4	11	1	1/2		1/2	1	1122	ge-								
41	41	156	160	2.0		0	0	Chord	4/4	11	2	1/2		1/2	1	1123									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	11	2	1/2		1/2	1	1124									
41	41	156	160	2.0		0	0	Chord	4/4	12	1	1/2		1/2	1	1125									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	12	1	1/2		1/2	1	1126									
41	41	156	160	2.0		0	0	Chord	4/4	12	2	1/2		1/2	1	1127									
41	41	158	162	2.0		1/2	1/2	Chord	4/4	12	2	1/2		1/2	1	1128									
41	41	156	160	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1129									
41	41	158	162	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1130									
41	41	156	160	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1131									
41	41	158	162	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1132									
42	42	160	164	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1133									
42	42	321/2	329/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1134									
42	42	161	165	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1135									
42	42	323/2	331/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1136									
42	42	162	166	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1137									
42	42	325/2	333/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1138									
42	42	163	167	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1139									
42	42	327/2	335/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1140									
42	42	160	164	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	1141									
42	42	321/2	329/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1142									
42	42	161	165	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1143									
42	42	323/2	331/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1144									
42	42	162	166	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1145									
42	42	325/2	333/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1146									
42	42	163	167	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1147									
42	42	327/2	335/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1148									
42	42	321/2	329/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1149									
42	42	161	165	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1150									
42	42	323/2	331/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1151									
42	42	162	166	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	1152									
42	42	160	164	4.0		0	0	Chord	4/4	3	1	1		1	1	1153									
42	42	160	164	4.0		0	0	Chord	4/4	4	1	1		1	1	1154									
42	42	160	164	4.0		0	0	Chord	4/4	5	1	1		1	1	1155									
42	42	160	164	4.0		0	0	Chord	4/4	6	1	1		1	1	1156									
42	42	160	164	4.0		0	0	Chord	4/4	7	1	1		1	1	1157									
42	42	160	164	4.0		0	0	Chord	4/4	8	2	1		1	1	1158									
42	42	160	164	4.0		0	0	Chord	4/4	9	1	1		1	1	1159									
42	42	160	164	4.0		0	0	Chord	4/4	10	1	1		1	1	1160									
42	42	160	164	4.0		0	0	Chord	4/4	11	1	1		1	1	1161	-than.								
42	42	160	164	4.0		0	0	Chord	4/4	11	2	1		1	1	1162									
42	42	160	164	4.0		0	0	Chord	4/4	12	1	1		1	1	1163									
42	42	160	164	4.0		0	0	Chord	4/4	12	2	1		1	1	1164									
42	42	160	164	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1165									
42	42	162	166	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1166									
42	42	160	164	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1167									
42	42	162	166	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1168									
43	43	164	168	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1169									
43	43	329/2	337/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1170									
43	43	165	169	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1171									
43	43	167	171	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1172									
43	43	164	168	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	1173									
43	43	329/2	337/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1174									
43	43	165	169	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	1175									
43	43	167	171	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1176									
43	43	164	168	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	1177									
43	43	166	170	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	1178									
43	43	164	168	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1179									
43	43	166	170	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1180									
43	43	164	168	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1181									
43	43	166	170	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1182									
44	44	168	172	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1183									
44	44	337/2	345/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1184									
44	44	169	173	2.0		1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1185									
44	44	171	175	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1186									
44	44	168	172	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	1187									
44	44	169	173	2.0		1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	1188									
44	44	171	175	1.0		3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	1189									
44	44	168	172	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	1190									
44	44	170	174	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	1191									
44	44	168	172	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1192									
44	44	170	174	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1193									
44	44	168	172	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1194									
44	44	170	174	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1195									
45	45	172	176	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1196									
45	45	345/2	353/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1197									
45	45	173	177	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1198									
45	45	174	178	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1199									
45	45	175	179	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1200									
45	45	172	176	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	1201									
45	45	345/2	353/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1202									
45	45	173	177	3.0		1/4	1/4	Chord	4/4	1	2	3/4		1/2	3/2	1203									
45	45	172	176	2.0		0	0	Chord	4/4	2	1	1/2	r8	1/2	1	1204									
45	45	174	178	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1205									
45	45	172	176	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1206									
45	45	174	178	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1207									
45	45	172	176	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1208									
45	45	174	178	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1209									
46	46	176	180	0.0		0	0	Tempo	4/4	1	1	0								𝅗𝅥=56.6	113.0	𝅗𝅥	56.6	0.0	
46	46	176	180	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1210									
46	46	353/2	361/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1211									
46	46	177	181	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1212									
46	46	178	182	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1213									
46	46	357/2	365/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1214									
46	46	179	183	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1215									
46	46	359/2	367/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1216									
46	46	176	180	4.0		0	0	Chord	4/4	1	2	1		1	1	1217									
46	46	176	180	1.0		0	0	Chord	4/4	13	1	1/4		1/4	1	1218									
46	46	178	182	1.0		1/2	1/2	Chord	4/4	13	1	1/4		1/4	1	1219									
46	46	176	180	1.0		0	0	Chord	4/4	14	1	1/4		1/4	1	1220									
46	46	178	182	1.0		1/2	1/2	Chord	4/4	14	1	1/4		1/4	1	1221									
47	47	180	184	0.0		0	0	Tempo	4/4	1	1	0								𝅗𝅥=56.3	113.0	𝅗𝅥	56.3	0.0	
47	47	180	184	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1222									
47	47	361/2	369/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1223									
47	47	181	185	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1224									
47	47	363/2	371/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1225									
47	47	182	186	0.0		1/2	1/2	Tempo	4/4	1	1	0								𝅗𝅥=56	112.0	𝅗𝅥	56.0	0.0	
47	47	182	186	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1226									
47	47	365/2	373/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1227									
47	47	183	187	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1228									
47	47	180	184	4.0		0	0	Chord	4/4	1	2	1		1	1	1229									
47	47	361/2	369/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1230									
47	47	181	185	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1231									
47	47	363/2	371/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1232									
47	47	182	186	2.0		1/2	1/2	Chord	4/4	2	1	1/2	r8	1/2	1	1233									
