mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
10	10	27	27	3.0		0	0	Chord	3/4	2	2	3/4	1/2	3/2	124							
10	10	27	27	3.0		0	0	Chord	3/4	3	2	3/4	1/2	3/2	125							
11	11	30	30	0.0		0	0	Tempo	3/4	1	1	0					𝅘𝅥=84.45	84.0	𝅘𝅥	84.45	0.0	
11	11	30	30	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	126	Er						
11	11	31	31	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	127	lässt						
11	11	32	32	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	128	dich						
11	11	30	30	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	129							
11	11	31	31	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	130							
11	11	32	32	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	131							
11	11	30	30	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	132							
11	11	31	31	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	133							
11	11	32	32	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	134							
11	11	30	30	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	135							
11	11	31	31	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	136							
11	11	32	32	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	137							
11	11	30	30	1.0		0	0	Chord	3/4	3	2	1/4	1/4	1	138							
11	11	31	31	1.0		1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	139							
11	11	32	32	1.0		1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	140							
12	12	33	33	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	141	freund-						6
12	12	34	34	0.0		1/4	1/4	Tempo	3/4	1	1	0					𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
12	12	34	34	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	142							
12	12	35	35	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	143	-lich						
12	12	33	33	1.5		0	0	Chord	3/4	1	2	3/8	1/4	3/2	144							7
12	12	69/2	69/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	145							
12	12	35	35	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	146							
12	12	71/2	71/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	147							
12	12	33	33	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	148							8
12	12	34	34	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	149							
12	12	35	35	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	150							
12	12	71/2	71/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	151							
12	12	33	33	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	152							9
12	12	34	34	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	153							
12	12	35	35	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	154							
12	12	33	33	1.0		0	0	Chord	3/4	3	2	1/4	1/4	1	155							10
12	12	34	34	1.0		1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	156							
12	12	35	35	1.0		1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	157							
13	13	36	36	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	158	zu						
13	13	38	38	0.0		1/2	1/2	Tempo	3/4	1	1	0					𝅘𝅥=83.1	83.0	𝅘𝅥	83.1	0.0	
13	13	38	38	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	159	sich						
13	13	36	36	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	160							11
13	13	37	37	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	161							
13	13	38	38	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	162							
13	13	36	36	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	163							
13	13	37	37	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	164							
13	13	38	38	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	165							
13	13	77/2	77/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	166							
13	13	36	36	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	167							
13	13	37	37	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	168							
13	13	38	38	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	169							
13	13	36	36	1.0		0	0	Chord	3/4	3	2	1/4	1/4	1	170							
13	13	37	37	1.0		1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	171							
13	13	38	38	1.0		1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	172							
14	14	39	39	0.0		0	0	Tempo	3/4	1	1	0					𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
14	14	39	39	2.0		0	0	Chord	3/4	1	1	1/2	1/2	1	173	la-						
14	14	40	40	0.0		1/4	1/4	Tempo	3/4	1	1	0					𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
14	14	41	41	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	174	-den,						
14	14	39	39	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	175							12
14	14	40	40	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	176							
14	14	41	41	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	177							
14	14	39	39	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	178							13
14	14	40	40	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	179							13
14	14	81/2	81/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	180							
14	14	41	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	181							
14	14	39	39	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	182							14
14	14	40	40	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	183							
14	14	41	41	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	184							
14	14	39	39	1.0		0	0	Chord	3/4	3	2	1/4	1/4	1	185							15
14	14	40	40	1.0		1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	186							
14	14	41	41	1.0		1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	187							
15	15	42	42	0.0		0	0	Tempo	3/4	1	1	0					𝅘𝅥=79.6	80.0	𝅘𝅥	79.6	0.0	
15	15	42	42	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	188	freu-						
15	15	87/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	189	-e						
15	15	44	44	0.0		1/2	1/2	Tempo	3/4	1	1	0					𝅘𝅥=79.4	79.0	𝅘𝅥	79.4	0.0	
15	15	44	44	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	190	dich,						
15	15	42	42	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	191							
15	15	85/2	85/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	192							
15	15	43	43	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	193							
15	15	44	44	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	194							
15	15	42	42	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	195							
15	15	43	43	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	196							
15	15	87/2	87/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	197							
15	15	44	44	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	198							
15	15	42	42	1.5		0	0	Chord	3/4	2	2	3/8	1/4	3/2	199							
15	15	87/2	87/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	200							
15	15	44	44	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	201							
15	15	89/2	89/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	202							
15	15	42	42	1.5		0	0	Chord	3/4	3	2	3/8	1/4	3/2	203							
15	15	87/2	87/2	0.5		3/8	3/8	Chord	3/4	3	2	1/8	1/8	1	204							
15	15	44	44	0.5		1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	205							
15	15	89/2	89/2	0.5		5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	206							
16	16	45	45	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	207	I-						
16	16	93/2	93/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	208							
16	16	47	47	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	209	-sra-						
16	16	45	45	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	210							16
16	16	91/2	91/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	211							16
16	16	46	46	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	212							
16	16	47	47	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	213							
16	16	45	45	2.0		0	0	Chord	3/4	2	1	1/2	1/2	1	214							
16	16	47	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	215							
16	16	45	45	0.5		0	0	Chord	3/4	2	2	1/8	1/8	1	216							17
16	16	91/2	91/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	217							17
16	16	46	46	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	218							
16	16	47	47	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	219							
16	16	95/2	95/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	220							
16	16	45	45	0.5		0	0	Chord	3/4	3	2	1/8	1/8	1	221							18
16	16	91/2	91/2	0.5		1/8	1/8	Chord	3/4	3	2	1/8	1/8	1	222							18
16	16	46	46	1.0		1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	223							
16	16	47	47	0.5		1/2	1/2	Chord	3/4	3	2	1/8	1/8	1	224							
16	16	95/2	95/2	0.5		5/8	5/8	Chord	3/4	3	2	1/8	1/8	1	225							
17	17	48	48	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	226	-el,						
17	17	49	49	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	227	sei-						
17	17	50	50	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	228	-ner						
17	17	48	48	1.0		0	0	Chord	3/4	1	2	1/4	1/4	1	229							
17	17	49	49	1.0		1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	230							
17	17	50	50	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	231							
17	17	48	48	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	232							
17	17	49	49	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	233							
17	17	50	50	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	234							
17	17	48	48	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	235							
17	17	49	49	1.0		1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	236							
17	17	50	50	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	237							
17	17	48	48	1.0		0	0	Chord	3/4	3	2	1/4	1/4	1	238							
17	17	49	49	1.0		1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	239							
17	17	50	50	1.0		1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	240							
18	18		51	0.0	1	0	0	Tempo	3/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
18	18		51	2.0	1	0	0	Chord	3/4	1	1	1/2	1/2	1	241	Gna-						
18	18		52	0.0	1	1/4	1/4	Tempo	3/4	1	1	0					𝅘𝅥=73.2	73.0	𝅘𝅥	73.2	0.0	
18	18		52	0.0	1	1/4	1/4	Tempo	3/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
18	18		53	1.0	1	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	242	-den.						
18	18		51	1.0	1	0	0	Chord	3/4	1	2	1/4	1/4	1	243							19
18	18		52	1.0	1	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	244							
18	18		53	1.0	1	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	245							
18	18		51	1.0	1	0	0	Chord	3/4	2	1	1/4	1/4	1	246							20
18	18		52	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	247							20
18	18		105/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	248							
18	18		53	1.0	1	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	249							
18	18		51	1.0	1	0	0	Chord	3/4	2	2	1/4	1/4	1	250							21
18	18		52	1.0	1	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	251							
18	18		53	1.0	1	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	252							
18	18		51	1.0	1	0	0	Chord	3/4	3	2	1/4	1/4	1	253							22
18	18		52	1.0	1	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	254							
18	18		53	1.0	1	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	255							
19	19	51	54	0.0	2	0	0	Tempo	3/4	1	1	0					𝅘𝅥=66.64	67.0	𝅘𝅥	66.64	0.0	
19	19	51	54	2.0	2	0	0	Chord	3/4	1	1	1/2	1/2	1	256	Gna-						
19	19	52	55	0.0	2	1/4	1/4	Tempo	3/4	1	1	0					𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
19	19	53	56	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	257	-den.						
19	19	51	54	1.0	2	0	0	Chord	3/4	1	2	1/4	1/4	1	258							23
19	19	52	55	1.0	2	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	259							
19	19	53	56	1.0	2	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	260							
19	19	51	54	1.0	2	0	0	Chord	3/4	2	1	1/4	1/4	1	261							24
19	19	52	55	0.5	2	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	262							24
19	19	105/2	111/2	0.5	2	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	263							
19	19	53	56	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	264							
19	19	51	54	1.0	2	0	0	Chord	3/4	2	2	1/4	1/4	1	265							25
19	19	52	55	1.0	2	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	266							
19	19	53	56	1.0	2	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	267							
19	19	51	54	1.0	2	0	0	Chord	3/4	3	2	1/4	1/4	1	268							26
19	19	52	55	1.0	2	1/4	1/4	Chord	3/4	3	2	1/4	1/4	1	269							
19	19	53	56	1.0	2	1/2	1/2	Chord	3/4	3	2	1/4	1/4	1	270							
