mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
9	8	55/2	63/2	0.5		5/8	5/8	Chord	4/4	5	2	1/8	1/8	1	298									
9	8	28	32	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	299									
9	8	25	29	1.0		0	0	Chord	4/4	6	1	1/4	1/4	1	300									
9	8	26	30	1.0		1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	301									
9	8	27	31	1.0		1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	302									
9	8	28	32	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	303									
9	8	25	29	0.5		0	0	Chord	4/4	6	2	1/8	1/8	1	304									
9	8	51/2	59/2	0.5		1/8	1/8	Chord	4/4	6	2	1/8	1/8	1	305									
9	8	26	30	1.0		1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	306									
9	8	27	31	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	307									
9	8	28	32	0.5		3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	308									
9	8	57/2	65/2	0.5		7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	309									
9	8	25	29	1.0		0	0	Chord	4/4	7	1	1/4	1/4	1	310									
9	8	26	30	1.0		1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	311									
9	8	27	31	1.0		1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	312									
9	8	28	32	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	313									
9	8	25	29	0.5		0	0	Chord	4/4	8	2	1/8	1/8	1	314									
9	8	51/2	59/2	0.5		1/8	1/8	Chord	4/4	8	2	1/8	1/8	1	315									
9	8	26	30	1.0		1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	316									
9	8	27	31	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	317									
9	8	28	32	0.5		3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	318									
9	8	57/2	65/2	0.5		7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	319									
9	8	25	29	0.5		0	0	Chord	4/4	9	2	1/8	1/8	1	320									
9	8	51/2	59/2	0.5		1/8	1/8	Chord	4/4	9	2	1/8	1/8	1	321									
9	8	26	30	1.0		1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	322									
9	8	27	31	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	323									
9	8	28	32	0.5		3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	324									
9	8	57/2	65/2	0.5		7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	325									
9	8	25	29	0.5		0	0	Chord	4/4	10	2	1/8	1/8	1	326									
9	8	51/2	59/2	0.5		1/8	1/8	Chord	4/4	10	2	1/8	1/8	1	327									
9	8	26	30	1.0		1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	328									
9	8	27	31	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	329									
9	8	28	32	0.5		3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	330									
9	8	57/2	65/2	0.5		7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	331									
10	9	29	33	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	332									
10	9	59/2	67/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	333									
10	9	61/2	69/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	334									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	335									
10	9	32	36	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	336									
10	9	65/2	73/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	337									
10	9	29	33	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	338									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	339									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	340									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	341									
10	9	29	33	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	342									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	343									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	344									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	345									
10	9	29	33	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	346									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	347									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	348									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	349									
10	9	29	33	1.0		0	0	Chord	4/4	4	2	1/4	1/4	1	350									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	351									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	352									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	353									
10	9	29	33	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	354	und								
10	9	30	34	1.0		1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	355	der								
10	9	31	35	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	356	Sohn,								
10	9	32	36	1.0		3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	357	uns								
10	9	29	33	1.0		0	0	Chord	4/4	5	2	1/4	1/4	1	358									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	359									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	360									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	361									
10	9	29	33	1.0		0	0	Chord	4/4	6	1	1/4	1/4	1	362									
10	9	30	34	0.5		1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	363									
10	9	61/2	69/2	0.5		3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	364									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	365									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	366									
10	9	29	33	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	367									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	368									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	369									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	370									
10	9	29	33	1.0		0	0	Chord	4/4	7	1	1/4	1/4	1	371									
10	9	30	34	0.5		1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	372									
10	9	61/2	69/2	0.5		3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	373									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	374									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	375									
10	9	29	33	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	376									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	377									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	378									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	379									
10	9	29	33	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	380									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	381									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	382									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	383									
10	9	29	33	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	384									
10	9	30	34	1.0		1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	385									
10	9	31	35	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	386									
10	9	32	36	1.0		3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	387									
11	10	33	37	2.0		0	0	Chord	4/4	1	1	1/2	1/2	1	388									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	389									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	390									
11	10	36	40	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	391									
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	392									
11	10	33	37	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	393									
11	10	67/2	75/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	394									
11	10	34	38	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	395									
11	10	69/2	77/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	396									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	397									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	398									
11	10	33	37	1.0		0	0	Chord	4/4	1	3	1/4	1/4	1	399									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	1	3	1/4	1/4	1	400									
11	10	35	39	1.5		1/2	1/2	Chord	4/4	1	3	3/8	1/4	3/2	401									
11	10	33	37	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	402									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	403									
11	10	35	39	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	404									
11	10	33	37	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	405									
11	10	34	38	0.5		1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	406									
11	10	69/2	77/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	407									
11	10	35	39	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	408									
11	10	36	40	0.5		3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	409									
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	410									
11	10	33	37	1.0		0	0	Chord	4/4	4	2	1/4	1/4	1	411									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	412									
11	10	35	39	1.0		1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	413									
11	10	36	40	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	414									
11	10	33	37	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	415	seg-								
11	10	34	38	0.5		1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	416	-ne								
11	10	69/2	77/2	0.5		3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	417									
11	10	35	39	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	418	Gott,								
11	10	36	40	0.5		3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	419	der								
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	420									
11	10	33	37	1.0		0	0	Chord	4/4	5	2	1/4	1/4	1	421									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	422									
11	10	35	39	1.0		1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	423									
11	10	36	40	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	424									
11	10	33	37	1.0		0	0	Chord	4/4	6	1	1/4	1/4	1	425									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	6	1	1/4	1/4	1	426									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	6	1	1/8	1/8	1	427									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	6	1	1/8	1/8	1	428									
11	10	36	40	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	429									
11	10	33	37	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	430									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	431									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	432									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	433									
11	10	36	40	0.5		3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	434									
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	435									
11	10	33	37	1.0		0	0	Chord	4/4	7	1	1/4	1/4	1	436									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	437									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	438									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	439									
11	10	36	40	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	440									
11	10	33	37	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	441									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	442									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	443									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	444									
11	10	36	40	0.5		3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	445									
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	446									
11	10	33	37	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	447									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	448									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	9	2	1/8	1/8	1	449									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	9	2	1/8	1/8	1	450									
11	10	36	40	0.5		3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	451									
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	452									
11	10	33	37	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	453									
11	10	34	38	1.0		1/4	1/4	Chord	4/4	10	2	1/4	1/4	1	454									
11	10	35	39	0.5		1/2	1/2	Chord	4/4	10	2	1/8	1/8	1	455									
11	10	71/2	79/2	0.5		5/8	5/8	Chord	4/4	10	2	1/8	1/8	1	456									
11	10	36	40	0.5		3/4	3/4	Chord	4/4	10	2	1/8	1/8	1	457									
11	10	73/2	81/2	0.5		7/8	7/8	Chord	4/4	10	2	1/8	1/8	1	458									
12	11	37	41	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	459									
12	11	149/4	165/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	460									
12	11	75/2	83/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	461									
12	11	77/2	85/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	462									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	463									
12	11	40	44	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	464									
12	11	81/2	89/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	465									
12	11	163/4	179/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	466									
12	11	37	41	0.25		0	0	Chord	4/4	1	2	1/16	1/16	1	467									
12	11	149/4	165/4	0.25		1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	468									
12	11	75/2	83/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	469									
12	11	38	42	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	470									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	471									
12	11	40	44	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	472									
12	11	81/2	89/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	473									
12	11	163/4	179/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	474									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	475									
12	11	40	44	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	476									
12	11	81/2	89/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	477									
12	11	163/4	179/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	478									
12	11	37	41	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	479									
12	11	38	42	1.0		1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	480									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	481									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	482									
12	11	37	41	0.5		0	0	Chord	4/4	4	2	1/8	1/8	1	483									
12	11	75/2	83/2	0.5		1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	484									
12	11	38	42	1.0		1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	485									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	486									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	487									
12	11	37	41	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	488	heil'-								
12	11	38	42	1.0		1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	489	-ge								
12	11	39	43	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	490	Geist,								
12	11	40	44	1.0		3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	491	dem								
12	11	37	41	0.5		0	0	Chord	4/4	5	2	1/8	1/8	1	492									
12	11	75/2	83/2	0.5		1/8	1/8	Chord	4/4	5	2	1/8	1/8	1	493									
12	11	38	42	1.0		1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	494									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	5	2	1/4	1/4	1	495									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	5	2	1/4	1/4	1	496									
12	11	37	41	0.5		0	0	Chord	4/4	6	1	1/8	1/8	1	497									
12	11	75/2	83/2	0.5		1/8	1/8	Chord	4/4	6	1	1/8	1/8	1	498									
12	11	38	42	0.5		1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	499									
12	11	77/2	85/2	0.5		3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	500									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	501									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	502									
12	11	37	41	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	503									
12	11	38	42	1.0		1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	504									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	505									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	506									
12	11	38	42	0.0		1/4	1/4	StaffText	4/4	6	3	0						Cont.						
12	11	38	42	1.0		1/4	1/4	Chord	4/4	6	3	1/4	1/4	1	507									
12	11	37	41	0.5		0	0	Chord	4/4	7	1	1/8	1/8	1	508									
12	11	75/2	83/2	0.5		1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	509									
12	11	38	42	0.5		1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	510									
12	11	77/2	85/2	0.5		3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	511									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	512									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	513									
12	11	37	41	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	514									
12	11	38	42	1.0		1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	515									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	516									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	517									
12	11	37	41	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	518									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	519									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	520									
12	11	38	42	0.0		1/4	1/4	StaffText	4/4	9	3	0						Cont.						
12	11	38	42	1.0		1/4	1/4	Chord	4/4	9	3	1/4	1/4	1	521									
12	11	37	41	1.0		0	0	Chord	4/4	10	2	1/4	1/4	1	522									
12	11	39	43	1.0		1/2	1/2	Chord	4/4	10	2	1/4	1/4	1	523									
12	11	40	44	1.0		3/4	3/4	Chord	4/4	10	2	1/4	1/4	1	524									
12	11	38	42	0.0		1/4	1/4	StaffText	4/4	10	3	0						Cont.						
12	11	38	42	1.0		1/4	1/4	Chord	4/4	10	3	1/4	1/4	1	525									
13	12	41	45	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	526									
13	12	83/2	91/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	527									
13	12	167/4	183/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	528									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	529									
13	12	85/2	93/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	530									
13	12	171/4	187/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	531									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	532									
13	12	41	45	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	533									
13	12	83/2	91/2	0.25		1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	534									
13	12	167/4	183/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	535									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	536									
13	12	85/2	93/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	537									
13	12	171/4	187/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	538									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	539									
13	12	41	45	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	540									
13	12	83/2	91/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	541									
13	12	167/4	183/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	542									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	543									
13	12	85/2	93/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	544									
13	12	171/4	187/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	545									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	546									
13	12	41	45	1.0		0	0	Chord	4/4	3	1	1/4	1/4	1	547									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	548									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	549									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	550									
13	12	44	48	1.0		3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	551									
13	12	41	45	1.0		0	0	Chord	4/4	4	2	1/4	1/4	1	552									
13	12	42	46	1.0		1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	553									
13	12	43	47	0.5		1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	554									
13	12	87/2	95/2	0.5		5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	555									
13	12	44	48	0.5		3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	556									
13	12	89/2	97/2	0.5		7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	557									
13	12	41	45	1.0		0	0	Chord	4/4	5	1	1/4	1/4	1	558	al-								
13	12	42	46	0.5		1/4	1/4	Chord	4/4	5	1	1/8	1/8	1	559	-le								
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	5	1	1/8	1/8	1	560									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	561	Welt								
13	12	44	48	1.0		3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	562	die								
13	12	41	45	1.0		0	0	Chord	4/4	5	2	1/4	1/4	1	563									
13	12	42	46	1.0		1/4	1/4	Chord	4/4	5	2	1/4	1/4	1	564									
13	12	43	47	0.5		1/2	1/2	Chord	4/4	5	2	1/8	1/8	1	565									
13	12	87/2	95/2	0.5		5/8	5/8	Chord	4/4	5	2	1/8	1/8	1	566									
13	12	44	48	0.5		3/4	3/4	Chord	4/4	5	2	1/8	1/8	1	567									
13	12	89/2	97/2	0.5		7/8	7/8	Chord	4/4	5	2	1/8	1/8	1	568									
13	12	41	45	0.5		0	0	Chord	4/4	6	1	1/8	1/8	1	569									
13	12	83/2	91/2	0.5		1/8	1/8	Chord	4/4	6	1	1/8	1/8	1	570									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	6	1	1/8	1/8	1	571									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	6	1	1/8	1/8	1	572									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	6	1	1/4	1/4	1	573									
13	12	44	48	1.0		3/4	3/4	Chord	4/4	6	1	1/4	1/4	1	574									
13	12	41	45	1.0		0	0	Chord	4/4	6	2	1/4	1/4	1	575									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	576									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	577									
13	12	43	47	0.5		1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	578									
13	12	87/2	95/2	0.5		5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	579									
13	12	44	48	0.5		3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	580									
13	12	89/2	97/2	0.5		7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	581									
13	12	41	45	0.5		0	0	Chord	4/4	7	1	1/8	1/8	1	582									
13	12	83/2	91/2	0.5		1/8	1/8	Chord	4/4	7	1	1/8	1/8	1	583									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	7	1	1/8	1/8	1	584									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	7	1	1/8	1/8	1	585									
13	12	43	47	1.0		1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	586									
13	12	44	48	1.0		3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	587									
13	12	41	45	1.0		0	0	Chord	4/4	8	2	1/4	1/4	1	588									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	589									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	590									
13	12	43	47	0.5		1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	591									
13	12	87/2	95/2	0.5		5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	592									
13	12	44	48	0.5		3/4	3/4	Chord	4/4	8	2	1/8	1/8	1	593									
13	12	89/2	97/2	0.5		7/8	7/8	Chord	4/4	8	2	1/8	1/8	1	594									
13	12	41	45	1.0		0	0	Chord	4/4	9	2	1/4	1/4	1	595									
13	12	42	46	0.5		1/4	1/4	Chord	4/4	9	2	1/8	1/8	1	596									
13	12	85/2	93/2	0.5		3/8	3/8	Chord	4/4	9	2	1/8	1/8	1	597									
13	12	43	47	0.5		1/2	1/2	Chord	4/4	9	2	1/8	1/8	1	598									
13	12	87/2	95/2	0.5		5/8	5/8	Chord	4/4	9	2	1/8	1/8	1	599									
