mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	15	1	1/8	1/8	1	265											
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=71.54	72.0	𝅘𝅥	71.54	0.0					
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	266											
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	267											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	268											
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=69.1	69.0	𝅘𝅥	69.1	0.0					
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	269											
5	4	13	13	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	270											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	271											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	272											
5	4	13	13	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	273											
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	274											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	275											
5	4	16	16	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	276											
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	277											
5	4	13	13	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	278	-lei-										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	279	-ne,										
5	4	16	16	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	280	der										
5	4	13	13	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	281											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	282											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	283											
5	4	13	13	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	284											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	285											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	286											
5	4	13	13	2.0	0	0	Chord	4/4	6	2	1/2	1/2	1	287											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	288											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	289											
5	4	13	13	2.0	0	0	Chord	4/4	7	1	1/2	1/2	1	290											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	7	1	1/4	1/4	1	291											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	292											
5	4	13	13	2.0	0	0	Chord	4/4	8	1	1/2	1/2	1	293											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	8	1	1/4	1/4	1	294											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	295											
5	4	13	13	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	296											7
5	4	14	14	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	297											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	298											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	299											
5	4	13	13	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	300											8
5	4	14	14	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	301											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	302											
5	4	16	16	0.5	3/4	3/4	Chord	4/4	9	2	1/8	1/8	1	303											
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	9	2	1/8	1/8	1	304											
5	4	13	13	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	305											
5	4	14	14	1.0	1/4	1/4	Chord	4/4	10	1	1/4	1/4	1	306											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	10	1	1/4	1/4	1	307											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	308											
5	4	13	13	2.0	0	0	Chord	4/4	11	1	1/2	1/2	1	309											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	310											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	311											
5	4	13	13	1.0	0	0	Chord	4/4	12	2	1/4	1/4	1	312											9
5	4	14	14	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	313											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	314											
5	4	16	16	0.5	3/4	3/4	Chord	4/4	12	2	1/8	1/8	1	315											
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	12	2	1/8	1/8	1	316											
5	4	13	13	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	317											10
5	4	14	14	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	318											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	319											
5	4	16	16	0.5	3/4	3/4	Chord	4/4	13	2	1/8	1/8	1	320											
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	13	2	1/8	1/8	1	321											
5	4	13	13	0.0	0	0	FiguredBass	4/4	14	1	0										1/4	7			
5	4	13	13	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	322											
5	4	14	14	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/4	7	h		
5	4	14	14	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	323											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	324											
5	4	16	16	0.5	3/4	3/4	Chord	4/4	14	1	1/8	1/8	1	325											
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	14	1	1/8	1/8	1	326											
5	4	13	13	1.0	0	0	Chord	4/4	15	1	1/4	1/4	1	327											11
5	4	14	14	1.0	1/4	1/4	Chord	4/4	15	1	1/4	1/4	1	328											
5	4	15	15	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	329											
5	4	16	16	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	330											
6	5	17	17	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0					
6	5	17	17	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	331											
6	5	35/2	35/2	0.0	1/8	1/8	Tempo	4/4	1	1	0					𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0					
6	5	35/2	35/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	332											
6	5	18	18	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=68.5	69.0	𝅘𝅥	68.5	0.0					
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	333											
6	5	19	19	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=68.4	68.0	𝅘𝅥	68.4	0.0					
6	5	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	334											
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	335											
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	336											
6	5	20	20	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=67.2	67.0	𝅘𝅥	67.2	0.0					
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	337											
6	5	41/2	41/2	0.0	7/8	7/8	Tempo	4/4	1	1	0					𝅘𝅥=66.5	66.0	𝅘𝅥	66.5	0.0					
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	338											
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	339											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	340											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	341											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	342											
6	5	17	17	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	343											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	344											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	345											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	346											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	347											
6	5	17	17	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	348	dich										
6	5	18	18	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	349	er-										
6	5	19	19	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	350	-schaf-										12
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16	1/16	1	351											12
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16	1/16	1	352											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	4	1	1/8	1/8	1	353	-fen										
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	354											
6	5	17	17	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	355											
6	5	18	18	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	356											
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	357											
6	5	19	19	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	358											
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	359											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	360											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	361											
6	5	17	17	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	362											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	363											
6	5	19	19	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	364											13
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	5	1	1/16	1/16	1	365											13
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	5	1	1/16	1/16	1	366											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	5	1	1/8	1/8	1	367											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	368											
6	5	17	17	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	369											
6	5	18	18	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	370											
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	371											
6	5	19	19	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	372											
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	373											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	374											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	375											
6	5	17	17	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	376											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	377											
6	5	19	19	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	378											14
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	7	1	1/16	1/16	1	379											14
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	7	1	1/16	1/16	1	380											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	7	1	1/8	1/8	1	381											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	7	1	1/8	1/8	1	382											
6	5	17	17	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	383											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	384											
6	5	19	19	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	385											15
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	8	1	1/16	1/16	1	386											15
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	8	1	1/16	1/16	1	387											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	8	1	1/8	1/8	1	388											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	8	1	1/8	1/8	1	389											
6	5	17	17	0.5	0	0	Chord	4/4	9	1	1/8	1/8	1	390											
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	9	1	1/8	1/8	1	391											
6	5	18	18	0.5	1/4	1/4	Chord	4/4	9	1	1/8	1/8	1	392											
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	9	1	1/8	1/8	1	393											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	9	1	1/4	1/4	1	394											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	395											
6	5	17	17	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	396											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	397											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	398											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	399											
6	5	17	17	0.5	0	0	Chord	4/4	10	1	1/8	1/8	1	400											
6	5	35/2	35/2	1.0	1/8	1/8	Chord	4/4	10	1	1/4	1/4	1	401											
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	402											
6	5	19	19	0.5	1/2	1/2	Chord	4/4	10	1	1/8	1/8	1	403											
6	5	39/2	39/2	0.25	5/8	5/8	Chord	4/4	10	1	1/16	1/16	1	404											
6	5	79/4	79/4	0.25	11/16	11/16	Chord	4/4	10	1	1/16	1/16	1	405											
6	5	20	20	0.5	3/4	3/4	Chord	4/4	10	1	1/8	1/8	1	406											
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	10	1	1/8	1/8	1	407											
6	5	17	17	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	408											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	409											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	11	1	1/4	1/4	1	410											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	411											
6	5	17	17	1.0	0	0	Chord	4/4	12	2	1/4	1/4	1	412											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	413											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	414											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	415											
6	5	17	17	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	416											
6	5	18	18	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	417											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	418											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	419											
6	5	17	17	0.0	0	0	FiguredBass	4/4	14	1	0										1/4	6			
6	5	17	17	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	420											
6	5	18	18	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/8	7			
6	5	18	18	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	421											
6	5	37/2	37/2	0.0	3/8	3/8	FiguredBass	4/4	14	1	0										1/8	6			
6	5	19	19	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	422											
6	5	20	20	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/8	8	6		
6	5	20	20	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	423											
6	5	41/2	41/2	0.0	7/8	7/8	FiguredBass	4/4	14	1	0										1/8	7	5		
6	5	17	17	0.5	0	0	Chord	4/4	15	1	1/8	1/8	1	424											
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	15	1	1/8	1/8	1	425											
6	5	18	18	0.5	1/4	1/4	Chord	4/4	15	1	1/8	1/8	1	426											
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	15	1	1/8	1/8	1	427											
6	5	19	19	1.0	1/2	1/2	Chord	4/4	15	1	1/4	1/4	1	428											
6	5	20	20	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	429											
7	6	21	21	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0					
7	6	21	21	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	430											
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=67.45	67.0	𝅘𝅥	67.45	0.0					
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	431											
7	6	21	21	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	432											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	433											
7	6	21	21	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	434											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	435											
7	6	21	21	3.0	0	0	Chord	4/4	4	1	3/4	1/2	3/2	436	hat,										
7	6	24	24	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	437	es										
7	6	21	21	3.0	0	0	Chord	4/4	4	2	3/4	1/2	3/2	438											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	439											
7	6	21	21	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	440											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	441											
7	6	21	21	3.0	0	0	Chord	4/4	6	2	3/4	1/2	3/2	442											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	443											
7	6	21	21	3.0	0	0	Chord	4/4	7	1	3/4	1/2	3/2	444											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	445											
7	6	21	21	3.0	0	0	Chord	4/4	8	1	3/4	1/2	3/2	446											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	447											
7	6	21	21	3.0	0	0	Chord	4/4	9	1	3/4	1/2	3/2	448											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	9	1	1/4	1/4	1	449											
7	6	21	21	3.0	0	0	Chord	4/4	9	2	3/4	1/2	3/2	450											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	451											
7	6	21	21	3.0	0	0	Chord	4/4	10	1	3/4	1/2	3/2	452											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	10	1	1/4	1/4	1	453											
7	6	21	21	3.0	0	0	Chord	4/4	11	1	3/4	1/2	3/2	454											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	11	1	1/4	1/4	1	455											
7	6	21	21	3.0	0	0	Chord	4/4	12	2	3/4	1/2	3/2	456											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	457											
7	6	21	21	3.0	0	0	Chord	4/4	13	2	3/4	1/2	3/2	458											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	459											
7	6	21	21	3.0	0	0	Chord	4/4	14	1	3/4	1/2	3/2	460											
7	6	24	24	0.0	3/4	3/4	FiguredBass	4/4	14	1	0										1/8	6			
7	6	24	24	1.0	3/4	3/4	Chord	4/4	14	1	1/4	1/4	1	461											
7	6	49/2	49/2	0.0	7/8	7/8	FiguredBass	4/4	14	1	0										1/8	5			
7	6	21	21	3.0	0	0	Chord	4/4	15	1	3/4	1/2	3/2	462											
7	6	24	24	1.0	3/4	3/4	Chord	4/4	15	1	1/4	1/4	1	463											
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=71.4	71.0	𝅘𝅥	71.4	0.0					
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	464											
8	7	26	26	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=70.2	70.0	𝅘𝅥	70.2	0.0					
8	7	26	26	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	465											
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	466											
8	7	27	27	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	467											
8	7	28	28	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0					
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	468											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	469											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	470											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	471											
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	472											
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	473											
8	7	25	25	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	474											
8	7	26	26	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	475											
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	476											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	477											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	478											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	479											
8	7	25	25	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	480	ge-										
8	7	26	26	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	481	-he										
8	7	27	27	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	482	wie										
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	483											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	484	es										
8	7	25	25	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	485											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	486											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	487											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	488											
8	7	28	28	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	489											
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	490											
8	7	25	25	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	491											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	492											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	5	1	1/8	1/8	1	493											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8	1/8	1	494											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	495											
8	7	25	25	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	496											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	497											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	498											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	499											
8	7	28	28	0.5	3/4	3/4	Chord	4/4	6	2	1/8	1/8	1	500											
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	6	2	1/8	1/8	1	501											
8	7	25	25	1.0	0	0	Chord	4/4	7	1	1/4	1/4	1	502											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	7	1	1/4	1/4	1	503											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	7	1	1/8	1/8	1	504											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	7	1	1/8	1/8	1	505											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	7	1	1/4	1/4	1	506											
8	7	25	25	1.0	0	0	Chord	4/4	8	1	1/4	1/4	1	507											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	8	1	1/4	1/4	1	508											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	8	1	1/8	1/8	1	509											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	8	1	1/8	1/8	1	510											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	8	1	1/4	1/4	1	511											
8	7	25	25	1.0	0	0	Chord	4/4	9	1	1/4	1/4	1	512											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	9	1	1/4	1/4	1	513											
8	7	27	27	1.5	1/2	1/2	Chord	4/4	9	1	3/8	1/4	3/2	514											
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	9	1	1/8	1/8	1	515											
8	7	25	25	1.0	0	0	Chord	4/4	9	2	1/4	1/4	1	516											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	9	2	1/4	1/4	1	517											
8	7	27	27	1.0	1/2	1/2	Chord	4/4	9	2	1/4	1/4	1	518											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	9	2	1/4	1/4	1	519											
8	7	25	25	1.0	0	0	Chord	4/4	10	1	1/4	1/4	1	520											
8	7	26	26	0.5	1/4	1/4	Chord	4/4	10	1	1/8	1/8	1	521											
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	10	1	1/8	1/8	1	522											
8	7	27	27	2.0	1/2	1/2	Chord	4/4	10	1	1/2	1/2	1	523											
8	7	25	25	1.0	0	0	Chord	4/4	11	1	1/4	1/4	1	524											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	11	1	1/4	1/4	1	525											
8	7	27	27	0.5	1/2	1/2	Chord	4/4	11	1	1/8	1/8	1	526											
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	11	1	1/8	1/8	1	527											
8	7	28	28	0.5	3/4	3/4	Chord	4/4	11	1	1/8	1/8	1	528											
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	11	1	1/8	1/8	1	529											
8	7	25	25	1.0	0	0	Chord	4/4	12	2	1/4	1/4	1	530											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	12	2	1/4	1/4	1	531											
8	7	27	27	1.0	1/2	1/2	Chord	4/4	12	2	1/4	1/4	1	532											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	12	2	1/4	1/4	1	533											
8	7	25	25	1.0	0	0	Chord	4/4	13	2	1/4	1/4	1	534											
8	7	26	26	1.0	1/4	1/4	Chord	4/4	13	2	1/4	1/4	1	535											
8	7	27	27	1.0	1/2	1/2	Chord	4/4	13	2	1/4	1/4	1	536											
8	7	28	28	1.0	3/4	3/4	Chord	4/4	13	2	1/4	1/4	1	537											
8	7	25	25	1.0	0	0	Chord	4/4	14	1	1/4	1/4	1	538											
8	7	26	26	0.0	1/4	1/4	FiguredBass	4/4	14	1	0										1/4	6			
8	7	26	26	1.0	1/4	1/4	Chord	4/4	14	1	1/4	1/4	1	539											
8	7	27	27	1.0	1/2	1/2	Chord	4/4	14	1	1/4	1/4	1	540											
