mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	57									
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	58									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	59									
3	3	8	8	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	60									
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	61									
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	62									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	63									
3	3	8	8	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	64									
3	3	9	9	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	65									
3	3	10	10	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	66									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	67									
4	4	12	12	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	68	-der-	ster-							1
4	4	13	13	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	69									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	70	-ben,	-ben.							
4	4	12	12	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	71									2
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	72									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	73									
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	74									3
4	4	27/2	27/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	75									3
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	76									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	77									
4	4	12	12	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	78									4
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	79									4
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	80									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	81									
4	4	12	12	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	82									5
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	83									5
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	84									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	85									
5	5	16	16	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	86		Vor	dir						
5	5	17	17	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	87		dem	uns						
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	88		Teu-	las-						
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	89		-fel	-sen						
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	90									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	91									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	92									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	93									6
5	5	37/2	37/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	94									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	95									
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	96									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	97									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	98									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	99									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	100									
5	5	16	16	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	101									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	102									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	103									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	104									
5	5	16	16	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	105									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	106									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	107									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	108									
6	6	20	20	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	109		uns	ganz						
6	6	41/2	41/2	0.0	1/8	1/8	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
6	6	21	21	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	110		be-	und						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	111		-wahr',	gar,						
6	6	23	23	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	112		halt'	mit						
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	113									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	114									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	115									
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	116									
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	117									
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	118									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	119									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	120									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	121									
6	6	20	20	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	122									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	123									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	124									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	125									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	126									
6	6	20	20	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	127									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	128									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	129									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	130									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	131									
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=74.5	75.0	𝅘𝅥	74.5	0.0	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	132		uns	al-						
7	7	25	25	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	133		bei	-len						
7	7	26	26	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
7	7	26	26	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	134		fe-	rech-						
7	7	53/2	53/2	0.0	5/8	5/8	Tempo	4/4	1	1	0							𝅘𝅥=71.5	72.0	𝅘𝅥	71.5	0.0	
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	135		-stem	-ten						
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	136									
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	137									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	138									
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	139									7
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	140									7
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	141									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	142									
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	143									
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	144									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	145									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	146									
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	147									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	148									
7	7	24	24	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	149									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	150									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	151									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	152									
7	7	24	24	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	153									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	154									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	155									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	156									
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	157		Glau-	Chri-						8
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	158									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	159		-ben,	-sten						
8	8	31	31	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=73.67	74.0	𝅘𝅥	73.67	0.0	
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	160		und	ent-						
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	161									9
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	162									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	163									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	164									
8	8	28	28	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	165									10
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	166									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	167									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	168									
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	169									11
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	170									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	171									
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	172									
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	173									
8	8	28	28	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	174									12
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	175									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	176									
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	177									
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	178									
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	179		auf	-flie-						
9	9	33	33	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	180		dich	-hen						
9	9	34	34	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	181		lass	Teu-						
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	182		uns	-fels						
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	183									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	184									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	185									
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	186									
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	187									
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	188									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	189									
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	190									
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	191									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	192									
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	193									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	194									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	195									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	196									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	197									
9	9	32	32	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	198									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	199									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	200									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	201									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	202									
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	203		bau-	Li-						13
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	204									13
10	10	37	37	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	205									
10	10	38	38	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	206		-en,	-sten,						
10	10	39	39	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	207		aus	mit						
10	10	36	36	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	208									14
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	209									
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	210									15
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	211									
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	212									
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	213									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	214									
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	215									
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	216									
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	217									16
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	218									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	219									
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	220									
10	10	36	36	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	221									17
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	222									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	223									
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	224									
11	11	40	40	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	225		Her-	Waf-						
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	226		-zens-	-fen						
11	11	42	42	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
11	11	42	42	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	227		-grund	Gott's						
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	228		ver-	uns						
11	11	40	40	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	229									
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	230									
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	231									
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	232									
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	233									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	234									
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	235									
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	236									
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	237									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	238									
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	239									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	240									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	241									
11	11	40	40	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	242									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	243									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	244									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	245									
11	11	40	40	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	246									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	247									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	248									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	249									
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	250		-trau-	fri-						18
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	251									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	252		-en,	-sten.						
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	253									19
12	12	89/2	89/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	254									19
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	255									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	256									
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	257									20
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	258									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	259									
12	12	44	44	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	260									21
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	261									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	262									
12	12	44	44	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	263									22
