mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	57							
3	3	8	8	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	58							
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	59							
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	60							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	61							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	62							
3	3	8	8	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	63							
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	64							
3	3	9	9	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	65							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	66							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	67							
4	4	12	12	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	68	be-	ja					
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	69	-ste	be-					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	70	Lust,	-wusst,					
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	71							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	72							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	73							
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	74							
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	75							
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	76							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	77							
4	4	12	12	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	78							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	79							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	80							
4	4	12	12	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	81							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	82							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	83							
5	5	16	16	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	84	wie						
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	85	ich						
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	86	dich						
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	87	so						
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	88							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	89							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	90							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	91							
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	92							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	93							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	94							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	95							
5	5	16	16	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	96							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	97							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	98							
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	99							
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	100							
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	101							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	102							
5	5	16	16	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	103							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	104							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	105							
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	106							
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	107							
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	108							
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	109							
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110	herz-						
6	6	21	21	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	111	-lich						
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	112	lieb'						
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	113							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	114							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	115							
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	116							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	117							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	118							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	119							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	120							
6	6	20	20	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	121							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	122							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	123							
6	6	20	20	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	124							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	125							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	126							
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	127	und						
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	128	mich						
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	129	oh-						
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	130	-ne						
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	131							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	132							
7	7	26	26	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	133							
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	134							
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	135							
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	136							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	137							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	138							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	139							
7	7	24	24	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	140							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	141							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	142							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	143							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	144							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	145							
7	7	24	24	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	146							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	147							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	148							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	149							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	150							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	151							
8	8	28	28	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	152	dich						
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	153	be-						
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	154	-trüb';						
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	155							
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	156							
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	157							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	158							
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	159							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	160							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	161							
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	162							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	163							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	164							
8	8	28	28	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	165							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	166							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	167							
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	168	d'rum,						
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	169	o						
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	170	Je-						
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	171	-su,						
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	172							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	173							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	174							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	175							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	176							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	177							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	178							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	179							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	180							
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	181							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	182							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	183							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	184							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	185							
9	9	32	32	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	186							
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	187							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	188							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	189							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	190							
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	191	komm						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	192	zu						
10	10	38	38	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	193	mir,						
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	194							
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	195							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	196							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	197							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	198							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	199							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	200							
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	201							
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	202							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	203							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	204							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	205							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	206							
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	207							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	208							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	209							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	210							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	211							
10	10	36	36	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	212							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	213							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	214							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	215							
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	216							
11	11	40	40	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	217	und						
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	218	bleib						
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	219	bei						
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	220							
11	11	43	43	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	221	mir						
11	11	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	222							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	223							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	224							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	225							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	226							
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	227							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	228							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	229							
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	230							
11	11	40	40	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	231							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	232							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	233							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	234							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	235							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	236							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	237							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	238							
11	11	40	40	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	239							
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	240							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	241							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	242							
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	243							
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	244							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	245							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	246							
12	12	44	44	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	247	für						
12	12	45	45	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	248	und						
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	249	für!						
12	12	44	44	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	250							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	251							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	252							
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	253							
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	254							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	255							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	256							
12	12	44	44	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	257							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	258							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	259							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	260							
12	12	44	44	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	261							
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	262							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	263							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	264							
