mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	26									
1	1	2	2	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	27									
1	1	3	3	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	28									
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	29									
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	30	mei-	fin-	hart	dich					
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	31	-ne	-strer	ver-	ge-					
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	32									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	33	See-	Höh-	-höh-	-krö-					
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	34	-le	-le	-net,	-net:					
2	2	4	4	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	35									
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	36									
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	37									
2	2	6	6	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	38									
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	39									
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	40									
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	41									
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	42									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	43									
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	44									
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	45									
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	46									
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	47									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	48									
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	49									
2	2	4	4	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	50									
2	2	5	5	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	51									
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	52									
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	53									
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	54									
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	55	hast	und	dich	was					
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	56	durch	der	mit	hat					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	57	dei-	schwe-	gros-	dich					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	58	-nen	-ren	-sem	da-					
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	59									
3	3	9	9	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	60									
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	61									
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	62									
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	63									
3	3	11	11	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	64									
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	65									
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66									
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67									
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	68									
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	69									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70									
3	3	8	8	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	71									
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	72									
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	73									
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	74									
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	75									
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	76									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	77									
3	3	8	8	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	78									
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	79									
3	3	9	9	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	80									
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	81									
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	82									
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	83									
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	84									
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	85	bit-	Sün-	Schimpf	-zu					
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	86	-tern	-den-	be-	be-					
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	87	Tod	-noth	-legt,	-wegt?					
4	4	12	12	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	88									
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	89									
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	90									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	91									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	92									
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	93									
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	94									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	95									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	96									
4	4	12	12	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	97									
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	98									
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	99									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	100									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	101									
4	4	12	12	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	102									
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	103									
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	104									
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	105									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	106									
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	107	kräf-	Dass							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	108	-tig-	du							
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	109	-lich	möch-							
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	110									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	111	her-	-test							
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	112									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	113									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	114									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	115									
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	116									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	117									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	118									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	119									
5	5	16	16	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	120									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	121									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	122									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	123									
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	124									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	125									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	126									
5	5	16	16	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	127									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	128									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	129									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	130									
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	131									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	132									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	133									
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	134	-aus-	mich							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	135	-ge-	er-							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	136									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	137	-ris-	-göt-							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	138	-sen	-zen,							
6	6	20	20	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	139									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	140									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	141									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	142									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	143									
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	144									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	145									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	146									
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	147									
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	148									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	149									
6	6	20	20	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	150									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	151									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	152									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	153									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	154									
6	6	20	20	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	155									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	156									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	157									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	158									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	159									
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	160	und	mir							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	161	mich	die							
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	162	Sol-	Eh-							
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	163									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	164	-ches	-ren-							
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	165									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	166									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	167									
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	168									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	169									
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	170									
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	171									
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	172									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	173									
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	174									
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	175									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	176									
7	7	24	24	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	177									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	178									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	179									
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	180									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	181									
7	7	24	24	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	182									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	183									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	184									
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	185									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	186									
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	187	las-	-kron							
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	188	-sen	auf-							
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	189	wis-	-set-							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	190	-sen	-zen.							
8	8	28	28	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	191									
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	192									
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	193									
8	8	30	30	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	194									
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	195									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	196									
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	197									
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	198									
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	199									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	200									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	201									
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	202									
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	203									
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	204									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	205									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	206									
8	8	28	28	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	207									
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	208									
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	209									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	210									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	211									
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	212	durch	Tau-							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	213	dein	-send–,							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	214	an-	tau-							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	215	-ge-	-send-							
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	216									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	217									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	218									
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	219									
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	220									
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	221									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	222									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	223									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	224									
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	225									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	226									
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	227									
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	228									
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	229									
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	230									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	231									
9	9	32	32	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	232									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	233									
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	234									
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	235									
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	236									
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	237									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	238									
10	10	36	36	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	239	-neh-	-mal							
10	10	37	37	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	240	-mes	sei							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	241	Wort:	dir,							
10	10	36	36	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	242									
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	243									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	244									
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	245									
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	246									
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	247									
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	248									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	249									
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	250									
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	251									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	252									
10	10	36	36	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	253									
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	254									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	255									
11	11	40	40	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	256	sei	lieb-							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	257	doch	-ster							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	258	itzt,	Je-							
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	259	o	-su,							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	260									
11	11	40	40	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	261									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	262									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	263									
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	264									
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	265									
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	266									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	267									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	268									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	269									
11	11	40	40	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	270									
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	271									
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	272									
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	273									
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	274									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	275									
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	276									
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	277									
11	11	40	40	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	278									
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	279									
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	280									
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	281									
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	282									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	283									
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	284									
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	285									
