mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible
10	9	65/2	65/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	156							
10	9	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	157							
10	9	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	158							
10	9	31	31	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	159							
10	9	63/2	63/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	160							
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	161							
10	9	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	162							
10	9	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	163							
10	9	31	31	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	164							
10	9	63/2	63/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	165							
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	166							
10	9	29	29	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	167							
10	9	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	168							
10	9	31	31	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	169							
10	9	63/2	63/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	170							
10	9	32	32	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	171							
11	10	33	33	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0
11	10	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	172	-lässt						
11	10	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0
11	10	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	173	er						
11	10	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	174	nicht.						
11	10	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	175							
11	10	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	176							
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	177							
11	10	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	178							
11	10	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	179							
11	10	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	180							
11	10	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	181							
11	10	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	182							
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	183							
11	10	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	184							
11	10	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	185							
11	10	33	33	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	186							
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	187							
11	10	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	188							
11	10	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	189							
