mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	112										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	113										
4	3	9	9	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	114										
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	115										
4	3	10	10	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	116										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	117										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	118										
4	3	9	9	1.5	0	0	Chord	4/4	3	2	3/8	1/4	3/2	119										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	120										
4	3	11	11	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	121										
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	122										
4	3	12	12	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	123										
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	124										
4	3	9	9	1.5	0	0	Chord	4/4	4	2	3/8	1/4	3/2	125										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	126										
4	3	11	11	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	127										
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	128										
4	3	12	12	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	129										
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	130										
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	131										
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	132			ornamentTrill							
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	133										
5	4	13	13	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	134										
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	135										
5	4	14	14	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	136										
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	137										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	138										
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	139	Gü-	-mü-								1
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	140										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	141	-te,	-the								
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	142										2
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	143										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	144										
5	4	13	13	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	145										3
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	146										3
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	147										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	148										
5	4	13	13	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	149										
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	150										
5	4	14	14	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	151										
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	152										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	153										
5	4	13	13	0.5	0	0	Chord	4/4	3	3	1/8	1/8	1	154										
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	3	3	1/8	1/8	1	155										
5	4	14	14	0.5	1/4	1/4	Chord	4/4	3	3	1/8	1/8	1	156										
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	3	3	1/8	1/8	1	157										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	3	1/4	1/4	1	158										
5	4	13	13	0.5	0	0	Chord	4/4	4	3	1/8	1/8	1	159										
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	4	3	1/8	1/8	1	160										
5	4	14	14	0.5	1/4	1/4	Chord	4/4	4	3	1/8	1/8	1	161										
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	4	3	1/8	1/8	1	162										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	4	3	1/4	1/4	1	163										
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	164										
6	4	16	16	0.5	0	3/4	Chord	4/4	1	2	1/8	1/8	1	165										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	1	2	1/8	1/8	1	166										
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	167	mit									
6	4	16	16	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	168										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	169										
6	4	16	16	1.0	0	3/4	Chord	4/4	3	1	1/4	1/4	1	170										
6	4	16	16	0.5	0	3/4	Chord	4/4	3	2	1/8	1/8	1	171										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	3	2	1/8	1/8	1	172										
6	4	16	16	0.5	0	3/4	Chord	4/4	4	2	1/8	1/8	1	173										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	4	2	1/8	1/8	1	174										
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	175										
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	176										
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	177										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	178										
7	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	179										
7	5	18	18	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	180										
7	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	181										
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	182										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	183										
7	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	184	sei-									
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	185	-nem									
7	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	186	rei-									
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	187	-chen									
7	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	188										
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	189										
7	5	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	190										
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	191										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	192										
7	5	17	17	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	193										
7	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	194										
7	5	18	18	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	195										
7	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	196										
7	5	19	19	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	197										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	198										
7	5	17	17	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	199										
7	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	200										
7	5	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	201										
7	5	19	19	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	202										
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	203										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	204										
7	5	17	17	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	205										
7	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	206										
7	5	18	18	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	207										
7	5	19	19	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	208										
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	209										
7	5	20	20	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	210										
8	6	21	21	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	211										
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	212										
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	213										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	214										
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	215										
8	6	21	21	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	216										
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	217										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	218										
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	219										
8	6	21	21	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	220	Trost									
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	221										
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	222	er-									
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	223	-füllt,									
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	224	dem									
8	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	225										
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	226										
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	227										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	228										
8	6	24	24	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	229										
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	230										
8	6	21	21	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	231										
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	232										
8	6	22	22	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	233										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	234										
8	6	24	24	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	235										
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	236										
8	6	21	21	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	237										
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	238										
8	6	22	22	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	239										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	240										
8	6	24	24	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	241										
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	242										
8	6	22	22	0.5	1/4	1/4	Chord	4/4	3	3	1/8	1/8	1	243										
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	3	3	1/8	1/8	1	244										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	3	3	1/4	1/4	1	245										
8	6	21	21	0.5	0	0	Chord	4/4	4	2	1/8	1/8	1	246										
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	4	2	1/8	1/8	1	247										
8	6	24	24	0.5	3/4	3/4	Chord	4/4	4	2	1/8	1/8	1	248										
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	4	2	1/8	1/8	1	249										
8	6	22	22	0.5	1/4	1/4	Chord	4/4	4	3	1/8	1/8	1	250										
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	4	3	1/8	1/8	1	251										
8	6	23	23	1.0	1/2	1/2	Chord	4/4	4	3	1/4	1/4	1	252										
9	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	253										
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	254										
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	255										
9	7	28	28	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	256										
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	257										
9	7	25	25	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	258										
9	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	259										
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	260										
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	261										
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	262										
9	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	263	Gott,									
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	264	der									
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	265	al-									
9	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	266	-len									
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	267										
9	7	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	268										
9	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	269										
9	7	26	26	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	270										
9	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	271										
9	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	272										
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	273										
9	7	25	25	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	274										
9	7	26	26	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	275										
9	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	276										
9	7	27	27	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	277										
9	7	28	28	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	278										
9	7	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	279										
9	7	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	280										
9	7	27	27	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	281										
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	282										
9	7	28	28	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	283										
9	7	25	25	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	284										
9	7	26	26	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	285										
9	7	27	27	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	286										
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	287										
9	7	28	28	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	288										
10	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	289										
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	290										
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	291										
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	292										
