mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	3	0.96	1.46
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	2	0.96	1.86
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	1	0.96	1.86
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	0	0.96	1.86
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	4	1.46	1.86
2	1	2	1a	1	1	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	17	1.86	2.26
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	13	1.86	2.56
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	9	1.86	2.56
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	5	1.86	2.56
2	1	2	1a	3/2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	18	2.26	2.56
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		0	48	C3	3	19	2.56	2.94
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	14	2.56	3.28
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	10	2.56	3.28
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	6	2.56	3.28
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	20	2.94	3.28
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	21	3.28	3.64
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	15	3.28	3.94
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	11	3.28	3.94
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	7	3.28	3.94
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	22	3.64	3.94
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	23	3.94	4.34
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	16	3.94	4.84
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	12	3.94	4.84
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	8	3.94	4.84
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	24	4.34	4.84
3	2	3	2a	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3	42	4.84	5.44
3	2	3	2a	5	5	0.5	0	0	4/4	2	1	1/8	1/8	1		5	59	B3	3	36	4.84	5.06
3	2	3	2a	5	5	1.5	0	0	4/4	1	2	3/8	1/4	3/2		2	62	D4	4	30	4.84	5.84
3	2	3	2a	5	5	0.5	0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4	25	4.84	5.06
3	2	3	2a	11/2	11/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	37	5.06	5.44
3	2	3	2a	11/2	11/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	26	5.06	5.44
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	43	5.44	6.34
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	38	5.44	6.34
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	27	5.44	6.34
3	2	3	2a	13/2	13/2	0.25	3/8	3/8	4/4	1	2	1/16	1/16	1		4	64	E4	4	31	5.84	6.09
3	2	3	2a	27/4	27/4	0.25	7/16	7/16	4/4	1	2	1/16	1/16	1		-1	65	F4	4	32	6.09	6.34
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	44	6.34	7.26
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	39	6.34	7.26
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	33	6.34	7.26
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	28	6.34	7.26
3	2	3	2a	8	8	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	45	7.26	7.68
3	2	3	2a	8	8	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	40	7.26	7.68
3	2	3	2a	8	8	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	34	7.26	7.68
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	29	7.26	8.14
3	2	3	2a	17/2	17/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	46	7.68	8.14
3	2	3	2a	17/2	17/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	41	7.68	8.14
3	2	3	2a	17/2	17/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	35	7.68	8.14
4	3	4	3a	9	9	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3	61	8.14	8.6
4	3	4	3a	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		-1	65	F4	4	56	8.14	8.7
4	3	4	3a	9	9	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4	51	8.14	8.6
4	3	4	3a	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	47	8.14	8.7
4	3	4	3a	19/2	19/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	62	8.6	8.7
4	3	4	3a	19/2	19/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	52	8.6	8.7
4	3	4	3a	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	63	8.7	9.2
4	3	4	3a	10	10	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	57	8.7	9.2
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	53	8.7	9.48
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	48	8.7	9.48
4	3	4	3a	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	64	9.2	9.48
4	3	4	3a	21/2	21/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	58	9.2	9.48
4	3	4	3a	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	65	9.48	9.9
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	59	9.48	10.26
4	3	4	3a	11	11	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		-1	65	F4	4	54	9.48	10.72
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	49	9.48	10.26
4	3	4	3a	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		5	59	B3	3	66	9.9	10.26
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	60	10.26	10.94
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	60	C4	4	67	10.26	10.94
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	50	10.26	10.94
4	3	4	3a	25/2	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	55	10.72	10.94
5	4	5	4a	13	13	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3	83	10.94	11.32
5	4	5	4a	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		5	59	B3	3	78	10.94	11.32
5	4	5	4a	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	73	10.94	11.8
5	4	5	4a	13	13	0.5	0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4	68	10.94	11.32
5	4	5	4a	27/2	27/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	84	11.32	11.8
5	4	5	4a	27/2	27/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	79	11.32	11.8
5	4	5	4a	27/2	27/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	69	11.32	11.8
5	4	5	4a	14	14	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	85	11.8	12.1
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	80	11.8	12.56
5	4	5	4a	14	14	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	74	11.8	12.1
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	70	11.8	12.56
5	4	5	4a	29/2	29/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	86	12.1	12.56
5	4	5	4a	29/2	29/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	75	12.1	12.56
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		0	48	C3	3	87	12.56	13.46
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	81	12.56	13.46
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	76	12.56	13.46
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	71	12.56	13.46
5	4	5	4a	16	16	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	88	13.46	13.86
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	82	13.46	14.2
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	77	13.46	14.2
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	72	13.46	14.2
5	4	5	4a	33/2	33/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	89	13.86	14.2
6	5	6	5a	17	17	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3	103	14.2	14.62
6	5	6	5a	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	98	14.2	14.92
6	5	6	5a	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	94	14.2	14.92
6	5	6	5a	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	90	14.2	14.92
6	5	6	5a	35/2	35/2	1.0	1/8	1/8	4/4	2	2	1/4	1/4	1		0	48	C3	3	104	14.62	15.42
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	99	14.92	15.82
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-1	65	F4	4	95	14.92	15.82
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	91	14.92	15.82
6	5	6	5a	37/2	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	105	15.42	15.82
6	5	6	5a	19	19	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	106	15.82	16.16
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	100	15.82	16.56
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	96	15.82	16.56
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	92	15.82	16.56
6	5	6	5a	39/2	39/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	107	16.16	16.56
6	5	6	5a	20	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	108	16.56	16.96
6	5	6	5a	20	20	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	101	16.56	16.96
6	5	6	5a	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	97	16.56	17.3
6	5	6	5a	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	93	16.56	17.3
6	5	6	5a	41/2	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	109	16.96	17.3
6	5	6	5a	41/2	41/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	102	16.96	17.3
7	6	7	6a	21	21	0.5	0	0	4/4	2	2	1/8	1/8	1		7	49	C#3	3	124	17.3	17.76
7	6	7	6a	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	119	17.3	18.1
7	6	7	6a	21	21	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	114	17.3	17.76
7	6	7	6a	21	21	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	110	17.3	18.1
7	6	7	6a	43/2	43/2	1.0	1/8	1/8	4/4	2	2	1/4	1/4	1		2	50	D3	3	125	17.76	18.6
7	6	7	6a	43/2	43/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	115	17.76	18.1
7	6	7	6a	22	22	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	120	18.1	18.6
7	6	7	6a	22	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	116	18.1	19.04
7	6	7	6a	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	111	18.1	19.04
7	6	7	6a	45/2	45/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	126	18.6	19.04
7	6	7	6a	45/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	121	18.6	19.04
7	6	7	6a	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	127	19.04	19.82
7	6	7	6a	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	122	19.04	19.82
7	6	7	6a	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	117	19.04	19.82
7	6	7	6a	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4	112	19.04	19.82
7	6	7	6a	24	24	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		0	48	C3	3	128	19.82	20.24
7	6	7	6a	24	24	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	123	19.82	20.6
7	6	7	6a	24	24	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	118	19.82	20.6
7	6	7	6a	24	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	113	19.82	20.6
7	6	7	6a	49/2	49/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	129	20.24	20.6
8	7	8	7a	25	25	0.5	0	0	4/4	2	2	1/8	1/8	1		3	45	A2	2	141	20.6	21.08
8	7	8	7a	25	25	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	137	20.6	21.08
8	7	8	7a	25	25	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	133	20.6	21.58
8	7	8	7a	25	25	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	130	20.6	21.58
8	7	8	7a	51/2	51/2	1.0	1/8	1/8	4/4	2	2	1/4	1/4	1		3	57	A3	3	142	21.08	21.94
8	7	8	7a	51/2	51/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	138	21.08	21.58
8	7	8	7a	26	26	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	139	21.58	22.32
8	7	8	7a	26	26	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	134	21.58	21.94
8	7	8	7a	26	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	131	21.58	22.32
8	7	8	7a	53/2	53/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	143	21.94	22.32
8	7	8	7a	53/2	53/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	135	21.94	22.32
8	7	8	7a	27	27	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		3	57	A3	3	144	22.32	23.78
8	7	8	7a	27	27	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	140	22.32	23.78
8	7	8	7a	27	27	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		4	64	E4	4	136	22.32	23.78
8	7	8	7a	27	27	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		0	72	C5	5	132	22.32	23.78
9	8	9	8a	29	29	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	162	23.78	24.54
9	8	9	8a	29	29	0.5	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4	156	23.78	24.16
9	8	9	8a	29	29	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	151	23.78	24.54
9	8	9	8a	29	29	0.5	0	0	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	145	23.78	24.16
9	8	9	8a	59/2	59/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	157	24.16	24.54
9	8	9	8a	59/2	59/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	146	24.16	24.54
