mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	4	1.0	1.5
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	2	1.0	1.5
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		3	57	A3	3	1	1.0	2.0
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		2	62	D4	4	0	1.0	2.0
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	5	1.5	2.0
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	3	1.5	2.0
2	1	2	1a	1	1	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3	16	2.0	2.48
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		3	57	A3	3	9	2.0	2.98
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	13	2.0	2.98
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		2	62	D4	4	6	2.0	2.98
2	1	2	1a	3/2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	17	2.48	2.98
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	18	2.98	3.32
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	14	2.98	3.56
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	7	2.98	3.56
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	10	2.98	3.56
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	19	3.32	3.56
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3	20	3.56	4.06
2	1	2	1a	3	3	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57	A3	3	15	3.56	5.58
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	11	3.56	4.56
2	1	2	1a	3	3	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		-1	65	F4	4	8	3.56	5.58
