mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	5	1.32	2.34
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		8	56	G#3	3	3	1.32	1.84
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		5	59	B3	3	2	1.32	2.34
1	0	1	0a	0	0	0.5	0	3/4	4/4	1	1	1/8	1/8	1		4	64	E4	4	0	1.32	1.84
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	4	1.84	2.34
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	1	1.84	2.34
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	19	2.34	3.18
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	14	2.34	3.18
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	10	2.34	3.18
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		8	68	G#4	4	6	2.34	3.18
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		7	49	C#3	3	20	3.18	3.82
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	15	3.18	3.82
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	11	3.18	3.82
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	7	3.18	3.82
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		8	44	G#2	2	21	3.82	4.46
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	16	3.82	4.46
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	12	3.82	4.46
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	8	3.82	4.46
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		7	49	C#3	3	22	4.46	5.16
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		7	61	C#4	4	17	4.46	4.798
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	13	4.46	5.16
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	9	4.46	5.16
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	18	4.798	5.16
3	2	3	2a	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3	36	5.16	5.86
3	2	3	2a	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4	32	5.16	5.86
3	2	3	2a	5	5	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	27	5.16	5.54
3	2	3	2a	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	23	5.16	5.86
3	2	3	2a	11/2	11/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	28	5.54	5.86
3	2	3	2a	6	6	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		8	56	G#3	3	37	5.86	6.34
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	33	5.86	6.7
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	29	5.86	6.7
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		8	68	G#4	4	24	5.86	6.7
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	38	6.34	6.7
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	34	6.7	7.4
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	59	B3	3	39	6.7	7.4
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		9	63	D#4	4	30	6.7	7.4
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66	F#4	4	25	6.7	7.4
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59	B3	3	40	7.4	8.4
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		9	63	D#4	4	35	7.4	8.4
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	31	7.4	8.4
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	26	7.4	8.4
4	3	4	3a	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		10	58	A#3	3	58	8.4	9.2
4	3	4	3a	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4	52	8.4	9.2
4	3	4	3a	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	46	8.4	9.2
4	3	4	3a	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	41	8.4	9.2
4	3	4	3a	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		8	56	G#3	3	59	9.2	9.34
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	53	9.2	9.84
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		10	70	A#4	4	47	9.2	9.84
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		9	75	D#5	5	42	9.2	9.84
4	3	4	3a	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	60	9.34	9.84
4	3	4	3a	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		8	56	G#3	3	61	9.84	10.12
4	3	4	3a	11	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	54	9.84	10.12
4	3	4	3a	11	11	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		5	71	B4	4	48	9.84	10.12
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	43	9.84	10.62
4	3	4	3a	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		10	58	A#3	3	62	10.12	10.62
4	3	4	3a	23/2	23/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	55	10.12	10.62
4	3	4	3a	23/2	23/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	49	10.12	10.62
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59	B3	3	63	10.62	11.56
4	3	4	3a	12	12	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		9	63	D#4	4	56	10.62	11.06
4	3	4	3a	12	12	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	50	10.62	11.06
4	3	4	3a	12	12	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		9	75	D#5	5	44	10.62	11.06
4	3	4	3a	25/2	25/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	57	11.06	11.56
4	3	4	3a	25/2	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	51	11.06	11.56
4	3	4	3a	25/2	25/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	45	11.06	11.56
5	4	5	4a	13	13	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	73	11.56	12.1
5	4	5	4a	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4	69	11.56	11.82
5	4	5	4a	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		8	68	G#4	4	66	11.56	12.1
5	4	5	4a	13	13	2.0	0	0	4/4	1	1	1/2	1/2	1		7	73	C#5	5	64	11.56	13.02
5	4	5	4a	27/2	27/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		9	63	D#4	4	70	11.82	12.1
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	74	12.1	13.02
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	71	12.1	13.02
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		10	70	A#4	4	67	12.1	13.02
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	75	13.02	14.02
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		9	63	D#4	4	72	13.02	14.02
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	68	13.02	14.02
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	65	13.02	14.02
1	0	6	4a	16	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	5	14.02	14.86
1	0	6	4a	16	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		8	56	G#3	3	3	14.02	14.52
1	0	6	4a	16	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		5	59	B3	3	2	14.02	14.86
1	0	6	4a	16	0	0.5	0	3/4	4/4	1	1	1/8	1/8	1		4	64	E4	4	0	14.02	14.52
1	0	6	4a	33/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	4	14.52	14.86
1	0	6	4a	33/2	1/2	0.5	1/8	7/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	1	14.52	14.86
2	1	7	1b	17	1	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	19	14.86	15.78
2	1	7	1b	17	1	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	14	14.86	15.78
2	1	7	1b	17	1	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	10	14.86	15.78
2	1	7	1b	17	1	1.0	0	0	4/4	1	1	1/4	1/4	1		8	68	G#4	4	6	14.86	15.78
2	1	7	1b	18	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		7	49	C#3	3	20	15.78	16.46
2	1	7	1b	18	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	15	15.78	16.46
2	1	7	1b	18	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	11	15.78	16.46
2	1	7	1b	18	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	7	15.78	16.46
2	1	7	1b	19	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		8	44	G#2	2	21	16.46	17.12
2	1	7	1b	19	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	16	16.46	17.12
2	1	7	1b	19	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	12	16.46	17.12
2	1	7	1b	19	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	8	16.46	17.12
2	1	7	1b	20	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		7	49	C#3	3	22	17.12	17.94
2	1	7	1b	20	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		7	61	C#4	4	17	17.12	17.44
2	1	7	1b	20	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	13	17.12	17.94
2	1	7	1b	20	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	9	17.12	17.94
2	1	7	1b	41/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	18	17.44	17.94
3	2	8	2b	21	5	1.0	0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3	36	17.94	18.66
3	2	8	2b	21	5	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4	32	17.94	18.66
3	2	8	2b	21	5	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	27	17.94	18.32
