mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	1	1	1a	0	0	0.5	0	0	3/4	2	2	1/8	1/8	1		1	55	G3	3	6	0.64	1.04
1	1	1	1a	0	0	2.0	0	0	3/4	2	1	1/2	1/2	1		-2	58	Bb3	3	4	0.64	1.84
1	1	1	1a	0	0	2.0	0	0	3/4	1	2	1/2	1/2	1		2	62	D4	4	2	0.64	1.84
1	1	1	1a	0	0	2.0	0	0	3/4	1	1	1/2	1/2	1		1	67	G4	4	0	0.64	1.84
1	1	1	1a	1/2	1/2	0.5	1/8	1/8	3/4	2	2	1/8	1/8	1		3	57	A3	3	7	1.04	1.26
1	1	1	1a	1	1	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		-2	58	Bb3	3	8	1.26	1.84
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	9	1.84	2.06
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	5	1.84	2.06
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	3	1.84	2.06
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	1	1.84	2.06
2	2	2	2a	3	3	0.5	0	0	3/4	2	2	1/8	1/8	1		6	54	F#3	3	20	2.06	2.34
2	2	2	2a	3	3	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	16	2.06	2.46
2	2	2	2a	3	3	0.5	0	0	3/4	1	2	1/8	1/8	1		2	62	D4	4	12	2.06	2.34
2	2	2	2a	3	3	2.0	0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	10	2.06	3.04
2	2	2	2a	7/2	7/2	0.5	1/8	1/8	3/4	2	2	1/8	1/8	1		4	52	E3	3	21	2.34	2.46
2	2	2	2a	7/2	7/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	13	2.34	2.46
2	2	2	2a	4	4	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	22	2.46	3.04
2	2	2	2a	4	4	0.5	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	17	2.46	2.8233333333333333
2	2	2	2a	4	4	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		6	66	F#4	4	14	2.46	3.04
2	2	2	2a	9/2	9/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	18	2.8233333333333333	3.04
2	2	2	2a	5	5	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	23	3.04	3.4
2	2	2	2a	5	5	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	19	3.04	3.4
2	2	2	2a	5	5	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	15	3.04	3.4
2	2	2	2a	5	5	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	11	3.04	3.4
3	3	3	3a	6	6	1.0	0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	32	3.4	3.8
3	3	3	3a	6	6	1.0	0	0	3/4	2	1	1/4	1/4	1		-3	63	Eb4	4	29	3.4	3.8
3	3	3	3a	6	6	2.0	0	0	3/4	1	2	1/2	1/2	1		3	69	A4	4	26	3.4	4.24
3	3	3	3a	6	6	2.0	0	0	3/4	1	1	1/2	1/2	1		0	72	C5	5	24	3.4	4.24
3	3	3	3a	7	7	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		6	54	F#3	3	33	3.8	4.24
3	3	3	3a	7	7	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	30	3.8	4.24
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	34	4.24	4.799166666666666
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	31	4.24	4.799166666666666
3	3	3	3a	8	8	0.5	1/2	1/2	3/4	1	2	1/8	1/8	1		3	69	A4	4	27	4.24	4.74
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	25	4.24	4.799166666666666
3	3	3	3a	17/2	17/2	0.5	5/8	5/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	28	4.74	4.799166666666666
4	4	4	4a	9	9	2.0	0	0	3/4	2	2	1/2	1/2	1		2	50	D3	3	43	4.799166666666666	5.56
4	4	4	4a	9	9	2.0	0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	41	4.799166666666666	5.56
4	4	4	4a	9	9	1.0	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	37	4.799166666666666	5.02
4	4	4	4a	9	9	2.0	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	35	4.799166666666666	5.56
4	4	4	4a	10	10	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		6	66	F#4	4	38	5.02	5.46
4	4	4	4a	21/2	21/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	39	5.46	5.56
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	44	5.56	6.12
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	42	5.56	6.12
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		6	66	F#4	4	40	5.56	6.12
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69	A4	4	36	5.56	6.12
5	5	5	5a	12	12	1.0	0	0	3/4	2	2	1/4	1/4	1		-2	46	Bb2	2	51	6.12	6.392758620689655
5	5	5	5a	12	12	2.0	0	0	3/4	1	2	1/2	1/2	1		-1	65	F4	4	47	6.12	6.98
5	5	5	5a	12	12	2.0	0	0	3/4	2	1	1/2	1/2	1		-1	65	F4	4	49	6.12	6.98
5	5	5	5a	12	12	2.0	0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	45	6.12	6.98
5	5	5	5a	13	13	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		-2	58	Bb3	3	52	6.392758620689655	6.98
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		3	57	A3	3	53	6.98	7.36
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		-1	65	F4	4	50	6.98	7.36
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		0	72	C5	5	48	6.98	7.36
5	5	5	5a	14	14	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		-1	77	F5	5	46	6.98	7.36
6	6	6	6a	15	15	1.0	0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	63	7.36	7.82
6	6	6	6a	15	15	1.0	0	0	3/4	2	1	1/4	1/4	1		1	67	G4	4	60	7.36	7.82
6	6	6	6a	15	15	1.0	0	0	3/4	1	2	1/4	1/4	1		-2	70	Bb4	4	56	7.36	7.82
6	6	6	6a	15	15	2.0	0	0	3/4	1	1	1/2	1/2	1		-3	75	Eb5	5	54	7.36	8.16
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		3	57	A3	3	64	7.82	8.16
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		-1	65	F4	4	61	7.82	8.16
6	6	6	6a	16	16	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		0	72	C5	5	57	7.82	8.16
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		-2	58	Bb3	3	65	8.16	8.56
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		-1	65	F4	4	62	8.16	8.56
6	6	6	6a	17	17	0.5	1/2	1/2	3/4	1	2	1/8	1/8	1		0	72	C5	5	58	8.16	8.34
6	6	6	6a	17	17	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	55	8.16	8.56
6	6	6	6a	35/2	35/2	0.5	5/8	5/8	3/4	1	2	1/8	1/8	1		-2	70	Bb4	4	59	8.34	8.56
7	7	7	7a	18	18	1.0	0	0	3/4	2	2	1/4	1/4	1		-3	51	Eb3	3	73	8.56	9.04
7	7	7	7a	18	18	1.0	0	0	3/4	2	1	1/4	1/4	1		1	67	G4	4	70	8.56	9.04
7	7	7	7a	18	18	2.0	0	0	3/4	1	2	1/2	1/2	1		-2	70	Bb4	4	68	8.56	9.52
7	7	7	7a	18	18	2.0	0	0	3/4	1	1	1/2	1/2	1		0	72	C5	5	66	8.56	9.52
7	7	7	7a	19	19	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		-1	53	F3	3	74	9.04	9.52
7	7	7	7a	19	19	1.5	1/4	1/4	3/4	2	1	3/8	1/4	3/2		-1	65	F4	4	71	9.04	9.62
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		-1	41	F2	2	75	9.52	9.98
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	69	9.52	9.98
7	7	7	7a	20	20	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	67	9.52	9.98
7	7	7	7a	41/2	41/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		-3	63	Eb4	4	72	9.62	9.98
8	8	8	8a	21	21	3.0	0	0	3/4	2	2	3/4	1/2	3/2		-2	46	Bb2	2	79	9.98	11.44
8	8	8	8a	21	21	3.0	0	0	3/4	2	1	3/4	1/2	3/2		2	62	D4	4	78	9.98	11.44
8	8	8	8a	21	21	3.0	0	0	3/4	1	2	3/4	1/2	3/2		-1	65	F4	4	77	9.98	11.44
8	8	8	8a	21	21	3.0	0	0	3/4	1	1	3/4	1/2	3/2		-2	70	Bb4	4	76	9.98	11.44
9	9	9	9a	24	24	1.0	0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	86	11.44	12.06
9	9	9	9a	24	24	2.0	0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	84	11.44	12.34
9	9	9	9a	24	24	2.0	0	0	3/4	1	2	1/2	1/2	1		6	66	F#4	4	82	11.44	12.34
9	9	9	9a	24	24	2.0	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	80	11.44	12.34
9	9	9	9a	25	25	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		0	48	C3	3	87	12.06	12.34
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		-2	46	Bb2	2	88	12.34	12.8
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	85	12.34	12.8
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	83	12.34	12.8
9	9	9	9a	26	26	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	81	12.34	12.8
10	10	10	10a	27	27	1.0	0	0	3/4	2	2	1/4	1/4	1		3	45	A2	2	98	12.8	13.16
10	10	10	10a	27	27	2.0	0	0	3/4	2	1	1/2	1/2	1		-3	63	Eb4	4	95	12.8	13.6
10	10	10	10a	27	27	1.0	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	91	12.8	13.16
10	10	10	10a	27	27	2.0	0	0	3/4	1	1	1/2	1/2	1		0	72	C5	5	89	12.8	13.6
10	10	10	10a	28	28	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		1	43	G2	2	99	13.16	13.6
10	10	10	10a	28	28	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		6	66	F#4	4	92	13.16	13.54
10	10	10	10a	57/2	57/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	93	13.54	13.6
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		6	42	F#2	2	100	13.6	14.1
10	10	10	10a	29	29	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		-3	63	Eb4	4	96	13.6	13.7
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		3	69	A4	4	94	13.6	14.1
10	10	10	10a	29	29	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	90	13.6	14.1
10	10	10	10a	59/2	59/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		2	62	D4	4	97	13.7	14.1
11	11	11	11a	30	30	1.0	0	0	3/4	2	2	1/4	1/4	1		1	43	G2	2	109	14.1	14.55076923076923
11	11	11	11a	30	30	2.0	0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	107	14.1	14.92
11	11	11	11a	30	30	1.0	0	0	3/4	1	2	1/4	1/4	1		3	69	A4	4	103	14.1	14.55076923076923
11	11	11	11a	30	30	2.0	0	0	3/4	1	1	1/2	1/2	1		-2	70	Bb4	4	101	14.1	14.92
11	11	11	11a	31	31	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		1	55	G3	3	110	14.55076923076923	14.92
11	11	11	11a	31	31	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		1	67	G4	4	104	14.55076923076923	14.58
11	11	11	11a	63/2	63/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	105	14.58	14.92
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		0	48	C3	3	111	14.92	15.34
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	63	Eb4	4	108	14.92	15.34
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	106	14.92	15.34
11	11	11	11a	32	32	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	102	14.92	15.34
12	12	12	12a	33	33	2.0	0	0	3/4	2	2	1/2	1/2	1		2	50	D3	3	120	15.34	16.24
12	12	12	12a	33	33	2.0	0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	118	15.34	16.24
12	12	12	12a	33	33	1.0	0	0	3/4	1	2	1/4	1/4	1		1	67	G4	4	114	15.34	15.82
12	12	12	12a	33	33	2.0	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	112	15.34	16.24
12	12	12	12a	34	34	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		6	66	F#4	4	115	15.82	16.04
12	12	12	12a	69/2	69/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	116	16.04	16.24
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	121	16.24	16.87085714285714
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	119	16.24	16.87085714285714
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		6	66	F#4	4	117	16.24	16.87085714285714
12	12	12	12a	35	35	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69	A4	4	113	16.24	16.87085714285714
13	13	13	13a	36	36	0.5	0	0	3/4	2	2	1/8	1/8	1		2	50	D3	3	132	16.87085714285714	17.06
13	13	13	13a	36	36	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	128	16.87085714285714	17.2
13	13	13	13a	36	36	0.5	0	0	3/4	1	2	1/8	1/8	1		6	66	F#4	4	124	16.87085714285714	17.06
13	13	13	13a	36	36	2.0	0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	122	16.87085714285714	17.7
13	13	13	13a	73/2	73/2	0.5	1/8	1/8	3/4	2	2	1/8	1/8	1		4	52	E3	3	133	17.06	17.2
13	13	13	13a	73/2	73/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		1	67	G4	4	125	17.06	17.2
13	13	13	13a	37	37	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		6	54	F#3	3	134	17.2	17.7
13	13	13	13a	37	37	0.5	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62	D4	4	129	17.2	17.58
13	13	13	13a	37	37	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		3	69	A4	4	126	17.2	17.7
13	13	13	13a	75/2	75/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	130	17.58	17.7
13	13	13	13a	38	38	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	55	G3	3	135	17.7	18.06
