mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	6	1.0	1.52
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	4	1.0	1.52
1	0	1	0a	0	0	0.5	0	3/4	4/4	1	1	1/8	1/8	1		2	62	D4	4	0	1.0	1.52
1	0	1	0a	0	0	0.5	0	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	2	1.0	1.52
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	7	1.52	1.98
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	5	1.52	1.98
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4	3	1.52	1.98
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	1	1.52	1.98
2	1	2	1a	1	1	1.5	0	0	4/4	2	2	3/8	1/4	3/2		2	50	D3	3	22	1.98	3.2
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	17	1.98	2.92
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	12	1.98	2.92
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	65	F4	4	8	1.98	2.92
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	18	2.92	3.64
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-2	58	Bb3	3	13	2.92	3.64
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	9	2.92	3.64
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	23	3.2	3.64
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		2	50	D3	3	24	3.64	4.08
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	53	F3	3	19	3.64	4.52
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	57	A3	3	14	3.64	4.52
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4	10	3.64	4.52
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	25	4.08	4.52
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	26	4.52	5.0
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	53	F3	3	20	4.52	5.0
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	15	4.52	5.0
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	11	4.52	5.3
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	27	5.0	5.3
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	21	5.0	5.3
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		0	60	C4	4	16	5.0	5.3
