mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	3	0.7	1.6
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	2	0.7	1.6
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	1	0.7	1.6
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	0	0.7	1.6
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		9	51	D#3	3	20	1.6	2.32
2	1	2	1a	1	1	0.5	0	0	4/4	2	1	1/8	1/8	1		6	54	F#3	3	14	1.6	1.98
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	8	1.6	2.32
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	4	1.6	2.32
2	1	2	1a	3/2	3/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	15	1.98	2.32
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	21	2.32	2.98
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	16	2.32	2.98
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	9	2.32	2.82
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	5	2.32	2.98
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	10	2.82	2.98
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	E3	3	22	2.98	3.28
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	17	2.98	3.5
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	11	2.98	3.28
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	6	2.98	3.5
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	23	3.28	3.5
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	12	3.28	3.5
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	24	3.5	4.2
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	18	3.5	3.92
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	13	3.5	4.2
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	7	3.5	4.2
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	19	3.92	4.2
3	2	3	2a	5	5	2.0	0	0	4/4	2	2	1/2	1/2	1		2	50	D3	3	39	4.2	5.7
3	2	3	2a	5	5	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	34	4.2	4.54
