mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1	1a	0	0	1.0	0	0	3/4	2	2	1/4	1/4	1		2	50	D3	3	12
1	1	1	1a	0	0	1.5	0	0	3/4	2	1	3/8	1/4	3/2		-1	53	F3	3	9
1	1	1	1a	0	0	1.0	0	0	3/4	1	2	1/4	1/4	1		3	57	A3	3	4
1	1	1	1a	0	0	1.5	0	0	3/4	1	1	3/8	1/4	3/2		2	62	D4	4	0
1	1	1	1a	1	1	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		2	38	D2	2	13
1	1	1	1a	1	1	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		2	62	D4	4	5
1	1	1	1a	3/2	3/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		1	55	G3	3	10
1	1	1	1a	3/2	3/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		7	61	C#4	4	6
1	1	1	1a	3/2	3/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		4	64	E4	4	1
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	14
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	11
1	1	1	1a	2	2	0.5	1/2	1/2	3/4	1	2	1/8	1/8	1		2	62	D4	4	7
1	1	1	1a	2	2	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	F4	4	2
1	1	1	1a	5/2	5/2	0.5	5/8	5/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	8
1	1	1	1a	5/2	5/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	G4	4	3
2	2	2	2a	3	3	0.5	0	0	3/4	2	2	1/8	1/8	1		2	50	D3	3	26
2	2	2	2a	3	3	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	22
2	2	2	2a	3	3	0.5	0	0	3/4	1	2	1/8	1/8	1		-1	65	F4	4	17
2	2	2	2a	3	3	2.0	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	15
2	2	2	2a	7/2	7/2	0.5	1/8	1/8	3/4	2	2	1/8	1/8	1		7	49	C#3	3	27
2	2	2	2a	7/2	7/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		4	64	E4	4	18
2	2	2	2a	4	4	0.5	1/4	1/4	3/4	2	2	1/8	1/8	1		2	50	D3	3	28
2	2	2	2a	4	4	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	23
