mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	3	0.9	1.88
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	2	0.9	1.88
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	1	0.9	1.88
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	0	0.9	1.88
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3	19	1.88	2.42
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	13	1.88	2.42
2	1	2	1a	1	1	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4	8	1.88	2.14
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	4	1.88	2.42
2	1	2	1a	3/2	3/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	9	2.14	2.42
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	20	2.42	3.1
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	14	2.42	2.86
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	10	2.42	3.1
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	5	2.42	3.1
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	15	2.86	3.1
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		1	55	G3	3	21	3.1	3.44
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	16	3.1	3.44
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	11	3.1	3.62
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	6	3.1	3.62
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	22	3.44	3.62
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	17	3.44	3.62
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59	B3	3	23	3.62	4.36
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	18	3.62	4.36
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	12	3.62	4.36
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	7	3.62	4.36
3	2	3	2a	5	5	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	33	4.36	4.86
3	2	3	2a	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		0	60	C4	4	39	4.36	5.08
3	2	3	2a	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	29	4.36	5.08
3	2	3	2a	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5	24	4.36	5.08
3	2	3	2a	11/2	11/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	34	4.86	5.08
3	2	3	2a	6	6	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	35	5.08	5.2
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	62	D4	4	40	5.08	5.64
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	30	5.08	5.64
3	2	3	2a	6	6	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		2	74	D5	5	25	5.08	5.2
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	36	5.2	5.64
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	26	5.2	5.64
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	41	5.64	6.44
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	37	5.64	6.44
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	31	5.64	6.44
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	27	5.64	6.44
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	42	6.44	7.0
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	38	6.44	7.0
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	28	6.44	7.0
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	32	6.44	7.0
4	3	4	3a	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	57	7.0	7.72
4	3	4	3a	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3	53	7.0	7.72
4	3	4	3a	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	48	7.0	7.72
4	3	4	3a	9	9	0.5	0	0	4/4	1	1	1/8	1/8	1		5	71	B4	4	43	7.0	7.36
4	3	4	3a	19/2	19/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	44	7.36	7.72
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	58	7.72	8.24
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	54	7.72	8.24
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	49	7.72	8.24
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	45	7.72	8.24
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	59	8.24	9.04
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	55	8.24	9.04
4	3	4	3a	11	11	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	50	8.24	8.74
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	46	8.24	9.04
4	3	4	3a	23/2	23/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	51	8.74	9.04
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	60	9.04	9.72
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	56	9.04	9.72
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	52	9.04	9.72
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	47	9.04	9.72
5	4	5	4a	13	13	3.0	0	0	4/4	2	2	3/4	1/2	3/2		2	50	D3	3	68	9.72	11.856
5	4	5	4a	13	13	3.0	0	0	4/4	2	1	3/4	1/2	3/2		3	57	A3	3	65	9.72	11.856
5	4	5	4a	13	13	3.0	0	0	4/4	1	2	3/4	1/2	3/2		6	66	F#4	4	63	9.72	11.856
5	4	5	4a	13	13	3.0	0	0	4/4	1	1	3/4	1/2	3/2		2	74	D5	5	61	9.72	11.856
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	69	11.856	12.36
5	4	5	4a	16	16	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	66	11.856	12.14
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	64	11.856	12.36
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	62	11.856	12.36
5	4	5	4a	33/2	33/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	67	12.14	12.36
6	5	6	5a	17	17	1.0	0	0	4/4	2	2	1/4	1/4	1		1	55	G3	3	83	12.36	12.76
6	5	6	5a	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	79	12.36	12.76
6	5	6	5a	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	75	12.36	12.76
6	5	6	5a	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	70	12.36	12.76
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	84	12.76	13.44
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	80	12.76	13.44
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	76	12.76	13.44
6	5	6	5a	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	71	12.76	13.44
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	59	B3	3	85	13.44	14.42
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	81	13.44	14.42
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	77	13.44	14.42
6	5	6	5a	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	72	13.44	14.42
6	5	6	5a	20	20	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	86	14.42	14.9
6	5	6	5a	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	82	14.42	14.9
6	5	6	5a	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	78	14.42	14.9
6	5	6	5a	20	20	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	73	14.42	14.78
6	5	6	5a	41/2	41/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	74	14.78	14.9
7	6	7	6a	21	21	1.0	0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2	101	14.9	15.64
7	6	7	6a	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4	97	14.9	15.64
7	6	7	6a	21	21	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	92	14.9	15.64
