mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	2.0	0	1/2	4/4	2	2	1/2	1/2	1		4	52	E3	3	3	0.82	1.96
1	0	1	0a	0	0	2.0	0	1/2	4/4	2	1	1/2	1/2	1		5	59	B3	3	2	0.82	1.96
1	0	1	0a	0	0	2.0	0	1/2	4/4	1	2	1/2	1/2	1		4	64	E4	4	1	0.82	1.96
1	0	1	0a	0	0	2.0	0	1/2	4/4	1	1	1/2	1/2	1		1	67	G4	4	0	0.82	1.96
2	1	2	1a	2	2	2.0	0	0	4/4	2	2	1/2	1/2	1		-1	53	F3	3	11	1.96	2.88
2	1	2	1a	2	2	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3	9	1.96	2.88
2	1	2	1a	2	2	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	6	1.96	2.52
2	1	2	1a	2	2	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	4	1.96	2.88
2	1	2	1a	3	3	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	7	2.52	2.88
2	1	2	1a	4	4	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		6	54	F#3	3	12	2.88	3.66
2	1	2	1a	4	4	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57	A3	3	10	2.88	3.66
2	1	2	1a	4	4	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		2	62	D4	4	8	2.88	3.66
2	1	2	1a	4	4	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		0	72	C5	5	5	2.88	3.66
3	2	3	2a	6	6	2.0	0	0	4/4	2	2	1/2	1/2	1		1	55	G3	3	20	3.66	4.48
3	2	3	2a	6	6	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	17	3.66	3.84
3	2	3	2a	6	6	2.0	0	0	4/4	1	2	1/2	1/2	1		2	62	D4	4	15	3.66	4.48
3	2	3	2a	6	6	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4	13	3.66	4.48
3	2	3	2a	7	7	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	18	3.84	4.48
3	2	3	2a	8	8	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	21	4.48	4.78
3	2	3	2a	8	8	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		3	57	A3	3	19	4.48	5.2
3	2	3	2a	8	8	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		2	62	D4	4	16	4.48	5.2
3	2	3	2a	8	8	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	A4	4	14	4.48	5.2
3	2	3	2a	9	9	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	22	4.78	5.2
4	3	4	3a	10	10	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	30	5.2	5.64
4	3	4	3a	10	10	2.0	0	0	4/4	2	1	1/2	1/2	1		1	55	G3	3	28	5.2	6.16
4	3	4	3a	10	10	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	25	5.2	5.64
