mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1	1a	0	0	1.0	0	0	4/4	2	2	1/4	1/4	1		2	62	D4	4	12
1	1	1	1a	0	0	1.0	0	0	4/4	2	1	1/4	1/4	1		-1	65	F4	4	8
1	1	1	1a	0	0	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	4
1	1	1	1a	0	0	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	0
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	60	C4	4	13
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	9
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	1
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	5
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-2	58	Bb3	3	14
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65	F4	4	10
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	6
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	2
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	15
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	67	G4	4	11
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	7
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	3
2	2	2	2a	4	4	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	25
2	2	2	2a	4	4	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	22
2	2	2	2a	4	4	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	19
2	2	2	2a	4	4	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	77	F5	5	16
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		5	59	B3	3	26
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	23
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	20
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	17
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		0	60	C4	4	24
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		0	60	C4	4	27
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		1	67	G4	4	21
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		4	76	E5	5	18
3	3	3	3a	8	8	0.5	0	0	4/4	2	2	1/8	1/8	1		3	57	A3	3	44
3	3	3	3a	8	8	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	39
3	3	3	3a	8	8	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	33
3	3	3	3a	8	8	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	28
3	3	3	3a	17/2	17/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	45
3	3	3	3a	9	9	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	46
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	40
3	3	3	3a	9	9	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	34
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	29
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	47
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	35
3	3	3	3a	10	10	1.5	1/2	1/2	4/4	2	2	3/8	1/4	3/2		2	50	D3	3	48
3	3	3	3a	10	10	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	41
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	36
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	30
3	3	3	3a	21/2	21/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	42
3	3	3	3a	11	11	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	53	F3	3	43
3	3	3	3a	11	11	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	37
3	3	3	3a	11	11	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	31
