mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
8	6	14	6a	42	22	0.5	1/4	1/4	4/4	1	2	1/8		1/8	1		1	67	G4	4	113	38.54	38.86
8	6	14	6a	42	22	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	106	38.54	38.86
8	6	14	6a	85/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		7	61	C#4	4	119	38.86	39.26
8	6	14	6a	85/2	45/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	114	38.86	39.26
8	6	14	6a	85/2	45/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		1	67	G4	4	107	38.86	39.26
8	6	14	6a	43	23	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		2	50	D3	3	126	39.26	39.6
8	6	14	6a	43	23	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62	D4	4	120	39.26	40.1
8	6	14	6a	43	23	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		6	66	F#4	4	115	39.26	40.1
8	6	14	6a	43	23	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		3	69	A4	4	108	39.26	40.1
8	6	14	6a	87/2	47/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		4	52	E3	3	127	39.6	40.1
8	6	14	6a	44	24	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		2	50	D3	3	128	40.1	40.6
8	6	14	6a	44	24	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		8	56	G#3	3	121	40.1	40.6
8	6	14	6a	44	24	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	116	40.1	40.82
8	6	14	6a	44	24	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	109	40.1	40.6
8	6	14	6a	89/2	49/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	48	C3	3	129	40.6	40.82
8	6	14	6a	89/2	49/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	122	40.6	40.82
8	6	14	6a	89/2	49/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	110	40.6	40.82
9	7	15	7a	45	25	1.0	0	0	4/4	2	2	1/4		1/4	1		5	47	B2	2	147	40.82	41.76
9	7	15	7a	45	25	0.5	0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	141	40.82	41.26
9	7	15	7a	45	25	1.0	0	0	4/4	1	2	1/4		1/4	1		2	62	D4	4	136	40.82	41.76
9	7	15	7a	45	25	1.0	0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	130	40.82	41.76
9	7	15	7a	91/2	51/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	142	41.26	41.76
9	7	15	7a	46	26	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		4	52	E3	3	148	41.76	42.6
9	7	15	7a	46	26	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		8	56	G#3	3	143	41.76	42.6
9	7	15	7a	46	26	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	137	41.76	42.6
9	7	15	7a	46	26	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	131	41.76	42.1
9	7	15	7a	93/2	53/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	132	42.1	42.6
9	7	15	7a	47	27	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	A3	3	144	42.6	43.1
9	7	15	7a	47	27	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		3	57	A3	3	149	42.6	43.54
9	7	15	7a	47	27	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		4	64	E4	4	138	42.6	43.1
9	7	15	7a	47	27	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		0	72	C5	5	133	42.6	43.1
9	7	15	7a	95/2	55/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	145	43.1	43.54
9	7	15	7a	95/2	55/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		2	62	D4	4	139	43.1	43.54
9	7	15	7a	95/2	55/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	134	43.1	43.54
9	7	15	7a	48	28	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		3	45	A2	2	150	43.54	44.54
9	7	15	7a	48	28	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	146	43.54	44.54
9	7	15	7a	48	28	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	140	43.54	44.54
9	7	15	7a	48	28	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		3	69	A4	4	135	43.54	44.54
10	8	16	8a	50	30	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		3	57	A3	3	162	45.26	46.24
10	8	16	8a	50	30	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	159	45.26	46.24
10	8	16	8a	50	30	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	155	45.26	46.24
10	8	16	8a	50	30	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	151	45.26	46.24
10	8	16	8a	51	31	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		5	59	B3	3	163	46.24	46.54
10	8	16	8a	51	31	1.5	1/2	1/2	4/4	2	1	3/8		1/4	3/2		5	59	B3	3	160	46.24	47.36
10	8	16	8a	51	31	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		9	63	D#4	4	156	46.24	46.54
10	8	16	8a	51	31	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		6	66	F#4	4	152	46.24	47.04
10	8	16	8a	103/2	63/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		0	60	C4	4	164	46.54	47.04
10	8	16	8a	103/2	63/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	157	46.54	47.04
10	8	16	8a	52	32	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		5	59	B3	3	165	47.04	47.36
10	8	16	8a	52	32	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	158	47.04	47.82
10	8	16	8a	52	32	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	76	E5	5	153	47.04	47.36
10	8	16	8a	105/2	65/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		3	57	A3	3	166	47.36	47.82
10	8	16	8a	105/2	65/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	161	47.36	47.82
10	8	16	8a	105/2	65/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		9	75	D#5	5	154	47.36	47.82
11	9	17	9a	53	33	0.5	0	0	4/4	2	2	1/8		1/8	1		1	55	G3	3	190	47.82	48.2
11	9	17	9a	53	33	0.5	0	0	4/4	2	1	1/8		1/8	1		5	59	B3	3	183	47.82	48.2
11	9	17	9a	53	33	0.5	0	0	4/4	1	2	1/8		1/8	1		4	64	E4	4	175	47.82	48.2
11	9	17	9a	53	33	0.5	0	0	4/4	1	1	1/8		1/8	1		4	76	E5	5	167	47.82	48.2
11	9	17	9a	107/2	67/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		6	54	F#3	3	191	48.2	48.52
11	9	17	9a	107/2	67/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	184	48.2	48.52
11	9	17	9a	107/2	67/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	176	48.2	48.52
11	9	17	9a	107/2	67/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	168	48.2	48.52
11	9	17	9a	54	34	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		4	52	E3	3	192	48.52	49.02
11	9	17	9a	54	34	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	185	48.52	49.02
11	9	17	9a	54	34	0.5	1/4	1/4	4/4	1	2	1/8		1/8	1		1	67	G4	4	177	48.52	49.02
11	9	17	9a	54	34	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	169	48.52	49.02
11	9	17	9a	109/2	69/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		2	50	D3	3	193	49.02	49.42
11	9	17	9a	109/2	69/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		8	56	G#3	3	186	49.02	49.42
11	9	17	9a	109/2	69/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		-1	65	F4	4	178	49.02	49.42
11	9	17	9a	109/2	69/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		5	71	B4	4	170	49.02	49.42
11	9	17	9a	55	35	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		0	48	C3	3	194	49.42	49.72
11	9	17	9a	55	35	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		3	57	A3	3	187	49.42	49.72
11	9	17	9a	55	35	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		4	64	E4	4	179	49.42	50.2
11	9	17	9a	55	35	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		3	69	A4	4	171	49.42	49.72
11	9	17	9a	111/2	71/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		5	47	B2	2	195	49.72	50.2
11	9	17	9a	111/2	71/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	188	49.72	50.2
11	9	17	9a	111/2	71/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		1	79	G5	5	172	49.72	50.2
11	9	17	9a	56	36	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		3	45	A2	2	196	50.2	51.1
11	9	17	9a	56	36	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	189	50.2	51.1
11	9	17	9a	56	36	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		3	69	A4	4	180	50.2	50.7
11	9	17	9a	56	36	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		6	78	F#5	5	173	50.2	50.7
11	9	17	9a	113/2	73/2	0.25	7/8	7/8	4/4	1	2	1/16		1/16	1		5	71	B4	4	181	50.7	50.85
11	9	17	9a	113/2	73/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		4	76	E5	5	174	50.7	51.1
11	9	17	9a	227/4	147/4	0.25	15/16	15/16	4/4	1	2	1/16		1/16	1		0	72	C5	5	182	50.85	51.1
12	10	18	10a	57	37	1.0	0	0	4/4	2	2	1/4		1/4	1		5	47	B2	2	208	51.1	52.06
12	10	18	10a	57	37	1.0	0	0	4/4	2	1	1/4		1/4	1		5	59	B3	3	205	51.1	52.06
12	10	18	10a	57	37	0.5	0	0	4/4	1	2	1/8		1/8	1		6	66	F#4	4	201	51.1	51.56
12	10	18	10a	57	37	0.5	0	0	4/4	1	1	1/8		1/8	1		9	75	D#5	5	197	51.1	51.56
12	10	18	10a	115/2	75/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	202	51.56	52.06
12	10	18	10a	115/2	75/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		7	73	C#5	5	198	51.56	52.06
12	10	18	10a	58	38	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		5	47	B2	2	209	52.06	53.06
12	10	18	10a	58	38	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		6	54	F#3	3	206	52.06	53.06
12	10	18	10a	58	38	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	203	52.06	53.06
12	10	18	10a	58	38	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		5	71	B4	4	199	52.06	53.06
12	10	18	10a	60	40	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		8	56	G#3	3	210	53.92	54.9
12	10	18	10a	60	40	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59	B3	3	207	53.92	54.9
12	10	18	10a	60	40	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	204	53.92	54.9
12	10	18	10a	60	40	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		4	76	E5	5	200	53.92	54.9
13	11	19	11a	61	41	0.0	0	0	4/4	1	1	0	appoggiatura	1/8	1		2	74	D5	5	211	54.9	54.9
13	11	19	11a	61	41	0.5	0	0	4/4	2	1	1/8		1/8	1		3	57	A3	3	225	54.9	55.4
13	11	19	11a	61	41	0.5	0	0	4/4	2	2	1/8		1/8	1		3	57	A3	3	232	54.9	55.4
13	11	19	11a	61	41	1.5	0	0	4/4	1	2	3/8		1/4	3/2		4	64	E4	4	219	54.9	56.02
13	11	19	11a	61	41	1.0	0	0	4/4	1	1	1/4		1/4	1		0	72	C5	5	212	54.9	55.634
13	11	19	11a	123/2	83/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		3	45	A2	2	233	55.4	55.634
13	11	19	11a	123/2	83/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	226	55.4	55.634
13	11	19	11a	62	42	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1	1	3	57	A3	3	234	55.634	56.44
13	11	19	11a	62	42	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	227	55.634	56.44
13	11	19	11a	62	42	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		5	71	B4	4	213	55.634	56.02
13	11	19	11a	125/2	85/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	220	56.02	56.44
13	11	19	11a	125/2	85/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	214	56.02	56.44
13	11	19	11a	63	43	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		6	54	F#3	3	228	56.44	56.876000000000005
13	11	19	11a	63	43	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1	-1	3	57	A3	3	235	56.44	56.876000000000005
13	11	19	11a	63	43	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		9	63	D#4	4	221	56.44	56.876000000000005
13	11	19	11a	63	43	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		5	71	B4	4	215	56.44	56.876000000000005
13	11	19	11a	127/2	87/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		6	54	F#3	3	236	56.876000000000005	57.22
13	11	19	11a	127/2	87/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	229	56.876000000000005	57.22
13	11	19	11a	127/2	87/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		9	63	D#4	4	216	56.876000000000005	57.22
13	11	19	11a	127/2	87/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	222	56.876000000000005	57.22
13	11	19	11a	64	44	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		1	55	G3	3	237	57.22	57.68
13	11	19	11a	64	44	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		5	59	B3	3	230	57.22	57.68
13	11	19	11a	64	44	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		4	64	E4	4	217	57.22	57.68
13	11	19	11a	64	44	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		4	64	E4	4	223	57.22	57.68
13	11	19	11a	129/2	89/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	48	C3	3	238	57.68	58.18
13	11	19	11a	129/2	89/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		3	57	A3	3	231	57.68	58.18
13	11	19	11a	129/2	89/2	0.5	7/8	7/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	224	57.68	58.18
13	11	19	11a	129/2	89/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	218	57.68	58.18
14	12	20	12a	65	45	0.5	0	0	4/4	2	2	1/8		1/8	1		5	47	B2	2	250	58.18	58.68
14	12	20	12a	65	45	1.0	0	0	4/4	2	1	1/4		1/4	1		5	59	B3	3	246	58.18	59.2
14	12	20	12a	65	45	1.0	0	0	4/4	1	2	1/4		1/4	1		4	64	E4	4	243	58.18	59.2
14	12	20	12a	65	45	1.0	0	0	4/4	1	1	1/4		1/4	1		1	67	G4	4	239	58.18	59.2
14	12	20	12a	131/2	91/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		3	45	A2	2	251	58.68	59.2
14	12	20	12a	66	46	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		5	47	B2	2	252	59.2	60.54
14	12	20	12a	66	46	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	247	59.2	59.94
14	12	20	12a	66	46	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		9	63	D#4	4	244	59.2	60.54
14	12	20	12a	66	46	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		6	66	F#4	4	240	59.2	59.94
14	12	20	12a	133/2	93/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		1	55	G3	3	248	59.94	60.54
14	12	20	12a	133/2	93/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		4	64	E4	4	241	59.94	60.54
14	12	20	12a	67	47	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		4	52	E3	3	253	60.54	65.73999999999923
14	12	20	12a	67	47	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	249	60.54	65.73999999999923
14	12	20	12a	67	47	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		5	59	B3	3	245	60.54	65.73999999999923
14	12	20	12a	67	47	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		4	64	E4	4	242	60.54	65.73999999999923
