mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	2	0.3	1.34
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	3	0.3	1.34
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		0	60	C4	4	1	0.3	1.34
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	0	0.3	1.34
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	19	1.34	2.18
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3	14	1.34	2.18
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		0	60	C4	4	8	1.34	2.18
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	4	1.34	2.18
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		-1	53	F3	3	20	2.18	2.7
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		0	60	C4	4	9	2.18	2.6032
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	15	2.18	2.7
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	5	2.18	2.7
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	10	2.6032	2.7
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	21	2.7	3.08
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4	16	2.7	3.32
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	11	2.7	3.08
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	6	2.7	3.32
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	22	3.08	3.32
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	12	3.08	3.32
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	23	3.32	3.74
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	17	3.32	3.74
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	13	3.32	4.24
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	7	3.32	4.24
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		-1	53	F3	3	24	3.74	4.24
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	18	3.74	4.24
