mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	1	1	1a	0	0	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	14	0.9	1.9
1	1	1	1a	0	0	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	9	0.9	1.9
1	1	1	1a	0	0	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4	4	0.9	1.9
1	1	1	1a	0	0	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	0	0.9	1.9
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	15	1.9	2.58
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	10	1.9	2.58
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	5	1.9	2.58
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	1	1.9	2.58
1	1	1	1a	2	2	1.5	1/2	1/2	4/4	2	2	3/8	1/4	3/2		0	48	C3	3	16	2.58	6.12
1	1	1	1a	2	2	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	C4	4	11	2.58	4.64
1	1	1	1a	2	2	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	6	2.58	4.64
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	2	2.58	5.58
1	1	1	1a	5/2	5/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	12	4.64	5.58
1	1	1	1a	5/2	5/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	7	4.64	5.58
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	13	5.58	7.86
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	8	5.58	7.86
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	3	5.58	7.86
1	1	1	1a	7/2	7/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	17	6.12	7.86
2	2	2	2a	4	4	1.0	0	0	4/4	2	2	1/4	1/4	1		3	45	A2	2	27	7.86	9.58
2	2	2	2a	4	4	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	23	7.86	9.58
2	2	2	2a	4	4	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	20	7.86	9.58
2	2	2	2a	4	4	2.0	0	0	4/4	1	1	1/2	1/2	1		6	66	F#4	4	18	7.86	16.14
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	28	9.58	16.14
2	2	2	2a	5	5	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	24	9.58	15.56
2	2	2	2a	5	5	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		9	63	D#4	4	21	9.58	16.14
2	2	2	2a	11/2	11/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	25	15.56	16.14
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		4	52	E3	3	29	16.14	19.0
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		1	55	G3	3	26	16.14	19.0
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		5	59	B3	3	22	16.14	19.0
2	2	2	2a	6	6	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		4	64	E4	4	19	16.14	19.0
3	3	3	3a	8	8	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	46	19.0	34.26
3	3	3	3a	8	8	0.5	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4	39	19.0	19.62
3	3	3	3a	8	8	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	34	19.0	19.62
3	3	3	3a	8	8	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	30	19.0	34.26
3	3	3	3a	17/2	17/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	40	19.62	34.26
3	3	3	3a	17/2	17/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	35	19.62	34.26
3	3	3	3a	9	9	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		3	57	A3	3	47	34.26	34.76
3	3	3	3a	9	9	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61	C#4	4	41	34.26	34.76
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	36	34.26	37.86
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	31	34.26	37.86
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	48	34.76	37.86
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	42	34.76	37.86
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		6	54	F#3	3	49	37.86	39.12
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	43	37.86	39.12
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	37	37.86	39.12
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	32	37.86	39.12
3	3	3	3a	11	11	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	44	39.12	43.54
3	3	3	3a	11	11	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	50	39.12	43.54
3	3	3	3a	11	11	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	38	39.12	45.52
3	3	3	3a	11	11	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	33	39.12	45.52
3	3	3	3a	23/2	23/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	51	43.54	45.52
3	3	3	3a	23/2	23/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	45	43.54	45.52
4	4	4	4a	12	12	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	61	45.52	46.26
4	4	4	4a	12	12	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	58	45.52	46.84
4	4	4	4a	12	12	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	54	45.52	46.26
4	4	4	4a	12	12	2.0	0	0	4/4	1	1	1/2	1/2	1		4	76	E5	5	52	45.52	47.86
4	4	4	4a	25/2	25/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	62	46.26	46.84
4	4	4	4a	25/2	25/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	55	46.26	46.84
4	4	4	4a	13	13	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	63	46.84	47.36
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		1	67	G4	4	59	46.84	47.86
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		5	71	B4	4	56	46.84	47.86
4	4	4	4a	27/2	27/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	64	47.36	47.86
4	4	4	4a	14	14	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		5	59	B3	3	65	47.86	50.14
4	4	4	4a	14	14	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		6	66	F#4	4	60	47.86	50.14
4	4	4	4a	14	14	2.0	1/2	1/2	4/4	1	2	1/2	1/2	1		5	71	B4	4	57	47.86	50.14
4	4	4	4a	14	14	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		9	75	D#5	5	53	47.86	50.14
5	5	5	5a	16	16	1.0	0	0	4/4	2	2	1/4	1/4	1		0	60	C4	4	80	50.14	51.22
5	5	5	5a	16	16	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	76	50.14	51.22
