mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
8	7	17	7b	91/2	43/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	91	24.62	24.9
9	8	18	8b	46	22	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	41	F2	2	109	24.9	25.979166666666668
9	8	18	8b	46	22	2.0	0	0	3/4	2	1	1/2		1/2	1		3	57	A3	3	108	24.9	25.979166666666668
9	8	18	8b	46	22	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	107	24.9	25.979166666666668
9	8	18	8b	46	22	2.0	0	0	3/4	1	1	1/2		1/2	1		0	72	C5	5	106	24.9	25.979166666666668
10	8	19	8b	48	24	0.5	0	1/2	3/4	2	2	1/8		1/8	1		-1	53	F3	3	113	25.979166666666668	26.44
10	8	19	8b	48	24	1.0	0	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	112	25.979166666666668	26.74
10	8	19	8b	48	24	1.0	0	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	111	25.979166666666668	26.74
10	8	19	8b	48	24	1.0	0	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	110	25.979166666666668	26.74
10	8	19	8b	97/2	49/2	0.5	1/8	5/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	114	26.44	26.74
11	9	20	9a	49	25	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	123	26.74	27.22
11	9	20	9a	49	25	1.0	0	0	3/4	2	1	1/4		1/4	1		-1	53	F3	3	120	26.74	27.22
11	9	20	9a	49	25	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	118	26.74	27.68
11	9	20	9a	49	25	1.0	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	115	26.74	27.22
11	9	20	9a	50	26	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	124	27.22	27.48
11	9	20	9a	50	26	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	121	27.22	27.68
11	9	20	9a	50	26	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	C5	5	116	27.22	27.68
11	9	20	9a	101/2	53/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	125	27.48	27.68
11	9	20	9a	51	27	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		0	48	C3	3	126	27.68	28.103636363636365
11	9	20	9a	51	27	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	122	27.68	28.26
11	9	20	9a	51	27	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		-1	65	F4	4	119	27.68	28.26
11	9	20	9a	51	27	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	117	27.68	28.26
11	9	20	9a	103/2	55/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		-2	46	Bb2	2	127	28.103636363636365	28.26
12	10	21	10a	52	28	1.5	0	0	3/4	2	2	3/8		1/4	3/2		-3	51	Eb3	3	140	28.26	29.06
12	10	21	10a	52	28	1.5	0	0	3/4	2	1	3/8		1/4	3/2		-2	58	Bb3	3	137	28.26	29.06
12	10	21	10a	52	28	1.5	0	0	3/4	1	2	3/8		1/4	3/2		-3	63	Eb4	4	133	28.26	29.06
12	10	21	10a	52	28	1.0	0	0	3/4	1	1	1/4		1/4	1		1	67	G4	4	128	28.26	28.56
12	10	21	10a	53	29	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79	G5	5	129	28.56	29.06
12	10	21	10a	107/2	59/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	141	29.06	29.36
12	10	21	10a	107/2	59/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	138	29.06	29.36
12	10	21	10a	107/2	59/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		1	67	G4	4	134	29.06	29.36
12	10	21	10a	107/2	59/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	130	29.06	29.36
12	10	21	10a	54	30	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1	1	-4	56	Ab3	3	142	29.36	29.72
12	10	21	10a	54	30	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	C4	4	139	29.36	29.72
12	10	21	10a	54	30	0.5	1/2	1/2	3/4	1	2	1/8		1/8	1		-3	63	Eb4	4	135	29.36	29.52
12	10	21	10a	54	30	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	131	29.36	29.52
12	10	21	10a	109/2	61/2	0.5	5/8	5/8	3/4	1	2	1/8		1/8	1		2	62	D4	4	136	29.52	29.72
12	10	21	10a	109/2	61/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	132	29.52	29.72
13	11	22	11a	55	31	0.5	0	0	3/4	2	2	1/8		1/8	1	-1	-4	56	Ab3	3	154	29.72	29.96
13	11	22	11a	55	31	0.5	0	0	3/4	2	1	1/8		1/8	1	-1	0	60	C4	4	150	29.72	29.96
13	11	22	11a	55	31	1.0	0	0	3/4	1	2	1/4		1/4	1		-3	63	Eb4	4	147	29.72	30.24
13	11	22	11a	55	31	0.5	0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	143	29.72	29.96
13	11	22	11a	111/2	63/2	0.5	1/8	1/8	3/4	2	2	1/8		1/8	1		1	55	G3	3	155	29.96	30.24
13	11	22	11a	111/2	63/2	0.5	1/8	1/8	3/4	2	1	1/8		1/8	1		0	60	C4	4	151	29.96	30.24
13	11	22	11a	111/2	63/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	144	29.96	30.24
13	11	22	11a	56	32	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-1	53	F3	3	156	30.24	31.06
13	11	22	11a	56	32	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	152	30.24	31.06
13	11	22	11a	56	32	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		-4	68	Ab4	4	148	30.24	31.06
13	11	22	11a	56	32	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	74	D5	5	145	30.24	31.385454545454543
13	11	22	11a	57	33	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	G3	3	157	31.06	31.42
13	11	22	11a	57	33	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	153	31.06	31.42
13	11	22	11a	57	33	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	149	31.06	31.42
13	11	22	11a	115/2	67/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	75	Eb5	5	146	31.385454545454543	31.42
14	12	23	12a	58	34	2.0	0	0	3/4	2	2	1/2		1/2	1		0	48	C3	3	164	31.42	32.71014084507042
14	12	23	12a	58	34	2.0	0	0	3/4	2	1	1/2		1/2	1		0	60	C4	4	162	31.42	32.71014084507042
14	12	23	12a	58	34	2.0	0	0	3/4	1	2	1/2		1/2	1		1	67	G4	4	160	31.42	32.71014084507042
14	12	23	12a	58	34	2.0	0	0	3/4	1	1	1/2		1/2	1		-3	75	Eb5	5	158	31.42	32.71014084507042
14	12	23	12a	60	36	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	165	32.71014084507042	33.02
14	12	23	12a	60	36	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	163	32.71014084507042	33.02
14	12	23	12a	60	36	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67	G4	4	161	32.71014084507042	33.02
14	12	23	12a	60	36	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	159	32.71014084507042	33.02
15	13	24	13a	61	37	0.0	0	0	3/4	1	1	0	appoggiatura	1/8	1		-2	70	Bb4	4	166	33.02	33.02
15	13	24	13a	61	37	2.0	0	0	3/4	2	2	1/2		1/2	1		-1	53	F3	3	177	33.02	34.26
15	13	24	13a	61	37	2.0	0	0	3/4	2	1	1/2		1/2	1		0	60	C4	4	175	33.02	34.26
15	13	24	13a	61	37	1.0	0	0	3/4	1	2	1/4		1/4	1		-1	65	F4	4	172	33.02	33.56
15	13	24	13a	61	37	1.0	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	167	33.02	33.56
15	13	24	13a	62	38	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		1	67	G4	4	173	33.56	34.26
15	13	24	13a	62	38	0.5	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	168	33.56	33.76
15	13	24	13a	125/2	77/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	169	33.76	34.26
15	13	24	13a	63	39	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	178	34.26	34.6
15	13	24	13a	63	39	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	176	34.26	34.6
15	13	24	13a	63	39	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	G4	4	170	34.26	34.32
15	13	24	13a	63	39	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69	A4	4	174	34.26	34.6
15	13	24	13a	127/2	79/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	171	34.32	34.6
16	14	25	14a	64	40	1.0	0	0	3/4	2	2	1/4		1/4	1		2	50	D3	3	188	34.6	35.50222222222222
16	14	25	14a	64	40	1.5	0	0	3/4	2	1	3/8		1/4	3/2		2	62	D4	4	185	34.6	35.513333333333335
16	14	25	14a	64	40	1.5	0	0	3/4	1	2	3/8		1/4	3/2		-2	70	Bb4	4	182	34.6	35.513333333333335
16	14	25	14a	64	40	1.5	0	0	3/4	1	1	3/8		1/4	3/2		-1	77	F5	5	179	34.6	35.513333333333335
16	14	25	14a	65	41	0.5	1/4	1/4	3/4	2	2	1/8		1/8	1		1	55	G3	3	189	35.50222222222222	35.513333333333335
16	14	25	14a	131/2	83/2	0.5	3/8	3/8	3/4	2	2	1/8		1/8	1		-1	53	F3	3	190	35.513333333333335	35.72
16	14	25	14a	131/2	83/2	0.5	3/8	3/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	186	35.513333333333335	35.72
16	14	25	14a	131/2	83/2	0.5	3/8	3/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	180	35.513333333333335	35.72
16	14	25	14a	131/2	83/2	0.5	3/8	3/8	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	183	35.513333333333335	35.72
16	14	25	14a	66	42	0.5	1/2	1/2	3/4	2	2	1/8		1/8	1		-3	51	Eb3	3	191	35.72	36.02
16	14	25	14a	66	42	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	187	35.72	36.385000000000005
16	14	25	14a	66	42	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1	1	-2	70	Bb4	4	184	35.72	36.385000000000005
16	14	25	14a	66	42	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1	1	1	79	G5	5	181	35.72	36.385000000000005
16	14	25	14a	133/2	85/2	0.5	5/8	5/8	3/4	2	2	1/8		1/8	1		2	50	D3	3	192	36.02	36.385000000000005
17	15	26	15a	67	43	1.0	0	0	3/4	2	2	1/4		1/4	1		-3	51	Eb3	3	207	36.385000000000005	36.98
17	15	26	15a	67	43	1.0	0	0	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	203	36.385000000000005	36.98
17	15	26	15a	67	43	0.5	0	0	3/4	1	2	1/8		1/8	1	-1	-2	70	Bb4	4	199	36.385000000000005	36.48
17	15	26	15a	67	43	0.5	0	0	3/4	1	1	1/8		1/8	1	-1	1	79	G5	5	193	36.385000000000005	36.48
17	15	26	15a	135/2	87/2	0.5	1/8	1/8	3/4	1	2	1/8		1/8	1		-2	70	Bb4	4	200	36.48	36.98
17	15	26	15a	135/2	87/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	194	36.48	36.98
17	15	26	15a	68	44	0.0	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	195	36.98	36.98
17	15	26	15a	68	44	1.0	1/4	1/4	3/4	2	2	1/4		1/4	1		-1	53	F3	3	208	36.98	37.6
17	15	26	15a	68	44	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	204	36.98	37.6
17	15	26	15a	68	44	1.0	1/4	1/4	3/4	1	2	1/4		1/4	1		-2	70	Bb4	4	201	36.98	37.6
17	15	26	15a	68	44	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	196	36.98	37.6
17	15	26	15a	69	45	1.0	1/2	1/2	3/4	2	2	1/4		1/4	1		-1	41	F2	2	209	37.6	38.68
17	15	26	15a	69	45	0.5	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	63	Eb4	4	205	37.6	38.18
17	15	26	15a	69	45	1.0	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69	A4	4	202	37.6	38.68
17	15	26	15a	69	45	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	197	37.6	38.18
17	15	26	15a	139/2	91/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		2	62	D4	4	206	38.18	38.68
17	15	26	15a	139/2	91/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	198	38.18	38.68
18	16	27	16a	70	46	2.0	0	0	3/4	2	2	1/2		1/2	1		-2	46	Bb2	2	213	38.68	43.559999999999164
18	16	27	16a	70	46	2.0	0	0	3/4	2	1	1/2		1/2	1		2	62	D4	4	212	38.68	43.559999999999164
18	16	27	16a	70	46	2.0	0	0	3/4	1	2	1/2		1/2	1		-1	65	F4	4	211	38.68	43.559999999999164
18	16	27	16a	70	46	2.0	0	0	3/4	1	1	1/2		1/2	1		-2	70	Bb4	4	210	38.68	43.559999999999164
