mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	3	0.76	1.76
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		-1	53	F3	3	2	0.76	1.76
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		3	57	A3	3	1	0.76	1.76
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		2	62	D4	4	0	0.76	1.76
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	17	1.76	2.76
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	13	1.76	2.76
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	8	1.76	2.76
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		-1	65	F4	4	4	1.76	2.76
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	18	2.76	3.58
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	14	2.76	3.58
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	9	2.76	3.26
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	5	2.76	3.58
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	10	3.26	3.58
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	38	D2	2	19	3.58	4.36
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	15	3.58	4.36
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		-1	65	F4	4	11	3.58	4.36
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	6	3.58	4.36
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	20	4.36	5.06
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	16	4.36	5.06
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	12	4.36	5.06
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	7	4.36	5.06
3	2	3	2a	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	38	5.06	5.9
3	2	3	2a	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	31	5.06	5.9
3	2	3	2a	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	26	5.06	5.9
3	2	3	2a	5	5	1.5	0	0	4/4	1	1	3/8	1/4	3/2		0	72	C5	5	21	5.06	6.18
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	39	5.9	6.52
3	2	3	2a	6	6	0.75	1/4	1/4	4/4	2	1	3/16	1/8	3/2		4	64	E4	4	32	5.9	6.275
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	27	5.9	6.52
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	22	6.18	6.52
3	2	3	2a	27/4	27/4	0.25	7/16	7/16	4/4	2	1	1/16	1/16	1		2	62	D4	4	33	6.275	6.52
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	40	6.52	7.4
3	2	3	2a	7	7	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		0	60	C4	4	34	6.52	6.9
3	2	3	2a	7	7	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		3	69	A4	4	23	6.52	6.9
