mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	1	1	1a	0	0	1.0	0	0	3/4	2	2	1/4	1/4	1		-1	41	F2	2	9	0.86	1.4289795918367347
1	1	1	1a	0	0	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	6	0.86	1.4289795918367347
1	1	1	1a	0	0	1.0	0	0	3/4	1	2	1/4	1/4	1		0	60	C4	4	3	0.86	1.4289795918367347
1	1	1	1a	0	0	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	65	F4	4	0	0.86	1.4289795918367347
1	1	1	1a	1	1	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		-1	53	F3	3	10	1.4289795918367347	1.9
1	1	1	1a	1	1	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	7	1.4289795918367347	1.9
1	1	1	1a	1	1	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		-1	65	F4	4	4	1.4289795918367347	1.9
1	1	1	1a	1	1	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	A4	4	1	1.4289795918367347	1.9
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	11	1.9	2.36
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	8	1.9	2.36
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65	F4	4	5	1.9	2.36
1	1	1	1a	2	2	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	2	1.9	2.36
2	2	2	2a	3	3	1.0	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	15	2.36	2.4377358490566037
2	2	2	2a	3	3	3.0	0	0	3/4	2	1	3/4	1/2	3/2		4	64	E4	4	14	2.36	3.48
2	2	2	2a	3	3	3.0	0	0	3/4	1	2	3/4	1/2	3/2		1	67	G4	4	13	2.36	3.48
2	2	2	2a	3	3	3.0	0	0	3/4	1	1	3/4	1/2	3/2		0	72	C5	5	12	2.36	3.48
2	2	2	2a	4	4	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		0	60	C4	4	16	2.4377358490566037	3.32
2	2	2	2a	5	5	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		-2	58	Bb3	3	17	3.32	3.48
3	3	3	3a	6	6	1.0	0	0	3/4	2	2	1/4	1/4	1		3	57	A3	3	27	3.48	4.08
3	3	3	3a	6	6	1.0	0	0	3/4	2	1	1/4	1/4	1		0	60	C4	4	24	3.48	4.08
3	3	3	3a	6	6	1.0	0	0	3/4	1	2	1/4	1/4	1		-1	65	F4	4	21	3.48	4.08
3	3	3	3a	6	6	1.0	0	0	3/4	1	1	1/4	1/4	1		0	72	C5	5	18	3.48	4.08
3	3	3	3a	7	7	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		1	55	G3	3	28	4.08	4.26
3	3	3	3a	7	7	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	25	4.08	4.26
3	3	3	3a	7	7	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		1	67	G4	4	22	4.08	4.26
3	3	3	3a	7	7	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		-2	70	Bb4	4	19	4.08	4.26
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		3	57	A3	3	29	4.26	4.66
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	26	4.26	4.66
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65	F4	4	23	4.26	4.66
3	3	3	3a	8	8	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	20	4.26	4.66
4	4	4	4a	9	9	1.0	0	0	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	35	4.66	5.26
4	4	4	4a	9	9	1.0	0	0	3/4	2	2	1/4	1/4	1		-2	58	Bb3	3	38	4.66	5.26
4	4	4	4a	9	9	2.0	0	0	3/4	1	2	1/2	1/2	1		-1	65	F4	4	33	4.66	5.42
4	4	4	4a	9	9	1.0	0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	30	4.66	5.26
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		-1	53	F3	3	36	5.26	5.42
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		3	57	A3	3	39	5.26	5.42
4	4	4	4a	10	10	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	31	5.26	5.42
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		-2	58	Bb3	3	37	5.42	5.88
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		-2	58	Bb3	3	40	5.42	5.88
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		-1	65	F4	4	34	5.42	5.88
4	4	4	4a	11	11	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	32	5.42	5.88
5	5	5	5a	12	12	2.0	0	0	3/4	2	2	1/2	1/2	1		1	55	G3	3	51	5.88	6.7
5	5	5	5a	12	12	0.5	0	0	3/4	2	1	1/8	1/8	1		-2	58	Bb3	3	47	5.88	6.38
5	5	5	5a	12	12	0.5	0	0	3/4	1	2	1/8	1/8	1		1	67	G4	4	44	5.88	6.38
