mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	3	0.88	1.9
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	2	0.88	1.9
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	1	0.88	1.9
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	0	0.88	1.9
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		9	51	D#3	3	18	1.9	2.66
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	14	1.9	2.66
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	10	1.9	2.66
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	4	1.9	2.66
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	19	2.66	3.28
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	15	2.66	3.28
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	11	2.66	3.28
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	5	2.66	2.96
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	6	2.96	3.28
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		6	54	F#3	3	20	3.28	3.98
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	16	3.28	3.98
2	1	2	1a	3	3	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		3	69	A4	4	12	3.28	4.38
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74	D5	5	7	3.28	3.6
2	1	2	1a	7/2	7/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	8	3.6	3.98
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	21	3.98	4.62
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	17	3.98	4.62
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	9	3.98	4.62
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	13	4.38	4.62
3	2	3	2a	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		0	48	C3	3	39	4.62	5.38
3	2	3	2a	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	33	4.62	5.38
3	2	3	2a	5	5	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	27	4.62	5.12
3	2	3	2a	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	22	4.62	5.38
3	2	3	2a	11/2	11/2	0.25	1/8	1/8	4/4	1	2	1/16	1/16	1		6	66	F#4	4	28	5.12	5.241428571428572
3	2	3	2a	23/4	23/4	0.25	3/16	3/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	29	5.241428571428572	5.38
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	40	5.38	6.16
3	2	3	2a	6	6	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	34	5.38	5.68
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	30	5.38	6.16
3	2	3	2a	6	6	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	23	5.38	5.68
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	35	5.68	6.16
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	24	5.68	6.16
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	43	G2	2	41	6.16	7.16
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	36	6.16	7.16
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	31	6.16	7.16
3	2	3	2a	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	25	6.16	7.16
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	42	7.16	7.7
3	2	3	2a	8	8	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	37	7.16	7.46
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	32	7.16	7.7
3	2	3	2a	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	26	7.16	7.7
3	2	3	2a	17/2	17/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	38	7.46	7.7
4	3	4	3a	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		9	51	D#3	3	57	7.7	8.4
4	3	4	3a	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		6	66	F#4	4	53	7.7	8.4
4	3	4	3a	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	49	7.7	8.4
4	3	4	3a	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	43	7.7	8.4
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	58	8.4	9.04
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	54	8.4	9.04
4	3	4	3a	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	50	8.4	9.04
4	3	4	3a	10	10	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	44	8.4	8.66
4	3	4	3a	21/2	21/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	45	8.66	9.04
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	59	9.04	9.76
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	55	9.04	9.76
4	3	4	3a	11	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	51	9.04	9.76
4	3	4	3a	11	11	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		2	74	D5	5	46	9.04	9.38
4	3	4	3a	23/2	23/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	47	9.38	9.76
4	3	4	3a	12	12	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	60	9.76	10.16
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	56	9.76	10.66
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	52	9.76	10.66
4	3	4	3a	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	48	9.76	10.66
4	3	4	3a	25/2	25/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	61	10.16	10.66
5	4	5	4a	13	13	1.0	0	0	4/4	2	2	1/4	1/4	1		7	49	C#3	3	74	10.66	11.22
5	4	5	4a	13	13	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4	70	10.66	11.22
5	4	5	4a	13	13	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	62	10.66	11.22
5	4	5	4a	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		3	69	A4	4	66	10.66	11.22
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		9	51	D#3	3	75	11.22	11.98
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	71	11.22	11.98
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	67	11.22	11.98
5	4	5	4a	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	63	11.22	11.98
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	76	11.98	12.98
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	72	11.98	12.98
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	68	11.98	12.98
5	4	5	4a	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	64	11.98	12.98
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	77	12.98	13.72
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	73	12.98	13.72
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	69	12.98	13.72
5	4	5	4a	16	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	65	12.98	13.72
6	5	6	5a	17	17	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	96	13.72	14.12
6	5	6	5a	17	17	0.5	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4	90	13.72	14.12
