mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	4	0.7	1.7
1	0	1	0a	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	3	0.7	1.7
1	0	1	0a	0	0	0.5	0	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	1	0.7	1.2
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	0	0.7	1.7
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	2	1.2	1.7
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	23	1.7	2.48
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	17	1.7	2.48
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	9	1.7	2.48
2	1	2	1a	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	5	1.7	2.48
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	24	2.48	3.12
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	18	2.48	3.12
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	10	2.48	2.98
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	6	2.48	3.12
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	11	2.98	3.12
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	25	3.12	3.56
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	19	3.12	3.56
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	12	3.12	3.2988888888888885
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		-1	65	F4	4	7	3.12	3.56
2	1	2	1a	7/2	7/2	0.25	5/8	5/8	4/4	1	2	1/16	1/16	1		2	62	D4	4	13	3.2988888888888885	3.49
2	1	2	1a	15/4	15/4	0.25	11/16	11/16	4/4	1	2	1/16	1/16	1		0	60	C4	4	14	3.49	3.56
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	26	3.56	4.24
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	20	3.56	3.88
2	1	2	1a	4	4	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		5	59	B3	3	15	3.56	3.88
2	1	2	1a	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	8	3.56	4.24
2	1	2	1a	9/2	9/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		0	60	C4	4	21	3.88	3.99
2	1	2	1a	9/2	9/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	16	3.88	4.24
2	1	2	1a	19/4	19/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		5	59	B3	3	22	3.99	4.24
3	2	3	2a	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		3	45	A2	2	43	4.24	5.04
3	2	3	2a	5	5	0.5	0	0	4/4	2	1	1/8	1/8	1		0	60	C4	4	38	4.24	4.74
3	2	3	2a	5	5	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	31	4.24	4.74
3	2	3	2a	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	27	4.24	5.04
3	2	3	2a	11/2	11/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		0	60	C4	4	32	4.74	5.04
3	2	3	2a	11/2	11/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		-1	65	F4	4	39	4.74	5.04
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	44	5.04	5.68
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	40	5.04	5.68
3	2	3	2a	6	6	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	33	5.04	5.34
3	2	3	2a	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	28	5.04	5.68
3	2	3	2a	13/2	13/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		-1	65	F4	4	34	5.34	5.68
