mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1	1a	0	0	2.0	0	0	4/4	2	2	1/2	1/2	1		3	57	A3	3	10
1	1	1	1a	0	0	2.0	0	0	4/4	2	1	1/2	1/2	1		7	61	C#4	4	7
1	1	1	1a	0	0	2.0	0	0	4/4	1	2	1/2	1/2	1		4	64	E4	4	3
1	1	1	1a	0	0	2.0	0	0	4/4	1	1	1/2	1/2	1		3	69	A4	4	0
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		8	56	G#3	3	11
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	8
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	4
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	1
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		10	58	A#3	3	12
1	1	1	1a	3	3	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	5
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	9
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	2
1	1	1	1a	7/2	7/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4	6
2	2	2	2a	4	4	2.0	0	0	4/4	2	2	1/2	1/2	1		12	60	B#3	3	19
2	2	2	2a	4	4	2.0	0	0	4/4	2	1	1/2	1/2	1		6	66	F#4	4	17
2	2	2	2a	4	4	2.0	0	0	4/4	1	2	1/2	1/2	1		8	68	G#4	4	15
2	2	2	2a	4	4	2.0	0	0	4/4	1	1	1/2	1/2	1		9	75	D#5	5	13
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		8	56	G#3	3	20
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		12	60	B#3	3	18
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	16
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		9	75	D#5	5	14
3	3	3	3a	8	8	0.5	0	0	4/4	2	1	1/8	1/8	1		7	61	C#4	4	31
3	3	3	3a	8	8	0.5	0	0	4/4	2	2	1/8	1/8	1		7	61	C#4	4	36
3	3	3	3a	8	8	1.5	0	0	4/4	1	2	3/8	1/4	3/2		8	68	G#4	4	25
3	3	3	3a	8	8	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5	21
3	3	3	3a	17/2	17/2	0.25	1/8	1/8	4/4	2	2	1/16	1/16	1		5	59	B3	3	37
3	3	3	3a	17/2	17/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		9	63	D#4	4	32
3	3	3	3a	35/4	35/4	0.25	3/16	3/16	4/4	2	2	1/16	1/16	1		3	57	A3	3	38
3	3	3	3a	9	9	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		8	56	G#3	3	39
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	33
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	22
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	40
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	26
3	3	3	3a	10	10	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	E3	3	41
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		4	64	E4	4	34
