mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	1	0a	0	0	1.0	0	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	3
1	0	1	0a	0	0	1.0	0	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	2
1	0	1	0a	0	0	1.0	0	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	1
1	0	1	0a	0	0	1.0	0	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	0
2	1	2	1a	1	1	1.0	0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	13
2	1	2	1a	1	1	1.0	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	9
2	1	2	1a	1	1	1.0	0	0	3/4	1	2	1/4	1/4	1		2	62	D4	4	6
2	1	2	1a	1	1	2.0	0	0	3/4	1	1	1/2	1/2	1		1	67	G4	4	4
2	1	2	1a	2	2	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	14
2	1	2	1a	2	2	0.5	1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	10
2	1	2	1a	2	2	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		4	64	E4	4	7
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	11
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		6	54	F#3	3	15
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	12
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	8
2	1	2	1a	3	3	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	5
3	2	3	2a	4	4	1.0	0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	21
3	2	3	2a	4	4	1.0	0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	24
3	2	3	2a	4	4	2.0	0	0	3/4	1	2	1/2	1/2	1		2	62	D4	4	19
3	2	3	2a	4	4	1.5	0	0	3/4	1	1	3/8	1/4	3/2		5	71	B4	4	16
3	2	3	2a	5	5	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	25
3	2	3	2a	5	5	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		6	54	F#3	3	22
3	2	3	2a	11/2	11/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	17
3	2	3	2a	6	6	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		4	52	E3	3	26
3	2	3	2a	6	6	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	23
3	2	3	2a	6	6	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		5	59	B3	3	20
3	2	3	2a	6	6	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	18
4	3	4	3a	7	7	1.0	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	39
4	3	4	3a	7	7	0.5	0	0	3/4	2	1	1/8	1/8	1		0	60	C4	4	35
4	3	4	3a	7	7	0.5	0	0	3/4	1	2	1/8	1/8	1		4	64	E4	4	30
4	3	4	3a	7	7	1.5	0	0	3/4	1	1	3/8	1/4	3/2		1	67	G4	4	27
4	3	4	3a	15/2	15/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	36
4	3	4	3a	15/2	15/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		2	62	D4	4	31
4	3	4	3a	8	8	0.5	1/4	1/4	3/4	2	2	1/8	1/8	1		5	47	B2	2	40
4	3	4	3a	8	8	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	37
4	3	4	3a	8	8	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		4	64	E4	4	32
4	3	4	3a	17/2	17/2	0.5	3/8	3/8	3/4	2	2	1/8	1/8	1		3	45	A2	2	41
4	3	4	3a	17/2	17/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	33
4	3	4	3a	17/2	17/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	28
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	42
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	38
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	34
4	3	4	3a	9	9	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	29
5	4	5	4a	10	10	2.0	0	0	3/4	2	2	1/2	1/2	1		2	50	D3	3	49
5	4	5	4a	10	10	2.0	0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	47
5	4	5	4a	10	10	2.0	0	0	3/4	1	2	1/2	1/2	1		6	66	F#4	4	45
5	4	5	4a	10	10	2.0	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	43
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	50
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	48
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	46
5	4	5	4a	12	12	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	44
6	5	6	5a	13	13	1.0	0	0	3/4	2	2	1/4	1/4	1		6	42	F#2	2	59
6	5	6	5a	13	13	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	56
6	5	6	5a	13	13	1.0	0	0	3/4	1	2	1/4	1/4	1		2	62	D4	4	53
6	5	6	5a	13	13	2.0	0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	51
6	5	6	5a	14	14	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		1	43	G2	2	60
6	5	6	5a	14	14	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	57
6	5	6	5a	14	14	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		4	64	E4	4	54
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	61
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	58
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		6	66	F#4	4	55
6	5	6	5a	15	15	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	52
7	6	7	6a	16	16	1.0	0	0	3/4	2	2	1/4	1/4	1		5	47	B2	2	70
7	6	7	6a	16	16	1.0	0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	66
7	6	7	6a	16	16	2.0	0	0	3/4	1	2	1/2	1/2	1		1	67	G4	4	64
7	6	7	6a	16	16	1.0	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	62
7	6	7	6a	17	17	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		0	48	C3	3	71
7	6	7	6a	17	17	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		4	64	E4	4	67
7	6	7	6a	17	17	2.0	1/4	1/4	3/4	1	1	1/2	1/2	1		3	69	A4	4	63
7	6	7	6a	18	18	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	72
7	6	7	6a	18	18	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		2	62	D4	4	68
7	6	7	6a	18	18	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		6	66	F#4	4	65
7	6	7	6a	37/2	37/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	69
8	7	8	7a	19	19	2.0	0	0	3/4	2	2	1/2	1/2	1		1	43	G2	2	76
8	7	8	7a	19	19	2.0	0	0	3/4	2	1	1/2	1/2	1		5	59	B3	3	75
8	7	8	7a	19	19	2.0	0	0	3/4	1	2	1/2	1/2	1		2	62	D4	4	74
8	7	8	7a	19	19	2.0	0	0	3/4	1	1	1/2	1/2	1		1	67	G4	4	73
1	0	9	7a	21	0	1.0	0	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	3
1	0	9	7a	21	0	1.0	0	1/2	3/4	2	1	1/4	1/4	1		5	59	B3	3	2
1	0	9	7a	21	0	1.0	0	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	1
1	0	9	7a	21	0	1.0	0	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	0
2	1	10	1b	22	1	1.0	0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	13
2	1	10	1b	22	1	1.0	0	0	3/4	2	1	1/4	1/4	1		5	59	B3	3	9
2	1	10	1b	22	1	1.0	0	0	3/4	1	2	1/4	1/4	1		2	62	D4	4	6
2	1	10	1b	22	1	2.0	0	0	3/4	1	1	1/2	1/2	1		1	67	G4	4	4
2	1	10	1b	23	2	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		4	52	E3	3	14
2	1	10	1b	23	2	0.5	1/4	1/4	3/4	2	1	1/8	1/8	1		0	60	C4	4	10
2	1	10	1b	23	2	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		4	64	E4	4	7
2	1	10	1b	47/2	5/2	0.5	3/8	3/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	11
2	1	10	1b	24	3	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		6	54	F#3	3	15
2	1	10	1b	24	3	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		3	57	A3	3	12
2	1	10	1b	24	3	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		2	62	D4	4	8
2	1	10	1b	24	3	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	5
3	2	11	2b	25	4	1.0	0	0	3/4	2	1	1/4	1/4	1		1	55	G3	3	21
3	2	11	2b	25	4	1.0	0	0	3/4	2	2	1/4	1/4	1		1	55	G3	3	24
3	2	11	2b	25	4	2.0	0	0	3/4	1	2	1/2	1/2	1		2	62	D4	4	19
3	2	11	2b	25	4	1.5	0	0	3/4	1	1	3/8	1/4	3/2		5	71	B4	4	16
3	2	11	2b	26	5	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		2	50	D3	3	25
3	2	11	2b	26	5	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		6	54	F#3	3	22
3	2	11	2b	53/2	11/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	17
3	2	11	2b	27	6	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		4	52	E3	3	26
3	2	11	2b	27	6	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55	G3	3	23
3	2	11	2b	27	6	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		5	59	B3	3	20
3	2	11	2b	27	6	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	18
4	3	12	3b	28	7	1.0	0	0	3/4	2	2	1/4	1/4	1		0	48	C3	3	39
4	3	12	3b	28	7	0.5	0	0	3/4	2	1	1/8	1/8	1		0	60	C4	4	35
4	3	12	3b	28	7	0.5	0	0	3/4	1	2	1/8	1/8	1		4	64	E4	4	30
4	3	12	3b	28	7	1.5	0	0	3/4	1	1	3/8	1/4	3/2		1	67	G4	4	27
4	3	12	3b	57/2	15/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		5	59	B3	3	36
4	3	12	3b	57/2	15/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		2	62	D4	4	31
4	3	12	3b	29	8	0.5	1/4	1/4	3/4	2	2	1/8	1/8	1		5	47	B2	2	40
4	3	12	3b	29	8	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	37
4	3	12	3b	29	8	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		4	64	E4	4	32
4	3	12	3b	59/2	17/2	0.5	3/8	3/8	3/4	2	2	1/8	1/8	1		3	45	A2	2	41
4	3	12	3b	59/2	17/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	33
4	3	12	3b	59/2	17/2	0.5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	A4	4	28
4	3	12	3b	30	9	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	42
4	3	12	3b	30	9	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	38
4	3	12	3b	30	9	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	34
4	3	12	3b	30	9	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	29
5	4	13	4b	31	10	2.0	0	0	3/4	2	2	1/2	1/2	1		2	50	D3	3	49
5	4	13	4b	31	10	2.0	0	0	3/4	2	1	1/2	1/2	1		2	62	D4	4	47
5	4	13	4b	31	10	2.0	0	0	3/4	1	2	1/2	1/2	1		6	66	F#4	4	45
5	4	13	4b	31	10	2.0	0	0	3/4	1	1	1/2	1/2	1		3	69	A4	4	43
5	4	13	4b	33	12	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	50
5	4	13	4b	33	12	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	48
5	4	13	4b	33	12	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	46
5	4	13	4b	33	12	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	44
6	5	14	5b	34	13	1.0	0	0	3/4	2	2	1/4	1/4	1		6	42	F#2	2	59
6	5	14	5b	34	13	1.0	0	0	3/4	2	1	1/4	1/4	1		3	57	A3	3	56
6	5	14	5b	34	13	1.0	0	0	3/4	1	2	1/4	1/4	1		2	62	D4	4	53
6	5	14	5b	34	13	2.0	0	0	3/4	1	1	1/2	1/2	1		2	74	D5	5	51
6	5	14	5b	35	14	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		1	43	G2	2	60
6	5	14	5b	35	14	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		5	59	B3	3	57
6	5	14	5b	35	14	1.0	1/4	1/4	3/4	1	2	1/4	1/4	1		4	64	E4	4	54
6	5	14	5b	36	15	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		3	45	A2	2	61
6	5	14	5b	36	15	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60	C4	4	58
6	5	14	5b	36	15	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		6	66	F#4	4	55
6	5	14	5b	36	15	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	52
7	6	15	6b	37	16	1.0	0	0	3/4	2	2	1/4	1/4	1		5	47	B2	2	70
7	6	15	6b	37	16	1.0	0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	66
7	6	15	6b	37	16	2.0	0	0	3/4	1	2	1/2	1/2	1		1	67	G4	4	64
7	6	15	6b	37	16	1.0	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	62
7	6	15	6b	38	17	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		0	48	C3	3	71
7	6	15	6b	38	17	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		4	64	E4	4	67
7	6	15	6b	38	17	2.0	1/4	1/4	3/4	1	1	1/2	1/2	1		3	69	A4	4	63
7	6	15	6b	39	18	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		2	50	D3	3	72
7	6	15	6b	39	18	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		2	62	D4	4	68
7	6	15	6b	39	18	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		6	66	F#4	4	65
7	6	15	6b	79/2	37/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	69
8	7	16	7b	40	19	2.0	0	0	3/4	2	2	1/2	1/2	1		1	43	G2	2	76
8	7	16	7b	40	19	2.0	0	0	3/4	2	1	1/2	1/2	1		5	59	B3	3	75
8	7	16	7b	40	19	2.0	0	0	3/4	1	2	1/2	1/2	1		2	62	D4	4	74
8	7	16	7b	40	19	2.0	0	0	3/4	1	1	1/2	1/2	1		1	67	G4	4	73
9	7	17	7b	42	21	1.0	0	1/2	3/4	2	2	1/4	1/4	1		1	43	G2	2	80
9	7	17	7b	42	21	1.0	0	1/2	3/4	2	1	1/4	1/4	1		2	62	D4	4	79
9	7	17	7b	42	21	1.0	0	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	78
9	7	17	7b	42	21	1.0	0	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	77
10	8	18	8a	43	22	1.0	0	0	3/4	2	2	1/4	1/4	1		1	43	G2	2	93
10	8	18	8a	43	22	1.0	0	0	3/4	2	1	1/4	1/4	1		2	62	D4	4	89
10	8	18	8a	43	22	0.5	0	0	3/4	1	2	1/8	1/8	1		1	67	G4	4	84
10	8	18	8a	43	22	1.0	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	81
10	8	18	8a	87/2	45/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	85
10	8	18	8a	44	23	1.0	1/4	1/4	3/4	2	2	1/4	1/4	1		3	45	A2	2	94
10	8	18	8a	44	23	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60	C4	4	90
10	8	18	8a	44	23	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		4	64	E4	4	86
10	8	18	8a	44	23	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	82
10	8	18	8a	89/2	47/2	0.5	3/8	3/8	3/4	1	2	1/8	1/8	1		6	66	F#4	4	87
10	8	18	8a	45	24	1.0	1/2	1/2	3/4	2	2	1/4	1/4	1		5	47	B2	2	95
10	8	18	8a	45	24	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1		5	59	B3	3	91
10	8	18	8a	45	24	1.0	1/2	1/2	3/4	1	2	1/4	1/4	1		1	67	G4	4	88
10	8	18	8a	45	24	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	83
10	8	18	8a	91/2	49/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57	A3	3	92
11	9	19	9a	46	25	1.5	0	0	3/4	2	2	3/8	1/4	3/2		5	47	B2	2	108
11	9	19	9a	46	25	0.5	0	0	3/4	2	1	1/8	1/8	1		5	59	B3	3	104
11	9	19	9a	46	25	0.5	0	0	3/4	1	2	1/8	1/8	1		1	67	G4	4	99
11	9	19	9a	46	25	1.5	0	0	3/4	1	1	3/8	1/4	3/2		2	74	D5	5	96
11	9	19	9a	93/2	51/2	0.5	1/8	1/8	3/4	2	1	1/8	1/8	1		0	60	C4	4	105
11	9	19	9a	93/2	51/2	0.5	1/8	1/8	3/4	1	2	1/8	1/8	1		3	69	A4	4	100
11	9	19	9a	47	26	1.0	1/4	1/4	3/4	2	1	1/4	1/4	1		2	62	D4	4	106
11	9	19	9a	47	26	0.5	1/4	1/4	3/4	1	2	1/8	1/8	1		1	67	G4	4	101
