mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	1	1	1a	0	0	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	17	0.78	1.78
1	1	1	1a	0	0	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	11	0.78	1.78
1	1	1	1a	0	0	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	5	0.78	1.78
1	1	1	1a	0	0	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	0	0.78	1.78
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	18	1.78	2.44
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	12	1.78	2.44
1	1	1	1a	1	1	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	6	1.78	2.16
1	1	1	1a	1	1	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		1	67	G4	4	1	1.78	2.16
1	1	1	1a	3/2	3/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	7	2.16	2.44
1	1	1	1a	3/2	3/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	2	2.16	2.44
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	43	G2	2	19	2.44	3.1
1	1	1	1a	2	2	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	13	2.44	2.64
1	1	1	1a	2	2	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4	8	2.44	2.64
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	3	2.44	3.1
1	1	1	1a	5/2	5/2	1.0	5/8	5/8	4/4	2	1	1/4	1/4	1		1	55	G3	3	14	2.64	3.4
1	1	1	1a	5/2	5/2	1.0	5/8	5/8	4/4	1	2	1/4	1/4	1		4	64	E4	4	9	2.64	3.4
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	20	3.1	3.74
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	4	3.1	3.74
1	1	1	1a	7/2	7/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		3	57	A3	3	15	3.4	3.5700000000000003
1	1	1	1a	7/2	7/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	10	3.4	3.74
1	1	1	1a	15/4	15/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		1	55	G3	3	16	3.5700000000000003	3.74
2	2	2	2a	4	4	1.0	0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2	32	3.74	4.6
2	2	2	2a	4	4	0.5	0	0	4/4	2	1	1/8	1/8	1		6	54	F#3	3	27	3.74	4.24
2	2	2	2a	4	4	1.5	0	0	4/4	1	2	3/8	1/4	3/2		6	66	F#4	4	24	3.74	4.88
2	2	2	2a	4	4	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	21	3.74	4.6
