mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	5	0.26	0.76
1	0	1	0a	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	3	0.26	0.76
1	0	1	0a	0	0	0.5	0	3/4	4/4	1	2	1/8	1/8	1		-1	65	F4	4	1	0.26	0.76
1	0	1	0a	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	0	0.26	1.18
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	6	0.76	1.18
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	4	0.76	1.18
1	0	1	0a	1/2	1/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	2	0.76	1.18
2	1	2	1a	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	21	1.18	2.08
2	1	2	1a	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	16	1.18	2.08
2	1	2	1a	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	12	1.18	2.08
2	1	2	1a	1	1	0.5	0	0	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	7	1.18	1.58
2	1	2	1a	3/2	3/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	8	1.58	2.08
2	1	2	1a	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		0	48	C3	3	22	2.08	2.58
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		-1	65	F4	4	17	2.08	2.98
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	13	2.08	2.98
2	1	2	1a	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	9	2.08	2.98
2	1	2	1a	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		-2	46	Bb2	2	23	2.58	2.98
2	1	2	1a	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	24	2.98	3.54
2	1	2	1a	3	3	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		-1	65	F4	4	18	2.98	3.34
