mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
14	9	18	9a	49	36	1.0		0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	157	37.08	37.78
14	9	18	9a	49	36	1.0		0	0	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	153	37.08	37.78
14	9	18	9a	50	37	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	169	37.78	38.44
14	9	18	9a	50	37	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		-3	51	Eb3	3	164	37.78	38.44
14	9	18	9a	50	37	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	158	37.78	38.1
14	9	18	9a	50	37	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	154	37.78	38.44
14	9	18	9a	101/2	75/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	159	38.1	38.44
14	9	18	9a	51	38	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	170	38.44	39.16
14	9	18	9a	51	38	0.5		1/2	1/2	4/4	2	1	1/8	1/8	1		-1	53	F3	3	165	38.44	38.69733333333333
14	9	18	9a	51	38	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	160	38.44	39.16
14	9	18	9a	51	38	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	155	38.44	39.16
14	9	18	9a	103/2	77/2	0.5		5/8	5/8	4/4	2	1	1/8	1/8	1		-1	65	F4	4	166	38.69733333333333	39.16
14	9	18	9a	52	39	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		0	48	C3	3	171	39.16	39.84
14	9	18	9a	52	39	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-3	63	Eb4	4	167	39.16	39.84
14	9	18	9a	52	39	0.5		3/4	3/4	4/4	1	2	1/8	1/8	1		3	69	A4	4	161	39.16	39.36
14	9	18	9a	52	39	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	156	39.16	39.84
14	9	18	9a	105/2	79/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	162	39.36	39.84
15	10	19	10a	53	40	1.0		0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	187	39.84	40.66
15	10	19	10a	53	40	0.5		0	0	4/4	2	1	1/8	1/8	1		-3	63	Eb4	4	181	39.84	40.16
15	10	19	10a	53	40	1.0		0	0	4/4	1	2	1/4	1/4	1		-1	65	F4	4	177	39.84	40.66
15	10	19	10a	53	40	1.0		0	0	4/4	1	1	1/4	1/4	1		-1	77	F5	5	172	39.84	40.66
15	10	19	10a	107/2	81/2	0.5		1/8	1/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	182	40.16	40.66
15	10	19	10a	54	41	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		-3	51	Eb3	3	188	40.66	41.42
15	10	19	10a	54	41	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		0	60	C4	4	183	40.66	41.02
15	10	19	10a	54	41	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	178	40.66	41.42
15	10	19	10a	54	41	0.5		1/4	1/4	4/4	1	1	1/8	1/8	1		-3	75	Eb5	5	173	40.66	41.02
15	10	19	10a	109/2	83/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	184	41.02	41.42
15	10	19	10a	109/2	83/2	0.5		3/8	3/8	4/4	1	1	1/8	1/8	1		2	74	D5	5	174	41.02	41.42
15	10	19	10a	55	42	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-1	53	F3	3	189	41.42	42.38
15	10	19	10a	55	42	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65	F4	4	185	41.42	42.38
15	10	19	10a	55	42	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	179	41.42	42.38
15	10	19	10a	55	42	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	175	41.42	42.38
15	10	19	10a	56	43	1.0		3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	190	42.38	43.26
15	10	19	10a	56	43	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	186	42.38	43.26
15	10	19	10a	56	43	1.0		3/4	3/4	4/4	1	2	1/4	1/4	1		-2	70	Bb4	4	180	42.38	43.26
15	10	19	10a	56	43	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		-3	75	Eb5	5	176	42.38	43.26
16	11	20	11a	57	44	1.0		0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	206	43.26	44.2
16	11	20	11a	57	44	1.0		0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	201	43.26	44.2
16	11	20	11a	57	44	1.0		0	0	4/4	1	2	1/4	1/4	1		-4	68	Ab4	4	196	43.26	44.2
16	11	20	11a	57	44	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	191	43.26	44.2
16	11	20	11a	58	45	2.0		1/4	1/4	4/4	2	2	1/2	1/2	1		-3	51	Eb3	3	207	44.2	45.74
16	11	20	11a	58	45	0.5		1/4	1/4	4/4	2	1	1/8	1/8	1		-2	58	Bb3	3	202	44.2	44.5
16	11	20	11a	58	45	1.0		1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	197	44.2	44.74
16	11	20	11a	58	45	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	192	44.2	44.74
16	11	20	11a	117/2	91/2	0.5		3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	203	44.5	44.74
16	11	20	11a	59	46	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	204	44.74	45.74
16	11	20	11a	59	46	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1	1	-1	65	F4	4	198	44.74	45.74
16	11	20	11a	59	46	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		-1	77	F5	5	193	44.74	45.74
16	11	20	11a	60	47	0.5		3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	208	45.74	46.0
16	11	20	11a	60	47	1.0		3/4	3/4	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	205	45.74	46.38
16	11	20	11a	60	47	0.5		3/4	3/4	4/4	1	2	1/8	1/8	1	-1	-1	65	F4	4	199	45.74	46.0
16	11	20	11a	60	47	0.5		3/4	3/4	4/4	1	1	1/8	1/8	1		-2	70	Bb4	4	194	45.74	46.0
16	11	20	11a	121/2	95/2	0.5		7/8	7/8	4/4	2	2	1/8	1/8	1		-3	51	Eb3	3	209	46.0	46.38
16	11	20	11a	121/2	95/2	0.5		7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	200	46.0	46.38
16	11	20	11a	121/2	95/2	0.5		7/8	7/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	195	46.0	46.38
17	12	21	12a	61	48	1.0		0	0	4/4	2	2	1/4	1/4	1		-1	53	F3	3	221	46.38	47.38
17	12	21	12a	61	48	1.0		0	0	4/4	2	1	1/4	1/4	1		-2	58	Bb3	3	218	46.38	47.38
17	12	21	12a	61	48	0.5		0	0	4/4	1	2	1/8	1/8	1		-1	65	F4	4	213	46.38	46.88
17	12	21	12a	61	48	1.0		0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	210	46.38	47.38
17	12	21	12a	123/2	97/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	214	46.88	47.38
17	12	21	12a	62	49	1.0		1/4	1/4	4/4	2	2	1/4	1/4	1		-1	41	F2	2	222	47.38	48.56
17	12	21	12a	62	49	1.0		1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	219	47.38	48.56
17	12	21	12a	62	49	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		-3	63	Eb4	4	215	47.38	48.06
17	12	21	12a	62	49	1.0		1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	211	47.38	48.56
17	12	21	12a	125/2	99/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		2	62	D4	4	216	48.06	48.56
17	12	21	12a	63	50	1.0		1/2	1/2	4/4	2	2	1/4	1/4	1		-2	46	Bb2	2	223	48.56	55.65999999999861
17	12	21	12a	63	50	1.0		1/2	1/2	4/4	2	1	1/4	1/4	1		-1	53	F3	3	220	48.56	55.65999999999861
17	12	21	12a	63	50	1.0		1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	217	48.56	55.65999999999861
17	12	21	12a	63	50	1.0		1/2	1/2	4/4	1	1	1/4	1/4	1		-2	70	Bb4	4	212	48.56	55.65999999999861
