mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=84.3	84.0	𝅘𝅥	84.3	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0	1. Du	gen	2. Zieh'	hilf,						
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1	Le-	Him-	uns	dass						
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2	-bens-	-mel,	dir	wir						
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	3										
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	4										
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	5										
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	6										
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	7										
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	8										
1	1	0	0	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	9										
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	10										
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	11										
2	2	3	3	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	12	-fürst,	da	nach,	flie-						0
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	13										0
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	14										
2	2	3	3	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	15										
2	2	3	3	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	16										1
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	17										1
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	18										
2	2	3	3	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	19										2
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	20										2
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	21										
3	3	6	6	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	22	Herr	dein	so	-hen						
3	3	7	7	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	23	Je-	Va-	lau-	weit						
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	24	-su	-ter	-fen	von						
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	25										
3	3	7	7	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	26										
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	27										
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	28										
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	29										
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	30										
3	3	6	6	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	31										
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	32										
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	33										
4	4	9	9	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	34	Christ,	ist	wir,	hier						
4	4	11	11	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=84.6	85.0	𝅘𝅥	84.6	0.0	
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	35	der	und	gib	auf						
4	4	9	9	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	36										
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	37										
4	4	9	9	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	38										
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	39										
4	4	9	9	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	40										
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	41										
5	5	12	12	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	42	du	die	uns	I-						
5	5	14	14	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0	
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	43	bist	Ge-	des	-sra-						
5	5	12	12	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	44										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	45										
5	5	12	12	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	46										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	47										
5	5	12	12	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	48										
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	49										
6	6	15	15	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	50	auf-	-mein'	Glau-	-e-						
6	6	15	15	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	51										
6	6	15	15	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	52										
6	6	15	15	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	53										
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	54	-ge-	der	-bens	-lis						
7	7	19	19	0.0	1/4	1/4	Tempo	3/4	1	1	0								𝅘𝅥=84.6	85.0	𝅘𝅥	84.6	0.0	
7	7	19	19	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	55	-nom-	From-	Flü-	Hü-						
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	56										
7	7	19	19	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	57										
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	58										
7	7	19	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	59										
7	7	18	18	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	60										
7	7	19	19	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	61										
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	62	-men	-men:	-gel;	-gel!						
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	63										
