mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	11/2	11/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	31									5
3	2	6	6	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	32									5
3	2	13/2	13/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	33									
4	3	7	7	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=83.76	84.0	𝅘𝅥	83.76	0.0	
4	3	7	7	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	34	will	Lie-							6
4	3	8	8	0.0	1/4	1/4	Tempo	3/4	1	1	0								𝅘𝅥=82.7	83.0	𝅘𝅥	82.7	0.0	
4	3	8	8	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	35									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	36	ich	-der							
4	3	7	7	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	37									7
4	3	8	8	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	38									7
4	3	17/2	17/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	39									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	40									
4	3	7	7	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	41									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	42									
4	3	7	7	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	43									8
4	3	15/2	15/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	44									8
4	3	8	8	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	45									
4	3	9	9	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	46									
5	4	10	10	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
5	4	10	10	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	47	sing-	brin-	ornamentTrill						
5	4	23/2	23/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								𝅘𝅥=80.8	81.0	𝅘𝅥	80.8	0.0	
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	48	-gen,	-gen,							
5	4	10	10	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	49									9
5	4	11	11	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	50									
5	4	12	12	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	51									
5	4	10	10	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	52									10
5	4	23/2	23/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	53									
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	54									
5	4	10	10	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	55									
5	4	12	12	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	56									
6	5	13	13	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0	
6	5	13	13	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	57	denn	ach,							
6	5	14	14	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	58	wo	gib							
6	5	15	15	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
6	5	15	15	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	59	ist	mir							
6	5	13	13	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	60									
6	5	14	14	1.5	1/4	1/4	Chord	3/4	1	2	3/8		1/4	3/2	61									
6	5	31/2	31/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	62									
6	5	13	13	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	63									
6	5	27/2	27/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	64									
6	5	14	14	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	65									
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	66									
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	67									
6	5	13	13	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	68									
6	5	27/2	27/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	69									
6	5	14	14	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	70									
6	5	29/2	29/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	71									
6	5	15	15	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	72									
7	6	16	16	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=81.99	82.0	𝅘𝅥	81.99	0.0	
7	6	16	16	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	73	doch	dei-							
7	6	17	17	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	74	ein	-nes							
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	75									
7	6	18	18	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	76	sol-	Gei-							
7	6	37/2	37/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	77									
7	6	16	16	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	78									
7	6	17	17	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	79									
7	6	35/2	35/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	80									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	81									
7	6	16	16	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	82									
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	83									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	84									
7	6	16	16	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	85									
7	6	17	17	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	86									
7	6	18	18	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	87									
8	7	19	19	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=82.65	83.0	𝅘𝅥	82.65	0.0	
8	7	19	19	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	88	-cher	-stes							
8	7	39/2	39/2	0.0	1/8	1/8	Tempo	3/4	1	1	0								𝅘𝅥=93	93.0	𝅘𝅥	93.0	0.0	
8	7	39/2	39/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	89									
8	7	20	20	0.0	1/4	1/4	Tempo	3/4	1	1	0								𝅘𝅥=89.53	90.0	𝅘𝅥	89.53	0.0	
8	7	20	20	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	90	Gott	Kraft	ornamentTrill						
8	7	41/2	41/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								𝅘𝅥=81.4	81.0	𝅘𝅥	81.4	0.0	
8	7	21	21	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
8	7	43/2	43/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	91	wie	dar-							
8	7	19	19	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	92									
8	7	20	20	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	93									
8	7	41/2	41/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	94									
8	7	21	21	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	95									
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	96									
8	7	19	19	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	97									
8	7	20	20	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	98									
8	7	21	21	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	99									
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	100									
8	7	19	19	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	101									
8	7	20	20	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	102									
8	7	41/2	41/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	103									
8	7	21	21	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	104									
8	7	43/2	43/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	105									
9	8	22	22	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
9	8	22	22	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	106	du?	-zu,							
9	8	22	22	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	107									
9	8	22	22	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	108									
9	8	22	22	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	109									
10	8	24	24	0.0	0	1/2	Tempo	3/4	1	1	0								𝅘𝅥=81.5	81.0	𝅘𝅥	81.5	0.0	
10	8	24	24	1.0	0	1/2	Chord	3/4	1	1	1/4		1/4	1	110	dass								
10	8	24	24	1.0	0	1/2	Chord	3/4	1	2	1/4		1/4	1	111									
10	8	24	24	1.0	0	1/2	Chord	3/4	2	1	1/4		1/4	1	112									
10	8	24	24	0.5	0	1/2	Chord	3/4	2	2	1/8		1/8	1	113									
10	8	49/2	49/2	0.5	1/8	5/8	Chord	3/4	2	2	1/8		1/8	1	114									
11	9	25	25	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=82.3	82.0	𝅘𝅥	82.3	0.0	
11	9	25	25	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	115	ich								11
11	9	26	26	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	116									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	117	es								
11	9	25	25	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	118									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	119									
11	9	25	25	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	120									12
11	9	26	26	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	121									
11	9	27	27	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	122									
11	9	25	25	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	123									
11	9	26	26	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	124									13
11	9	53/2	53/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	125									13
11	9	27	27	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	126									13
11	9	55/2	55/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	127									
12	10	28	28	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	128	thu'								
12	10	29	29	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	129	im								
12	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	130									
12	10	30	30	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	131	Na-								
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	132									
12	10	28	28	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	133									
12	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	134									
12	10	30	30	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	135									
12	10	61/2	61/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	136									
12	10	28	28	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	137									
12	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	138									
12	10	30	30	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	139									
12	10	28	28	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	140									
12	10	59/2	59/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	141									
12	10	30	30	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	142									
13	11	31	31	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	143	-men								
13	11	63/2	63/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	144									
13	11	32	32	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	145	Je-								
13	11	67/2	67/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	146	-su								
13	11	31	31	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	147									
13	11	32	32	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	148									
13	11	33	33	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	149									
13	11	31	31	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	150									
13	11	63/2	63/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	151									
13	11	32	32	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	152									
13	11	33	33	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	153									
13	11	31	31	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	154									
13	11	63/2	63/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	155									
13	11	32	32	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	156									
13	11	33	33	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	157									
14	12	34	34	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	158	Christ,								
14	12	36	36	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=81.6	82.0	𝅘𝅥	81.6	0.0	
14	12	36	36	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	159	so								
14	12	34	34	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	160									
14	12	36	36	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	161									
14	12	34	34	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	162									
14	12	36	36	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	163									
14	12	34	34	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	164									
14	12	36	36	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	165									
15	13	37	37	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
15	13	37	37	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	166									
15	13	37	37	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	167	wie								
15	13	38	38	0.0	1/4	1/4	Tempo	3/4	1	1	0								𝅘𝅥=81.93	82.0	𝅘𝅥	81.93	0.0	
15	13	38	38	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	168	es								14
15	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	169									14
15	13	39	39	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	14
15	13	39	39	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	170									14
15	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	171									
15	13	37	37	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	172									
15	13	38	38	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	173									15
15	13	39	39	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	174									
15	13	37	37	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	175									
15	13	39	39	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	176									
15	13	37	37	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	177									
15	13	39	39	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	178									
16	14	40	40	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
16	14	40	40	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	179	dir								
16	14	83/2	83/2	0.0	3/8	3/8	Tempo	3/4	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	180	durch								
16	14	42	42	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	181	ihn								
16	14	40	40	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	182									
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	183									
16	14	42	42	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	184									
16	14	40	40	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	185									
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	186									
16	14	42	42	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	187									
16	14	40	40	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	188									
16	14	41	41	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	189									
16	14	83/2	83/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	190									
16	14	42	42	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	191									
16	14	85/2	85/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	192									
17	15	43	43	0.0	0	0	Tempo	3/4	1	1	0								𝅘𝅥=77.7	78.0	𝅘𝅥	77.7	0.0	
17	15	43	43	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	193	ge-								
17	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	194									
17	15	44	44	0.0	1/4	1/4	Tempo	3/4	1	1	0								𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
17	15	44	44	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	195									
17	15	44	44	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	196	-fäl-								
17	15	45	45	0.0	1/2	1/2	Tempo	3/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
17	15	45	45	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	197	-lig								
17	15	91/2	91/2	0.0	5/8	5/8	Tempo	3/4	1	1	0								𝅘𝅥=54.96	55.0	𝅘𝅥	54.96	0.0	
17	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	198									
17	15	43	43	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	199									
17	15	87/2	87/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	200									
17	15	44	44	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	201									
17	15	45	45	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	202									
17	15	43	43	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	203									
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	204									
17	15	45	45	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	205									
17	15	91/2	91/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	206									
17	15	43	43	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	207									
17	15	44	44	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	208									
17	15	45	45	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	209									
18	16	46	46	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	210	ist.								
18	16	46	46	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	211									
18	16	46	46	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	212									
18	16	46	46	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	213									
