mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	51								
5	4	14	14	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	52								
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	53								
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	54								
5	4	16	16	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	55								
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	56								
5	4	13	13	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	57								
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	58								
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	59								
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	60								
5	4	15	15	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	61								
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	62								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	63								
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	64								
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	65								
5	4	15	15	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	66								
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	67								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	68								
6	5	17	17	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	69	und							
6	5	18	18	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	70	ge-							
6	5	37/2	37/2	0.0	3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	71	-trost							
6	5	20	20	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	72	in							
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	73								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	74								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	75								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	76								
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	77								
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	78								
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	79								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81								
6	5	17	17	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	82								
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	83								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	84								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	85								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	86								
7	6	21	21	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
7	6	21	21	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	87	dei-							
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	88								
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	89	-nem							
7	6	23	23	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
7	6	23	23	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	90	Dienst							
7	6	47/2	47/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	91								
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=81	81.0	𝅘𝅥	81.0	0.0	
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	92	be-							4
7	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	93								
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	94								
7	6	23	23	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	95								
7	6	47/2	47/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	96								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	97								5
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	98								
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	99								
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	100								
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	101								
7	6	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	102								
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	103								
7	6	21	21	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	104								
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	105								
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	106								
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	107								
7	6	24	24	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	108								
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	109								
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	110	-stän-							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	111	-dig							
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	112	blei-							
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	113								
8	7	28	28	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	114								
8	7	25	25	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	115								5
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	116								
8	7	26	26	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	117								
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	118								
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	119								
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	120								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	121								
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	122								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	123								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	124								6
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	125								6
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	126								
8	7	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	127								
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	128								
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	129								
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	130								
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	131								7
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	132								7
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	133								
9	8	29	29	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	134	-ben,							
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	135	die							
9	8	29	29	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	136								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	137								
9	8	29	29	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	138								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	139								
9	8	29	29	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	140								
9	8	32	32	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	141								
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	142								
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=79.3	79.0	𝅘𝅥	79.3	0.0	
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	143	Trüb-							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	144	-sal							
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	145	uns							
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	146								
10	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	147	nicht							8
10	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	148								
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	149								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	150								
10	9	35	35	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	151								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	152								
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	153								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	154								
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	155								
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	156								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	157								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	158								
10	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	159								
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	160								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	161								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	162								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	163								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	164								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	165								
11	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	166	ab-							
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	167	-trei-							
11	10	39	39	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	168								9
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	169								
11	10	37	37	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	170								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	171								
11	10	39	39	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	172								
11	10	79/2	79/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	173								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	174								
11	10	37	37	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	175								
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	176								
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	177								10
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	178								10
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	179								
11	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	180								
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	181								11
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	182								11
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	183								
12	11	41	41	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	184	-ben!							
12	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
12	11	44	44	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	185	O							
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	186								
12	11	41	41	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	187								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	188								
12	11	41	41	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	189								
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	190								
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	191								
12	11	41	41	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	192								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	193								
13	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	194	Herr,							
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	195	durch							
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	196	dein							
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	197	Kraft							
13	12	45	45	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	198								
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	199								
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	200								
13	12	47	47	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	201								
13	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	202								
13	12	48	48	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	203								
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	204								
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	205								
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	206								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	207								
13	12	48	48	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	208								
13	12	97/2	97/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	209								
13	12	45	45	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	210								
13	12	46	46	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	211								
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	212								
13	12	47	47	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	213								
13	12	95/2	95/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	214								
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	215								
14	13	49	49	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
14	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	216	uns							
14	13	50	50	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	217	be-							
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	218	-reit',							
14	13	52	52	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
14	13	52	52	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	219	und							
14	13	49	49	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	220								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	221								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	222								
14	13	52	52	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	223								
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	224								
14	13	49	49	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	225								
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	226								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	227								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	228								
14	13	52	52	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	229								
14	13	49	49	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	230								
14	13	99/2	99/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	231								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	232								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	233								
14	13	52	52	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	234								
15	14	53	53	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	235	stärk'							
15	14	54	54	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	236	des							
15	14	55	55	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
15	14	55	55	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	237	Flei-							
15	14	111/2	111/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	238								
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	239	-sches							
15	14	53	53	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	240								
15	14	107/2	107/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	241								
15	14	54	54	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	242								
15	14	55	55	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	243								
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	244								
15	14	53	53	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	245								
15	14	54	54	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	246								
15	14	55	55	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	247								
15	14	56	56	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	248								
15	14	113/2	113/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	249								
15	14	53	53	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	250								
15	14	54	54	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	251								
15	14	109/2	109/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	252								
15	14	55	55	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	253								
15	14	56	56	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	254								
15	14	113/2	113/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	255								
16	15	57	57	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
16	15	57	57	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	256	Blö-							
16	15	58	58	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	257	-dig-							
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	258	-keit,							
16	15	60	60	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
16	15	60	60	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	259	dass							
16	15	57	57	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	260								
16	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	261								
16	15	58	58	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	262								
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	263								
16	15	60	60	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	264								
